,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN
32_9,2,renovation_room,129,0,32,9,True,Furniture in disrepair could use a serious overhaul,2018-06-13,-0.4914083182811737,"[0, 85, 157]",-0.3268828307296715,"['2015-01-01', '2018-11-06']",32_0,a,9
32_10,2,renovation_room,129,1,32,10,True,We were lucky to have one of the updated rooms and once they finish the renovation this will be a great place to stay,2019-01-05,0.4783300757408142,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_11,2,renovation_room,129,1,32,11,True,A year from now this will be a fully renovated property and while it will never be luxurious if you temper your expectations for a 3star hotel and get a newly remodeled room your cost benefit ratio will be more than worth it,2019-01-20,0.11498212814331055,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_12,2,renovation_room,129,1,32,12,True,The newly renovated room was nice but who would put a sliding barn door over the bathroom you can hear everything in there,2019-03-25,0.12826484441757202,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_14,2,renovation_room,129,1,32,14,True,Our room was renovated and lovely,2019-05-20,0.4910761117935181,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_17,2,renovation_room,129,1,32,17,True,The rooms were recently redone and were clean comfortable and very nice,2019-08-16,0.4996961355209351,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_18,2,renovation_room,129,1,32,18,True,The rooms are clean and look updated,2019-09-01,0.4894348978996277,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
32_19,2,renovation_room,129,1,32,19,True,These are just small annoyances the hotel is very clean rooms are modern and updated bathrooms are neat and great gone is the silly hotel bathtub now you have a shower which can easily fit two,2020-01-05,0.4727452993392944,"[0, 85, 157]",0.041597087384650004,"['2018-11-09', '2020-02-22']",32_1,,7
34_0,2,room,129,0,34,0,True,There was even a small balcony where you could take pictures of the beach the mountains or the rainbows that appear often,2015-01-10,-0.4880244433879852,"[0, 105, 490, 850, 1030, 1192]",0.05134837070562492,"['2015-01-01', '2015-05-14']",34_0,c,4
34_2,2,room,129,0,34,2,True,it is worth the premium balcony difference but know that your premium balcony might be the same view but just the higher price as the regular balcony,2015-01-14,-0.4944851994514465,"[0, 105, 490, 850, 1030, 1192]",0.05134837070562492,"['2015-01-01', '2015-05-14']",34_0,c,4
34_4,2,room,129,0,34,4,True,Blaconies are small but that did not bother me bathroom was tiny but again that does not bother me,2015-01-27,-0.4854533076286316,"[0, 105, 490, 850, 1030, 1192]",0.05134837070562492,"['2015-01-01', '2015-05-14']",34_0,c,4
34_9,2,room,129,0,34,9,True,We had a queen king room with a premium ocean view we were expecting to have a balcony we could sit on and enjoy the view however barely enough room for one chair,2015-04-11,-0.3483682870864868,"[0, 105, 490, 850, 1030, 1192]",0.05134837070562492,"['2015-01-01', '2015-05-14']",34_0,c,4
34_24,2,room,129,3,34,24,True,We stayed four nights in an ocean view room which was located on the fourth floor,2018-05-27,0.09984099864959717,"[0, 105, 490, 850, 1030, 1192]",0.10767721721445596,"['2018-04-22', '2019-03-20']",34_3,a,5
34_26,2,room,129,3,34,26,True,Beautiful View but no water,2018-06-25,0.10727757215499878,"[0, 105, 490, 850, 1030, 1192]",0.10767721721445596,"['2018-04-22', '2019-03-20']",34_3,a,5
34_30,2,room,129,3,34,30,True,Mini fridge and coffee maker in room,2018-10-16,0.014519810676574709,"[0, 105, 490, 850, 1030, 1192]",0.10767721721445596,"['2018-04-22', '2019-03-20']",34_3,a,5
34_32,2,room,129,3,34,32,True,We stayed at the courtyard at coconut beach for 5 nights,2019-01-20,0.02430260181427002,"[0, 105, 490, 850, 1030, 1192]",0.10767721721445596,"['2018-04-22', '2019-03-20']",34_3,a,5
34_33,2,room,129,3,34,33,True,We had a renovated room which was nice but again nothing extraordinary,2019-02-10,0.10117977857589723,"[0, 105, 490, 850, 1030, 1192]",0.10767721721445596,"['2018-04-22', '2019-03-20']",34_3,a,5
34_34,2,room,129,4,34,34,True,room was comfortable clean and relaxing,2019-04-11,0.4976805448532105,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
34_36,2,room,129,4,34,36,True,The property was under restoration which we did not know in advance otherwise we got lucky our room was fully renovated and the view was amazing,2019-04-19,0.2482826113700867,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
34_37,2,room,129,4,34,37,True,Newly renovated room was awesome,2019-04-29,0.4983553290367127,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
34_38,2,room,129,4,34,38,True,Our ocean view room was heaven,2019-04-30,0.4549024701118469,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
34_39,2,room,129,4,34,39,True,Rooms were big and recently renovated,2019-07-19,0.4922630786895752,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
34_40,2,room,129,4,34,40,True,Very pleasant staff and nice rooms,2019-08-01,0.4987906813621521,"[0, 105, 490, 850, 1030, 1192]",0.013693310979107262,"['2019-03-22', '2020-04-03']",34_4,,6
35_1,2,facility,445,0,35,1,True,The gym is small but clean has everything you need,2017-02-19,-0.34650325775146484,"[0, 245, 346]",-0.05649247350335932,"['2015-01-03', '2018-03-22']",35_0,a,4
35_4,2,facility,445,0,35,4,True,I never had a barking dog down the hall before,2017-07-31,-0.4738745391368866,"[0, 245, 346]",-0.05649247350335932,"['2015-01-03', '2018-03-22']",35_0,a,4
35_6,2,facility,445,0,35,6,True,The hotel is going through some renovations and you might hear a saw or something in the lobby area,2017-08-22,-0.4927674829959869,"[0, 245, 346]",-0.05649247350335932,"['2015-01-03', '2018-03-22']",35_0,a,4
35_7,2,facility,445,0,35,7,True,The hotel is under construction which only affected the lobby area but the rooms were nice and modern,2017-09-12,-0.4801416397094727,"[0, 245, 346]",-0.05649247350335932,"['2015-01-03', '2018-03-22']",35_0,a,4
35_10,2,facility,445,1,35,10,True,The lobby is nicely decorated with modern decor and comfortable chairs and couches,2018-08-10,0.4957948923110962,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
35_11,2,facility,445,1,35,11,True,I ve been to much more luxurious hotels in the past I must say that the facilities are very clean and the staff,2018-08-20,0.4985442161560058,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
35_14,2,facility,445,1,35,14,True,The hotel lobby bar and restaurant areas are all very nice,2018-10-30,0.4821481704711914,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
35_15,2,facility,445,1,35,15,True,A meeting in a small ballroom was comfortable and easy to get in and out of to meet with exhibitors,2018-11-30,0.4990782737731934,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
35_18,2,facility,445,1,35,18,True,We were there during the holidays and the beautifully decorated lobby was a special touch and have is a great backgrounds for Christmas photos,2019-03-10,0.4994290471076965,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
35_19,2,facility,445,1,35,19,True,Gym was great for an airport gym and the staff was great as well,2019-08-25,0.4992426633834839,"[0, 245, 346]",0.2005891120522329,"['2018-04-16', '2020-02-21']",35_1,,6
36_0,2,pool,445,0,36,0,True,The hotel undergoing remodel and the pool and hallway were affected by that during my stay,2015-01-30,-0.4891608357429504,"[0, 45, 193]",0.0024893538819419025,"['2015-01-05', '2016-02-16']",36_0,a,5
36_2,2,pool,445,0,36,2,True,Needs to be updated badly the pool and spa did not look clean so did not use,2015-05-11,-0.4581488072872162,"[0, 45, 193]",0.0024893538819419025,"['2015-01-05', '2016-02-16']",36_0,a,5
36_3,2,pool,445,0,36,3,True,The pool area was not as appealing as I was hoping,2015-05-27,-0.4943343997001648,"[0, 45, 193]",0.0024893538819419025,"['2015-01-05', '2016-02-16']",36_0,a,5
36_4,2,pool,445,0,36,4,True,No free breakfast no mini fridge in room saltwater pool difficult to get to no free parking,2015-07-11,-0.4893356561660767,"[0, 45, 193]",0.0024893538819419025,"['2015-01-05', '2016-02-16']",36_0,a,5
36_5,2,pool,445,0,36,5,True,The pool is tiny they charge you 10 to park,2015-08-24,-0.4947168529033661,"[0, 45, 193]",0.0024893538819419025,"['2015-01-05', '2016-02-16']",36_0,a,5
36_10,2,pool,445,1,36,10,True,Comfy beds nice fitness facility nice pool good restaurant and bar Everything was very clean a bit old and the staff was very friendly and helpful,2016-05-14,0.499962329864502,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_11,2,pool,445,1,36,11,True,Great staff good food and 247 pool acesthough that might just be for the event,2016-06-05,0.4966965913772583,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_12,2,pool,445,1,36,12,True,There is a very nice club lounge with 247 access pool and business center,2016-06-13,0.4855304956436157,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_13,2,pool,445,1,36,13,True,Full bar is decent for drinks and the indoor saltwater pool is awesome and pretty unique,2016-06-17,0.4993647933006287,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_14,2,pool,445,1,36,14,True,Rooms are nice pool and spa decent,2016-07-13,0.4933479428291321,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_15,2,pool,445,1,36,15,True,The room was comfortable and they have an indoor pool sauna area that my kids enjoyed,2016-08-06,0.499333918094635,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_16,2,pool,445,1,36,16,True,We used the pool hot tub and sauna all were well maintained,2016-10-31,0.4880856275558472,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_17,2,pool,445,1,36,17,True,Really nice hotel GREAT looking pool area fun bar and lounge for connecting etc,2017-12-13,0.4995631575584412,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_18,2,pool,445,1,36,18,True,The pool and hot tub were very well maintained,2018-02-11,0.4966435432434082,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
36_19,2,pool,445,1,36,19,True,That aside it is a beautiful big hotel with lovely common areas and a nice pool,2018-08-23,0.4656729698181152,"[0, 45, 193]",0.192490486449397,"['2016-02-23', '2020-01-18']",36_1,,10
37_1,2,renovation_room,445,0,37,1,True,Not a fan of the 10 a night parkingThe room was a good size but needs some updates in the bathroom the desk chair was ripped windows were dirty,2015-07-20,-0.4781717658042908,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_2,2,renovation_room,445,0,37,2,True,Our room was not updated particularly the bathroom was older including a tile falling off the wall,2016-03-07,-0.4967028796672821,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_3,2,renovation_room,445,0,37,3,True,Furniture needs replacing and main bathroom remodel would make it perfect,2016-05-29,-0.4968191385269165,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_4,2,renovation_room,445,0,37,4,True,Definitely in need of some major refurbishing in the rooms and hallways or at least some good carpet cleaning,2016-10-07,-0.4545333981513977,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_5,2,renovation_room,445,0,37,5,True,Rooms older and in need of update,2016-11-02,-0.4896416366100311,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_6,2,renovation_room,445,0,37,6,True,However rooms furnishings need updating,2017-03-18,-0.4912192523479462,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_8,2,renovation_room,445,0,37,8,True,Not sure how much updating my room has undergone,2017-04-13,-0.4205507636070252,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_9,2,renovation_room,445,0,37,9,True,Understand that this hotel is going through major renovations but as an SPG Gold Member I expected a better room,2017-05-24,-0.4926505386829376,"[0, 70, 132]",-0.214486428492126,"['2015-05-17', '2017-06-27']",37_0,a,8
37_10,2,renovation_room,445,1,37,10,True,Our room was fantastic and looked like it had been recently renovated,2017-07-21,0.4844157099723816,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_11,2,renovation_room,445,1,37,11,True,The rooms are newly remodeled and if you are interested in good food decent gym and swimming while you are doing a conference then this is your spot,2017-07-27,0.4995265007019043,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_12,2,renovation_room,445,1,37,12,True,Just renovated rooms make this a pretty great experience,2017-08-12,0.4938642978668213,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_13,2,renovation_room,445,1,37,13,True,The room was very clean and had been recently updated,2017-08-17,0.4895636439323425,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_14,2,renovation_room,445,1,37,14,True,Check in was seamless and we stayed in a renovated room,2017-08-27,0.2583049535751343,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_15,2,renovation_room,445,1,37,15,True,The rooms were very big bright and spacious in side on the remodeled ones,2017-09-06,0.4991098046302795,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_16,2,renovation_room,445,1,37,16,True,The hotel is newly remodeled and the rooms are very comfy,2017-12-12,0.4996844530105591,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_18,2,renovation_room,445,1,37,18,True,The lobby and club room renovations are gorgeous,2018-02-06,0.4965631365776062,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
37_19,2,renovation_room,445,1,37,19,True,Great Suite Upgrade Newly Remodeled Airport Hotel,2018-07-27,0.496485710144043,"[0, 70, 132]",0.08400241389710415,"['2017-07-01', '2019-09-04']",37_1,,9
38_3,2,restaurant,445,0,38,3,True,there s a small convienience store with a cafe built in,2016-07-03,-0.2562675476074219,"[0, 355, 480]",0.06556309703416853,"['2015-01-18', '2018-05-09']",38_0,c,3
38_5,2,restaurant,445,0,38,5,True,Breakfast is available but not included,2017-08-16,-0.4764217734336853,"[0, 355, 480]",0.06556309703416853,"['2015-01-18', '2018-05-09']",38_0,c,3
38_7,2,restaurant,445,0,38,7,True,I did not like that they only offered breakfast to buy,2017-09-12,0.012461483478546144,"[0, 355, 480]",0.06556309703416853,"['2015-01-18', '2018-05-09']",38_0,c,3
38_10,2,restaurant,445,1,38,10,True,Enjoyed the Ora King Salmon for dinner on the Fourth of July,2018-07-04,0.4941337704658508,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_11,2,restaurant,445,1,38,11,True,Dinner at Rose Compass the in house restaurant was delightful,2018-07-17,0.4977211356163025,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_12,2,restaurant,445,1,38,12,True,Many locally inspired and locally sourced dishes and ingredients,2018-07-22,0.4859558343887329,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_13,2,restaurant,445,1,38,13,True,This time we had Teresa for dinner and she was also very helpful and had great customer service,2018-08-10,0.4995206594467163,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_14,2,restaurant,445,1,38,14,True,Fine accommodations restaurant ok breakfast decent pool good meeting space prompt shuttle to the airport where there is easy access to the light rail to downtown,2018-09-29,0.4994688630104065,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_15,2,restaurant,445,1,38,15,True,Love the Continental breakfast,2018-10-12,0.4917914867401123,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_16,2,restaurant,445,1,38,16,True,We had good breakfasts and lunch there as well,2018-12-24,0.4775107502937317,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_18,2,restaurant,445,1,38,18,True,Nice vip lounge and restaurant,2019-03-03,0.4992577433586121,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
38_19,2,restaurant,445,1,38,19,True,The hotel was amazing both the restaurant staff and the main desk staff where so accommodating and friendly,2019-08-28,0.49966299533844,"[0, 355, 480]",0.17748226546647744,"['2018-05-11', '2020-02-26']",38_1,,9
39_1,2,room,445,0,39,1,True,The cooling system in the room was impossible to keep at a comfortable temperature,2015-08-13,-0.498272031545639,"[0, 500, 732]",-0.06684793764083734,"['2015-01-01', '2017-12-15']",39_0,a,3
39_4,2,room,445,0,39,4,True,When I walked into the room I was taken aback by the stifling smell of chlorine,2016-04-03,-0.4976913630962372,"[0, 500, 732]",-0.06684793764083734,"['2015-01-01', '2017-12-15']",39_0,a,3
39_6,2,room,445,0,39,6,True,The bathroom was dirty with a slimy tub crumbling tile definitely not the room in the pictures,2017-02-19,-0.4944719970226288,"[0, 500, 732]",-0.06684793764083734,"['2015-01-01', '2017-12-15']",39_0,a,3
39_12,2,room,445,1,39,12,True,The food and and rooms are pretty good,2018-05-11,0.4972422122955322,"[0, 500, 732]",0.06536213695009505,"['2017-12-18', '2020-03-19']",39_1,,4
39_15,2,room,445,1,39,15,True,Room comfy and clean,2018-10-30,0.4983445405960083,"[0, 500, 732]",0.06536213695009505,"['2017-12-18', '2020-03-19']",39_1,,4
39_16,2,room,445,1,39,16,True,The room was clean and updated,2018-11-30,0.4821915030479431,"[0, 500, 732]",0.06536213695009505,"['2017-12-18', '2020-03-19']",39_1,,4
39_18,2,room,445,1,39,18,True,Great staff and rooms,2019-03-03,0.4973475933074951,"[0, 500, 732]",0.06536213695009505,"['2017-12-18', '2020-03-19']",39_1,,4
40_11,2,facility,136,1,40,11,True,It has great Full Breakfast Reception with all American Style with extra 2 3 types cold Juices and hot Coffee Chocolate Conference Lunch was Sit Down Service with Preference Stake Fish or Vegetables,2018-03-03,0.07653242349624634,"[0, 230, 560, 589]",0.09508041784346477,"['2016-12-08', '2019-10-24']",40_1,c,3
40_12,2,facility,136,1,40,12,True,Kudos for making each time I entered my room feel like the first time I entered itI really have only one gripe and hence the Four Star rating instead of Five the elevators need work,2018-09-26,0.08606290817260742,"[0, 230, 560, 589]",0.09508041784346477,"['2016-12-08', '2019-10-24']",40_1,c,3
40_13,2,facility,136,1,40,13,True,away from elevator Lorena picked as we had been in travel all day from the west coast,2019-06-23,0.026983439922332764,"[0, 230, 560, 589]",0.09508041784346477,"['2016-12-08', '2019-10-24']",40_1,c,3
40_16,2,facility,136,2,40,16,True,You can definitely see that care was been taken in preparing your room and over appearance of the facility,2019-12-11,0.06156188249588013,"[0, 230, 560, 589]",0.30084520629767714,"['2019-10-29', '2020-04-14']",40_2,,3
40_17,2,facility,136,2,40,17,True,While the gym is smaller than some it was well kept and equipped,2020-01-12,-0.31476908922195435,"[0, 230, 560, 589]",0.30084520629767714,"['2019-10-29', '2020-04-14']",40_2,,3
40_18,2,facility,136,2,40,18,True,From the check in out on the ap or in person drinks and dinner at NovaBar or quick accommodation of my special requests the Hyat Regency Fairfax exceeds expectations,2020-01-12,-0.4933368265628815,"[0, 230, 560, 589]",0.30084520629767714,"['2019-10-29', '2020-04-14']",40_2,,3
41_1,2,pool,136,0,41,1,True,pool closes too early on sat4,2015-02-26,-0.4936746954917908,"[0, 120, 246]",0.008545417152345183,"['2015-01-27', '2017-03-01']",41_0,a,5
41_4,2,pool,136,0,41,4,True,Not a family friendly place pool open only between 5 10 pm only,2015-08-06,-0.471894383430481,"[0, 120, 246]",0.008545417152345183,"['2015-01-27', '2017-03-01']",41_0,a,5
41_5,2,pool,136,0,41,5,True,The lap pool is only open in the afternoon,2015-10-01,-0.492105484008789,"[0, 120, 246]",0.008545417152345183,"['2015-01-27', '2017-03-01']",41_0,a,5
41_6,2,pool,136,0,41,6,True,The pool is only 3 12 feet deep but there is a lifeguard stationed the whole time which makes it really awkward to swim in,2015-10-02,-0.4946322441101074,"[0, 120, 246]",0.008545417152345183,"['2015-01-27', '2017-03-01']",41_0,a,5
41_8,2,pool,136,0,41,8,True,The pool and Gym facilities are poor as well,2016-05-17,-0.4961317479610443,"[0, 120, 246]",0.008545417152345183,"['2015-01-27', '2017-03-01']",41_0,a,5
41_10,2,pool,136,1,41,10,True,We did not utilize much of the hotel such as the restaurant and the pool however the entire place was very nice very modern and most important clean,2017-05-29,0.4147511124610901,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
41_12,2,pool,136,1,41,12,True,Great hotel great pool and gym and the panoramic queen suite was a great,2017-08-15,0.4996886253356934,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
41_13,2,pool,136,1,41,13,True,Nice pool deepest only being 45 feet hot tub well equipped fitness room,2017-09-02,0.499582827091217,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
41_14,2,pool,136,1,41,14,True,My kids enjoyed the pool and the huge TVs in the lounge,2017-10-10,0.494878888130188,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
41_15,2,pool,136,1,41,15,True,Nice indoor pool with a hot tub,2017-10-11,0.4992721676826477,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
41_18,2,pool,136,1,41,18,True,The rooms are spacious and I enjoy the indoor pool,2019-07-12,0.4977700710296631,"[0, 120, 246]",0.23755862033635222,"['2017-03-02', '2020-02-13']",41_1,,6
42_1,2,renovation_room,136,0,42,1,True,The hotel is not new the parking lot spaces need to be repainted the store that sells snacks is Very Overpriced the linen quality towels sheets is of a low quality the rooms look shabby stained furniture worn carpet,2015-05-13,-0.49722620844841,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_2,2,renovation_room,136,0,42,2,True,My room has a very distinct 90s feel to it I do not know how often Hyat refreshes its decor but this one is past due,2015-07-20,-0.4976364672183991,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_3,2,renovation_room,136,0,42,3,True,The rooms are in serious need of a renovations,2016-03-26,-0.4882801175117493,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_4,2,renovation_room,136,0,42,4,True,Not a huge deal of course but it does show the lack of updating as with the carpet and curtains in the room which were dull and weathered,2016-03-29,-0.4918359816074371,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_5,2,renovation_room,136,0,42,5,True,They need to remodel the rooms to a more update fashion,2016-04-11,-0.33701443672180176,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_6,2,renovation_room,136,0,42,6,True,room needed upgrading however many electrical outlets did not work and the positioning of the TV in the room was oddly placed,2016-06-07,-0.4978120028972626,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_7,2,renovation_room,136,0,42,7,True,The older furniture I can live with and the card admits that supposedly the remodel will be complete by the end of 2016 but no trash can liners,2016-08-16,-0.4907973408699036,"[0, 55, 138]",-0.2723031666242715,"['2015-01-13', '2016-09-16']",42_0,a,7
42_10,2,renovation_room,136,1,42,10,True,newly renovated room wonderfully decorated very updated had every amenity needed,2016-10-10,0.4970813393592834,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_11,2,renovation_room,136,1,42,11,True,The rooms were spacious updated and clean,2016-12-06,0.498651921749115,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_12,2,renovation_room,136,1,42,12,True,The renovated room was very nice,2017-01-04,0.4985553622245789,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_13,2,renovation_room,136,1,42,13,True,Room was very clean and updated,2017-04-25,0.4872457981109619,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_14,2,renovation_room,136,1,42,14,True,very newly renovated and clean room,2017-05-09,0.4977624416351318,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_15,2,renovation_room,136,1,42,15,True,Excellent updated rooms,2017-06-13,0.4970182180404663,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_16,2,renovation_room,136,1,42,16,True,Nicely renovated hotel rooms and great rate within comfortable commute of downtown DC and Tysons Corner shopping areas,2017-10-24,0.4998311996459961,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_17,2,renovation_room,136,1,42,17,True,From the newly renovated rooms to the onsite restaurant,2017-11-27,0.35016173124313354,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_18,2,renovation_room,136,1,42,18,True,Great stay clean rooms need a little updating TV did not work with a laptop breakfast was ok,2018-01-29,0.486932098865509,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
42_19,2,renovation_room,136,1,42,19,True,The room was nice and newly renovated,2018-06-09,0.491884708404541,"[0, 55, 138]",0.20626011831932758,"['2016-09-18', '2020-01-24']",42_1,,10
43_0,2,restaurant,136,0,43,0,True,Bar and snack bar area just off lobby,2015-01-28,0.3042888641357422,"[0, 225, 770]",0.15298651537220315,"['2015-01-01', '2016-05-29']",43_0,b,4
43_1,2,restaurant,136,0,43,1,True,The breakfast was included and was exelent,2015-03-04,0.4964182376861572,"[0, 225, 770]",0.15298651537220315,"['2015-01-01', '2016-05-29']",43_0,b,4
43_3,2,restaurant,136,0,43,3,True,As for the perks as a Hyat Platinum I did receive an upgrade to the Panoramic room with a 160 degree panoramic also received free breakfast for 2 and a free afternoon drink and snack at the NOVA bar,2015-07-20,0.4996126294136048,"[0, 225, 770]",0.15298651537220315,"['2015-01-01', '2016-05-29']",43_0,b,4
43_4,2,restaurant,136,0,43,4,True,The breakfast was lovely and the beds were comfortable,2015-09-10,0.499175488948822,"[0, 225, 770]",0.15298651537220315,"['2015-01-01', '2016-05-29']",43_0,b,4
43_10,2,restaurant,136,1,43,10,True,Even the bar service was bad,2016-06-12,-0.4571391642093658,"[0, 225, 770]",0.08338706210680936,"['2016-06-01', '2020-04-14']",43_1,,5
43_12,2,restaurant,136,1,43,12,True,The breakfast was even disappointing compared to most of the other Hyats we have stayed at,2017-04-23,-0.4703749120235443,"[0, 225, 770]",0.08338706210680936,"['2016-06-01', '2020-04-14']",43_1,,5
43_13,2,restaurant,136,1,43,13,True,Bar appetizer welcome reception was bad got sick from something that night,2017-11-05,-0.4000579714775085,"[0, 225, 770]",0.08338706210680936,"['2016-06-01', '2020-04-14']",43_1,,5
43_16,2,restaurant,136,1,43,16,True,Wait staff at bar was unfriendly,2018-06-11,-0.4764403998851776,"[0, 225, 770]",0.08338706210680936,"['2016-06-01', '2020-04-14']",43_1,,5
43_17,2,restaurant,136,1,43,17,True,The second time we tried it for breakfast we got seated and service but the food was bland,2018-09-13,-0.4536890387535095,"[0, 225, 770]",0.08338706210680936,"['2016-06-01', '2020-04-14']",43_1,,5
