,sent_id,file_id,cpt
58_14,14,58,1
58_15,15,58,1
58_16,16,58,1
58_17,17,58,1
58_18,18,58,1
58_19,19,58,1
58_20,20,58,2
58_21,21,58,2
58_22,22,58,2
58_23,23,58,2
58_24,24,58,2
58_25,25,58,2
58_26,26,58,2
58_27,27,58,2
58_28,28,58,2
58_29,29,58,2
59_0,0,59,0
59_1,1,59,0
59_2,2,59,0
59_3,3,59,0
59_4,4,59,0
59_5,5,59,0
59_6,6,59,0
59_7,7,59,0
59_8,8,59,0
59_9,9,59,0
59_10,10,59,1
59_11,11,59,1
59_12,12,59,1
59_13,13,59,1
59_14,14,59,1
59_15,15,59,1
59_16,16,59,1
59_17,17,59,1
59_18,18,59,1
59_19,19,59,1
59_20,20,59,2
59_21,21,59,2
59_22,22,59,2
59_23,23,59,2
59_24,24,59,2
59_25,25,59,2
59_26,26,59,2
59_27,27,59,2
59_28,28,59,2
59_29,29,59,2
60_0,0,60,0
60_1,1,60,0
60_2,2,60,0
60_3,3,60,0
60_4,4,60,0
60_5,5,60,0
60_6,6,60,0
60_7,7,60,0
60_8,8,60,0
60_9,9,60,0
60_10,10,60,1
60_11,11,60,1
60_12,12,60,1
60_13,13,60,1
60_14,14,60,1
60_15,15,60,1
60_16,16,60,1
60_17,17,60,1
60_18,18,60,1
60_19,19,60,1
61_0,0,61,0
61_1,1,61,0
61_2,2,61,0
61_3,3,61,0
61_4,4,61,0
61_5,5,61,0
61_6,6,61,0
61_7,7,61,0
61_8,8,61,0
61_9,9,61,0
61_10,10,61,1
61_11,11,61,1
61_12,12,61,1
61_13,13,61,1
61_14,14,61,1
61_15,15,61,1
61_16,16,61,1
61_18,18,61,1
61_19,19,61,1
62_0,0,62,0
62_1,1,62,0
62_2,2,62,0
62_3,3,62,0
62_4,4,62,0
62_5,5,62,0
62_6,6,62,0
62_7,7,62,0
62_8,8,62,0
62_9,9,62,0
62_10,10,62,1
62_11,11,62,1
62_12,12,62,1
62_13,13,62,1
63_0,0,63,0
63_1,1,63,0
63_2,2,63,0
63_3,3,63,0
63_4,4,63,0
63_5,5,63,0
63_6,6,63,0
63_7,7,63,0
63_8,8,63,0
63_9,9,63,0
63_10,10,63,1
63_11,11,63,1
63_12,12,63,1
63_13,13,63,1
63_14,14,63,1
63_16,16,63,1
63_17,17,63,1
63_18,18,63,1
63_19,19,63,1
64_0,0,64,0
64_1,1,64,0
64_2,2,64,0
64_3,3,64,0
64_4,4,64,0
64_5,5,64,0
64_6,6,64,0
64_7,7,64,0
64_8,8,64,0
64_9,9,64,0
64_10,10,64,1
64_11,11,64,1
64_12,12,64,1
64_13,13,64,1
64_14,14,64,1
64_15,15,64,1
64_16,16,64,1
64_17,17,64,1
64_18,18,64,1
64_19,19,64,1
64_20,20,64,2
64_21,21,64,2
64_22,22,64,2
64_23,23,64,2
64_24,24,64,2
64_25,25,64,2
64_26,26,64,2
64_27,27,64,2
64_28,28,64,2
64_29,29,64,2
65_0,0,65,0
65_1,1,65,0
65_2,2,65,0
65_3,3,65,0
65_4,4,65,0
65_5,5,65,0
65_6,6,65,0
65_7,7,65,0
65_8,8,65,0
65_9,9,65,0
65_10,10,65,1
65_11,11,65,1
65_12,12,65,1
65_13,13,65,1
65_14,14,65,1
65_15,15,65,1
65_16,16,65,1
65_17,17,65,1
65_18,18,65,1
65_19,19,65,1
66_0,0,66,0
66_1,1,66,0
66_2,2,66,0
66_3,3,66,0
66_5,5,66,0
66_6,6,66,0
66_7,7,66,0
66_8,8,66,0
66_9,9,66,0
66_10,10,66,1
66_11,11,66,1
66_12,12,66,1
66_13,13,66,1
66_14,14,66,1
66_15,15,66,1
66_16,16,66,1
66_17,17,66,1
66_18,18,66,1
66_19,19,66,1
66_20,20,66,2
66_21,21,66,2
66_22,22,66,2
66_23,23,66,2
66_24,24,66,2
66_25,25,66,2
66_26,26,66,2
66_27,27,66,2
66_28,28,66,2
66_29,29,66,2
66_30,30,66,3
66_31,31,66,3
66_32,32,66,3
66_33,33,66,3
66_34,34,66,3
66_35,35,66,3
66_36,36,66,3
66_37,37,66,3
66_38,38,66,3
66_39,39,66,3
67_0,0,67,0
67_1,1,67,0
67_2,2,67,0
67_3,3,67,0
67_4,4,67,0
67_5,5,67,0
67_6,6,67,0
67_7,7,67,0
67_8,8,67,0
67_9,9,67,0
67_10,10,67,1
67_11,11,67,1
67_12,12,67,1
67_13,13,67,1
67_14,14,67,1
67_15,15,67,1
67_16,16,67,1
67_17,17,67,1
68_0,0,68,0
68_1,1,68,0
68_2,2,68,0
68_3,3,68,0
68_4,4,68,0
68_5,5,68,0
68_6,6,68,0
68_7,7,68,0
68_8,8,68,0
68_9,9,68,0
68_10,10,68,1
68_11,11,68,1
68_12,12,68,1
68_13,13,68,1
68_14,14,68,1
68_15,15,68,1
68_16,16,68,1
68_17,17,68,1
68_18,18,68,1
68_19,19,68,1
68_20,20,68,2
68_21,21,68,2
68_22,22,68,2
68_23,23,68,2
68_24,24,68,2
68_25,25,68,2
68_26,26,68,2
68_27,27,68,2
68_28,28,68,2
68_29,29,68,2
69_0,0,69,0
69_1,1,69,0
69_2,2,69,0
69_3,3,69,0
69_4,4,69,0
69_5,5,69,0
69_6,6,69,0
69_7,7,69,0
69_8,8,69,0
69_9,9,69,0
69_10,10,69,1
69_11,11,69,1
69_12,12,69,1
69_13,13,69,1
69_14,14,69,1
69_15,15,69,1
69_16,16,69,1
69_17,17,69,1
69_18,18,69,1
69_19,19,69,1
69_20,20,69,2
69_21,21,69,2
69_22,22,69,2
69_23,23,69,2
69_24,24,69,2
69_25,25,69,2
69_26,26,69,2
69_27,27,69,2
69_28,28,69,2
69_29,29,69,2
70_0,0,70,0
70_1,1,70,0
70_2,2,70,0
70_3,3,70,0
70_4,4,70,0
70_5,5,70,0
70_6,6,70,0
70_7,7,70,0
70_8,8,70,0
70_9,9,70,0
70_10,10,70,1
70_11,11,70,1
70_12,12,70,1
70_13,13,70,1
70_14,14,70,1
70_16,16,70,1
70_17,17,70,1
70_18,18,70,1
70_19,19,70,1
71_0,0,71,0
71_1,1,71,0
71_2,2,71,0
71_3,3,71,0
71_4,4,71,0
71_5,5,71,0
71_6,6,71,0
71_7,7,71,0
71_8,8,71,0
71_9,9,71,0
71_10,10,71,1
71_11,11,71,1
71_12,12,71,1
71_13,13,71,1
71_14,14,71,1
71_15,15,71,1
71_16,16,71,1
71_17,17,71,1
71_18,18,71,1
71_19,19,71,1
71_20,20,71,2
71_21,21,71,2
71_22,22,71,2
71_23,23,71,2
71_24,24,71,2
71_25,25,71,2
71_26,26,71,2
71_27,27,71,2
71_28,28,71,2
71_29,29,71,2
72_0,0,72,0
72_1,1,72,0
72_2,2,72,0
72_3,3,72,0
72_4,4,72,0
72_5,5,72,0
72_6,6,72,0
72_7,7,72,0
72_8,8,72,0
72_9,9,72,0
72_10,10,72,1
72_11,11,72,1
72_12,12,72,1
72_13,13,72,1
72_14,14,72,1
72_15,15,72,1
72_16,16,72,1
72_17,17,72,1
72_18,18,72,1
72_19,19,72,1
73_0,0,73,0
73_1,1,73,0
73_2,2,73,0
73_3,3,73,0
73_4,4,73,0
73_5,5,73,0
73_6,6,73,0
73_7,7,73,0
73_8,8,73,0
73_9,9,73,0
73_10,10,73,1
73_11,11,73,1
73_12,12,73,1
73_14,14,73,1
73_15,15,73,1
73_16,16,73,1
73_17,17,73,2
73_18,18,73,2
73_19,19,73,2
73_20,20,73,2
73_21,21,73,2
73_22,22,73,2
73_23,23,73,2
73_24,24,73,2
73_25,25,73,2
73_26,26,73,2
74_0,0,74,0
74_1,1,74,0
74_2,2,74,0
74_4,4,74,0
74_5,5,74,0
74_6,6,74,0
74_7,7,74,0
74_8,8,74,0
74_9,9,74,0
74_10,10,74,1
74_11,11,74,1
74_12,12,74,1
74_13,13,74,1
74_14,14,74,1
74_15,15,74,1
74_16,16,74,1
74_17,17,74,1
74_18,18,74,1
74_19,19,74,1
74_20,20,74,2
74_21,21,74,2
74_22,22,74,2
74_23,23,74,2
74_24,24,74,2
74_25,25,74,2
74_26,26,74,2
74_27,27,74,2
74_28,28,74,2
74_29,29,74,2
75_0,0,75,0
75_1,1,75,0
75_2,2,75,0
75_3,3,75,0
75_4,4,75,0
75_5,5,75,0
75_6,6,75,0
75_7,7,75,0
75_8,8,75,0
75_9,9,75,0
75_11,11,75,1
75_13,13,75,1
75_15,15,75,1
75_16,16,75,1
75_17,17,75,1
75_18,18,75,1
75_19,19,75,1
75_20,20,75,2
75_21,21,75,2
75_22,22,75,2
75_23,23,75,2
75_24,24,75,2
75_25,25,75,2
75_26,26,75,2
75_27,27,75,2
75_28,28,75,2
75_29,29,75,2
76_0,0,76,0
76_1,1,76,0
76_2,2,76,0
76_3,3,76,0
76_4,4,76,0
76_5,5,76,0
76_6,6,76,0
76_7,7,76,0
76_8,8,76,0
76_9,9,76,0
76_10,10,76,1
76_11,11,76,1
76_12,12,76,1
76_13,13,76,1
76_14,14,76,1
76_15,15,76,1
76_16,16,76,1
76_17,17,76,1
76_18,18,76,1
76_19,19,76,1
76_20,20,76,2
76_21,21,76,2
76_22,22,76,2
76_23,23,76,2
76_24,24,76,2
76_25,25,76,2
76_26,26,76,2
76_27,27,76,2
76_28,28,76,3
76_29,29,76,3
76_30,30,76,3
76_31,31,76,3
76_32,32,76,3
76_33,33,76,3
76_34,34,76,3
76_35,35,76,3
76_36,36,76,3
76_37,37,76,3
77_0,0,77,0
77_1,1,77,0
77_2,2,77,0
77_3,3,77,0
77_4,4,77,0
77_5,5,77,0
77_6,6,77,0
77_7,7,77,0
77_8,8,77,0
77_9,9,77,0
77_10,10,77,1
77_11,11,77,1
77_12,12,77,1
77_13,13,77,1
77_14,14,77,1
77_15,15,77,1
77_16,16,77,1
77_17,17,77,1
77_18,18,77,1
77_19,19,77,1
78_0,0,78,0
78_1,1,78,0
78_2,2,78,0
78_3,3,78,0
78_4,4,78,0
78_5,5,78,0
78_6,6,78,0
78_7,7,78,0
78_8,8,78,0
78_9,9,78,0
78_10,10,78,1
78_11,11,78,1
78_12,12,78,1
78_13,13,78,1
78_14,14,78,2
78_15,15,78,2
78_16,16,78,2
78_17,17,78,2
78_18,18,78,2
78_19,19,78,2
78_20,20,78,2
78_21,21,78,2
78_22,22,78,2
78_23,23,78,2
79_0,0,79,0
79_1,1,79,0
79_2,2,79,0
79_3,3,79,0
79_4,4,79,0
79_5,5,79,0
79_6,6,79,0
79_7,7,79,0
79_8,8,79,0
79_9,9,79,0
79_10,10,79,1
79_11,11,79,1
79_12,12,79,1
79_13,13,79,1
79_14,14,79,1
79_15,15,79,1
79_16,16,79,1
79_17,17,79,1
79_18,18,79,1
79_19,19,79,1
80_0,0,80,0
80_1,1,80,0
80_2,2,80,0
80_3,3,80,0
80_4,4,80,0
80_5,5,80,0
80_6,6,80,0
80_7,7,80,0
80_8,8,80,0
80_9,9,80,0
80_10,10,80,1
80_11,11,80,1
80_12,12,80,1
80_13,13,80,1
80_14,14,80,1
80_15,15,80,1
80_16,16,80,1
80_17,17,80,1
80_18,18,80,1
80_19,19,80,1
80_20,20,80,2
80_21,21,80,2
80_22,22,80,2
80_23,23,80,2
80_24,24,80,2
81_0,0,81,0
81_1,1,81,0
81_2,2,81,0
81_3,3,81,0
81_4,4,81,0
81_5,5,81,0
81_6,6,81,0
81_7,7,81,0
81_8,8,81,0
81_9,9,81,0
81_10,10,81,1
81_11,11,81,1
81_12,12,81,1
81_13,13,81,1
81_14,14,81,1
81_15,15,81,1
81_16,16,81,1
81_17,17,81,1
81_18,18,81,1
81_19,19,81,1
82_0,0,82,0
82_1,1,82,0
82_2,2,82,0
82_3,3,82,0
82_4,4,82,0
82_5,5,82,0
82_6,6,82,0
82_7,7,82,0
82_8,8,82,0
82_9,9,82,0
82_10,10,82,1
82_11,11,82,1
82_12,12,82,1
82_13,13,82,1
82_14,14,82,1
82_15,15,82,1
82_16,16,82,1
83_0,0,83,0
83_1,1,83,0
83_2,2,83,0
83_3,3,83,0
83_4,4,83,0
83_5,5,83,0
83_9,9,83,0
83_10,10,83,1
83_11,11,83,1
83_12,12,83,1
83_13,13,83,1
83_14,14,83,1
83_15,15,83,1
83_16,16,83,1
83_17,17,83,1
83_18,18,83,1
83_19,19,83,1
84_0,0,84,0
84_1,1,84,0
84_2,2,84,0
84_3,3,84,0
84_4,4,84,0
84_5,5,84,0
84_6,6,84,0
84_7,7,84,0
84_8,8,84,0
84_9,9,84,0
84_10,10,84,1
84_11,11,84,1
84_12,12,84,1
84_13,13,84,1
84_14,14,84,1
84_15,15,84,1
84_16,16,84,1
84_17,17,84,1
84_18,18,84,1
84_19,19,84,1
85_0,0,85,0
85_1,1,85,0
85_2,2,85,0
85_3,3,85,0
85_4,4,85,0
85_5,5,85,0
85_6,6,85,0
85_7,7,85,0
85_8,8,85,0
85_9,9,85,0
85_10,10,85,1
85_11,11,85,1
85_12,12,85,1
85_13,13,85,1
85_14,14,85,1
85_15,15,85,1
85_16,16,85,1
85_17,17,85,1
85_18,18,85,1
85_19,19,85,1
86_0,0,86,0
86_1,1,86,0
86_2,2,86,0
86_3,3,86,0
86_4,4,86,0
86_5,5,86,0
86_6,6,86,0
86_7,7,86,0
86_8,8,86,0
86_9,9,86,0
86_10,10,86,1
86_11,11,86,1
86_12,12,86,1
86_13,13,86,1
86_14,14,86,1
86_15,15,86,1
86_16,16,86,1
86_17,17,86,1
86_18,18,86,1
87_0,0,87,0
87_1,1,87,0
87_2,2,87,0
87_3,3,87,0
87_4,4,87,0
87_5,5,87,0
87_6,6,87,0
87_7,7,87,0
87_8,8,87,0
87_9,9,87,0
87_10,10,87,1
87_11,11,87,1
87_12,12,87,1
87_13,13,87,1
87_14,14,87,1
87_15,15,87,1
87_16,16,87,1
87_17,17,87,1
87_18,18,87,1
87_19,19,87,1
87_20,20,87,2
87_21,21,87,2
87_22,22,87,2
87_23,23,87,2
87_24,24,87,2
87_25,25,87,2
87_26,26,87,2
87_27,27,87,2
87_28,28,87,2
87_29,29,87,2
88_0,0,88,0
88_1,1,88,0
88_2,2,88,0
88_3,3,88,0
88_4,4,88,0
88_5,5,88,0
88_6,6,88,0
88_7,7,88,0
88_8,8,88,0
88_9,9,88,0
88_10,10,88,1
88_11,11,88,1
88_12,12,88,1
88_13,13,88,1
88_14,14,88,1
88_15,15,88,1
88_16,16,88,2
88_17,17,88,2
88_19,19,88,2
88_20,20,88,2
88_21,21,88,2
88_22,22,88,2
88_23,23,88,2
88_24,24,88,2
88_25,25,88,2
89_0,0,89,0
89_1,1,89,0
89_2,2,89,0
89_3,3,89,0
89_5,5,89,0
89_6,6,89,0
89_7,7,89,0
89_8,8,89,0
89_9,9,89,0
89_10,10,89,1
89_11,11,89,1
89_12,12,89,1
89_13,13,89,1
89_15,15,89,1
89_16,16,89,1
89_17,17,89,1
89_18,18,89,1
89_19,19,89,1
90_0,0,90,0
90_1,1,90,0
90_2,2,90,0
90_3,3,90,0
90_4,4,90,0
90_5,5,90,0
90_6,6,90,0
90_7,7,90,0
90_8,8,90,0
90_9,9,90,0
90_10,10,90,1
90_11,11,90,1
90_12,12,90,1
90_13,13,90,1
90_14,14,90,1
90_15,15,90,1
90_16,16,90,1
90_17,17,90,1
90_18,18,90,1
90_19,19,90,1
90_20,20,90,2
90_21,21,90,2
90_22,22,90,2
90_23,23,90,2
90_24,24,90,2
90_25,25,90,2
90_26,26,90,2
90_27,27,90,2
90_28,28,90,2
90_29,29,90,2
91_0,0,91,0
91_1,1,91,0
91_3,3,91,0
91_4,4,91,0
91_5,5,91,0
91_6,6,91,0
91_7,7,91,0
91_8,8,91,0
91_9,9,91,0
91_10,10,91,1
91_11,11,91,1
91_12,12,91,1
91_13,13,91,1
91_14,14,91,1
91_15,15,91,1
91_16,16,91,1
91_17,17,91,1
91_18,18,91,1
91_19,19,91,1
92_0,0,92,0
92_1,1,92,0
92_2,2,92,0
92_3,3,92,0
92_4,4,92,0
92_5,5,92,0
92_6,6,92,0
92_7,7,92,0
92_8,8,92,0
92_9,9,92,0
92_10,10,92,1
92_11,11,92,1
92_12,12,92,1
92_13,13,92,1
92_14,14,92,1
92_15,15,92,1
92_16,16,92,1
92_17,17,92,1
92_18,18,92,1
92_19,19,92,1
93_1,1,93,0
93_2,2,93,0
93_3,3,93,0
93_4,4,93,0
93_5,5,93,0
93_6,6,93,0
93_7,7,93,0
93_8,8,93,0
93_9,9,93,0
93_10,10,93,1
93_11,11,93,1
93_12,12,93,1
93_13,13,93,1
93_14,14,93,1
93_15,15,93,1
93_16,16,93,1
93_17,17,93,1
93_18,18,93,1
93_19,19,93,1
94_0,0,94,0
94_1,1,94,0
94_2,2,94,0
94_3,3,94,0
94_4,4,94,0
94_5,5,94,0
94_6,6,94,0
94_7,7,94,0
94_8,8,94,0
94_9,9,94,0
94_11,11,94,1
94_12,12,94,1
94_13,13,94,1
94_14,14,94,1
94_15,15,94,1
94_16,16,94,1
94_17,17,94,1
94_18,18,94,1
94_19,19,94,1
94_20,20,94,2
94_21,21,94,2
94_22,22,94,2
94_23,23,94,2
94_24,24,94,2
94_25,25,94,2
94_26,26,94,2
94_27,27,94,2
94_28,28,94,2
94_29,29,94,2
94_30,30,94,3
94_31,31,94,3
94_32,32,94,3
94_33,33,94,3
94_34,34,94,3
94_35,35,94,3
94_36,36,94,3
94_37,37,94,3
94_38,38,94,3
94_39,39,94,3
95_0,0,95,0
95_1,1,95,0
95_2,2,95,0
95_3,3,95,0
95_4,4,95,0
95_5,5,95,0
95_6,6,95,0
95_7,7,95,0
95_8,8,95,0
95_9,9,95,0
95_10,10,95,1
95_11,11,95,1
95_12,12,95,1
95_13,13,95,1
95_14,14,95,1
95_15,15,95,1
95_16,16,95,1
95_17,17,95,1
95_18,18,95,1
95_19,19,95,1
96_0,0,96,0
96_1,1,96,0
96_2,2,96,0
96_3,3,96,0
96_4,4,96,0
96_5,5,96,0
96_6,6,96,0
96_7,7,96,0
96_8,8,96,0
96_9,9,96,0
96_10,10,96,1
96_11,11,96,1
96_12,12,96,1
96_13,13,96,1
96_14,14,96,1
96_15,15,96,1
96_16,16,96,1
96_17,17,96,1
96_18,18,96,1
96_19,19,96,1
97_0,0,97,0
97_1,1,97,0
97_2,2,97,0
97_3,3,97,0
97_4,4,97,0
97_5,5,97,0
97_6,6,97,0
97_7,7,97,0
97_8,8,97,0
97_9,9,97,0
97_10,10,97,1
97_11,11,97,1
97_12,12,97,1
97_13,13,97,1
97_14,14,97,1
97_15,15,97,1
97_16,16,97,1
97_17,17,97,1
97_18,18,97,1
97_19,19,97,1
98_0,0,98,0
98_1,1,98,0
98_2,2,98,0
98_3,3,98,0
98_4,4,98,0
98_5,5,98,0
98_6,6,98,0
98_7,7,98,0
98_8,8,98,0
98_9,9,98,0
98_10,10,98,1
98_11,11,98,1
98_12,12,98,1
98_13,13,98,1
98_14,14,98,1
98_15,15,98,1
98_16,16,98,1
98_17,17,98,1
98_18,18,98,1
98_19,19,98,1
99_0,0,99,0
99_1,1,99,0
99_2,2,99,0
99_3,3,99,0
99_4,4,99,0
99_5,5,99,0
99_6,6,99,0
99_7,7,99,0
99_8,8,99,0
99_9,9,99,0
99_10,10,99,1
99_11,11,99,1
99_12,12,99,1
99_13,13,99,1
99_14,14,99,1
99_15,15,99,1
99_16,16,99,1
99_17,17,99,1
99_18,18,99,1
99_19,19,99,1
99_20,20,99,2
99_21,21,99,2
99_22,22,99,2
99_23,23,99,2
99_24,24,99,2
99_25,25,99,2
99_26,26,99,2
99_27,27,99,2
99_28,28,99,2
99_29,29,99,2
100_0,0,100,0
100_1,1,100,0
100_2,2,100,0
100_3,3,100,0
100_4,4,100,0
100_5,5,100,0
100_6,6,100,0
100_7,7,100,0
100_8,8,100,0
100_9,9,100,0
100_10,10,100,1
100_11,11,100,1
100_12,12,100,1
100_13,13,100,1
100_14,14,100,1
100_15,15,100,1
100_16,16,100,1
100_17,17,100,1
100_18,18,100,1
100_19,19,100,1
101_0,0,101,0
101_1,1,101,0
101_2,2,101,0
101_3,3,101,0
101_4,4,101,0
101_5,5,101,0
101_6,6,101,0
101_7,7,101,0
101_8,8,101,0
101_9,9,101,0
101_10,10,101,1
101_11,11,101,1
101_12,12,101,1
101_13,13,101,1
101_14,14,101,1
101_15,15,101,1
101_16,16,101,1
101_17,17,101,1
101_18,18,101,1
101_19,19,101,1
102_0,0,102,0
102_1,1,102,0
102_2,2,102,0
102_3,3,102,0
102_4,4,102,0
102_5,5,102,0
102_6,6,102,0
102_7,7,102,0
102_8,8,102,0
102_9,9,102,0
102_10,10,102,1
102_11,11,102,1
102_12,12,102,1
102_13,13,102,1
102_14,14,102,1
102_15,15,102,1
102_16,16,102,1
102_17,17,102,1
102_18,18,102,1
102_19,19,102,1
103_0,0,103,0
103_1,1,103,0
103_2,2,103,0
103_3,3,103,0
103_4,4,103,0
103_5,5,103,0
103_6,6,103,0
103_7,7,103,0
103_8,8,103,0
103_9,9,103,0
103_10,10,103,1
103_11,11,103,1
103_12,12,103,1
103_13,13,103,1
103_14,14,103,1
103_15,15,103,1
103_16,16,103,1
103_17,17,103,1
103_18,18,103,1
103_19,19,103,1
104_0,0,104,0
104_1,1,104,0
104_2,2,104,0
104_3,3,104,0
104_4,4,104,0
104_5,5,104,0
104_6,6,104,0
104_7,7,104,0
104_8,8,104,0
104_9,9,104,0
104_10,10,104,1
104_11,11,104,1
104_12,12,104,1
104_13,13,104,1
104_14,14,104,1
104_15,15,104,1
104_16,16,104,1
104_17,17,104,1
105_0,0,105,0
105_1,1,105,0
105_2,2,105,0
105_3,3,105,0
105_4,4,105,0
105_5,5,105,0
105_6,6,105,0
105_7,7,105,0
105_8,8,105,0
105_9,9,105,0
105_10,10,105,1
105_11,11,105,1
105_12,12,105,1
105_13,13,105,1
105_14,14,105,1
105_15,15,105,1
105_16,16,105,1
105_17,17,105,1
105_18,18,105,1
105_19,19,105,1
106_0,0,106,0
106_1,1,106,0
106_2,2,106,0
106_3,3,106,0
106_4,4,106,0
106_5,5,106,0
106_6,6,106,0
106_7,7,106,0
106_8,8,106,0
106_9,9,106,0
107_0,0,107,0
107_1,1,107,0
107_2,2,107,0
107_3,3,107,0
107_4,4,107,0
107_5,5,107,0
107_6,6,107,0
107_7,7,107,0
107_8,8,107,0
107_9,9,107,0
107_10,10,107,1
107_11,11,107,1
107_12,12,107,1
107_13,13,107,1
107_14,14,107,1
107_15,15,107,1
107_16,16,107,1
107_17,17,107,1
107_18,18,107,1
107_19,19,107,1
107_20,20,107,2
107_21,21,107,2
107_22,22,107,2
107_23,23,107,2
107_24,24,107,2
107_25,25,107,2
107_26,26,107,2
107_27,27,107,2
107_28,28,107,2
107_29,29,107,2
108_0,0,108,0
108_1,1,108,0
108_2,2,108,0
108_3,3,108,0
108_4,4,108,0
108_5,5,108,0
108_6,6,108,0
108_7,7,108,0
108_8,8,108,0
108_9,9,108,0
108_10,10,108,1
108_11,11,108,1
108_12,12,108,1
108_13,13,108,1
108_14,14,108,1
108_15,15,108,1
108_16,16,108,1
108_17,17,108,1
108_18,18,108,1
108_19,19,108,1
108_20,20,108,2
108_21,21,108,2
108_22,22,108,2
108_23,23,108,2
109_0,0,109,0
109_1,1,109,0
109_2,2,109,0
109_3,3,109,0
109_4,4,109,0
109_5,5,109,0
109_6,6,109,0
109_7,7,109,0
109_8,8,109,0
109_9,9,109,0
109_10,10,109,1
109_11,11,109,1
109_12,12,109,1
109_13,13,109,1
109_14,14,109,1
109_15,15,109,1
109_16,16,109,1
109_17,17,109,1
109_18,18,109,1
109_19,19,109,1
110_0,0,110,0
110_1,1,110,0
110_2,2,110,0
110_3,3,110,0
110_4,4,110,0
110_5,5,110,0
110_6,6,110,0
110_7,7,110,0
110_8,8,110,0
110_9,9,110,0
110_10,10,110,1
110_11,11,110,1
110_12,12,110,1
110_13,13,110,1
110_14,14,110,1
110_15,15,110,1
110_16,16,110,2
110_17,17,110,2
110_18,18,110,2
110_19,19,110,2
110_20,20,110,2
110_21,21,110,2
110_22,22,110,2
110_23,23,110,2
110_24,24,110,2
110_25,25,110,2
111_0,0,111,0
111_1,1,111,0
111_2,2,111,0
111_3,3,111,0
111_4,4,111,0
111_5,5,111,0
111_6,6,111,0
111_7,7,111,0
111_8,8,111,0
111_9,9,111,0
111_10,10,111,1
111_11,11,111,1
111_12,12,111,1
111_13,13,111,1
111_14,14,111,1
111_15,15,111,1
111_16,16,111,1
111_17,17,111,1
111_18,18,111,1
111_19,19,111,1
112_0,0,112,0
112_1,1,112,0
112_2,2,112,0
112_3,3,112,0
112_4,4,112,0
112_5,5,112,0
112_6,6,112,0
112_7,7,112,0
112_8,8,112,0
112_9,9,112,0
113_0,0,113,0
113_1,1,113,0
113_3,3,113,0
113_4,4,113,0
113_5,5,113,0
113_6,6,113,0
113_7,7,113,0
113_8,8,113,0
113_9,9,113,0
113_10,10,113,1
113_11,11,113,1
113_12,12,113,1
113_13,13,113,1
113_14,14,113,1
114_0,0,114,0
114_1,1,114,0
114_2,2,114,0
114_3,3,114,0
114_4,4,114,0
114_5,5,114,0
114_6,6,114,0
114_7,7,114,0
114_8,8,114,0
114_9,9,114,0
114_10,10,114,1
114_11,11,114,1
114_12,12,114,1
114_13,13,114,1
114_14,14,114,1
114_15,15,114,1
114_16,16,114,1
114_17,17,114,1
114_18,18,114,1
114_19,19,114,1
115_0,0,115,0
115_1,1,115,0
115_5,5,115,0
115_6,6,115,0
115_8,8,115,0
115_9,9,115,0
115_10,10,115,1
115_11,11,115,1
115_12,12,115,1
115_13,13,115,1
115_14,14,115,1
115_15,15,115,1
115_16,16,115,1
115_17,17,115,1
115_18,18,115,1
115_19,19,115,1
116_0,0,116,0
116_1,1,116,0
116_2,2,116,0
116_3,3,116,0
116_4,4,116,0
116_5,5,116,0
116_6,6,116,0
116_7,7,116,0
116_8,8,116,0
116_9,9,116,0
116_10,10,116,1
116_11,11,116,1
116_12,12,116,1
116_13,13,116,1
116_14,14,116,1
116_15,15,116,1
116_16,16,116,1
116_17,17,116,1
116_18,18,116,1
116_19,19,116,1
117_0,0,117,0
117_1,1,117,0
117_2,2,117,0
117_3,3,117,0
117_4,4,117,0
117_5,5,117,0
117_6,6,117,0
117_7,7,117,0
117_8,8,117,0
117_9,9,117,0
117_10,10,117,1
117_11,11,117,1
117_12,12,117,1
117_13,13,117,1
117_14,14,117,1
117_15,15,117,1
117_16,16,117,1
117_17,17,117,1
117_18,18,117,1
117_19,19,117,2
117_20,20,117,2
117_21,21,117,2
117_22,22,117,2
117_23,23,117,2
117_24,24,117,2
117_25,25,117,2
117_26,26,117,2
117_27,27,117,2
117_28,28,117,2
118_0,0,118,0
118_1,1,118,0
118_2,2,118,0
118_3,3,118,0
118_4,4,118,0
118_5,5,118,0
118_6,6,118,0
118_7,7,118,0
118_8,8,118,0
118_9,9,118,0
118_10,10,118,1
118_11,11,118,1
118_12,12,118,1
118_13,13,118,1
118_14,14,118,1
118_15,15,118,2
118_16,16,118,2
118_17,17,118,2
118_18,18,118,2
118_19,19,118,2
118_20,20,118,2
118_21,21,118,2
118_22,22,118,2
118_23,23,118,2
118_24,24,118,2
119_0,0,119,0
119_1,1,119,0
119_2,2,119,0
119_3,3,119,0
119_4,4,119,0
119_5,5,119,0
119_6,6,119,0
119_7,7,119,0
119_8,8,119,0
119_9,9,119,0
119_10,10,119,1
119_11,11,119,1
119_12,12,119,1
119_13,13,119,1
119_14,14,119,1
119_15,15,119,1
119_16,16,119,1
119_17,17,119,1
119_18,18,119,1
119_19,19,119,1
120_0,0,120,0
120_1,1,120,0
120_2,2,120,0
120_3,3,120,0
120_4,4,120,0
120_5,5,120,0
120_6,6,120,0
120_7,7,120,0
120_8,8,120,0
120_9,9,120,0
