,Edita,Alina,Andrei,Liviu,Oana,Silviu,Mada,Meli,least2,gold
200_7,2.0,,,,,,,0.0,True,0
200_8,2.0,,,,,,,2.0,True,0
200_9,2.0,,,,,,,2.0,True,0
200_10,2.0,,,,,,,2.0,True,0
200_11,2.0,,,,,,,2.0,True,0
200_12,2.0,,,,,,,2.0,True,0
200_13,2.0,,,,,,,2.0,True,0
200_14,2.0,,,,,,,2.0,True,0
200_15,0.0,,,,,,,2.0,True,0
200_16,2.0,,,,,,,2.0,True,0
200_17,2.0,,,,,,,2.0,True,0
200_18,2.0,,,,,,,2.0,True,0
200_19,2.0,,,,,,,2.0,True,0
200_20,2.0,,,,,,,2.0,True,0
200_21,2.0,,,,,,,2.0,True,0
200_22,2.0,,,,,,,2.0,True,0
200_23,2.0,,,,,,,2.0,True,0
200_24,2.0,,,,,,,2.0,True,0
200_25,0.0,,,,,,,2.0,True,0
200_26,2.0,,,,,,,0.0,True,0
200_27,2.0,,,,,,,0.0,True,0
200_28,2.0,,,,,,,2.0,True,0
200_29,2.0,,,,,,,2.0,True,0
201_0,2.0,,,,,,,2.0,True,0
201_1,0.0,,,,,,,0.0,True,0
201_2,2.0,,,,,,,0.0,True,0
201_3,0.0,,,,,,,0.0,True,0
201_4,2.0,,,,,,,2.0,True,0
201_5,2.0,,,,,,,2.0,True,0
201_6,0.0,,,,,,,0.0,True,0
201_7,2.0,,,,,,,2.0,True,0
201_9,0.0,,,,,,,0.0,True,0
201_10,2.0,,,,,,,2.0,True,0
201_11,0.0,,,,,,,0.0,True,0
201_12,2.0,,,,,,,2.0,True,0
201_13,2.0,,,,,,,2.0,True,0
201_14,2.0,,,,,,,0.0,True,0
201_15,0.0,,,,,,,0.0,True,0
201_16,2.0,,,,,,,2.0,True,0
201_17,0.0,,,,,,,2.0,True,0
201_18,2.0,,,,,,,2.0,True,0
201_19,2.0,,,,,,,2.0,True,0
202_0,0.0,,,,,,,2.0,True,0
202_1,2.0,,,,,,,2.0,True,0
202_2,2.0,,,,,,,2.0,True,0
202_3,2.0,,,,,,,2.0,True,0
202_4,0.0,,,,,,,2.0,True,0
202_5,0.0,,,,,,,2.0,True,0
202_6,2.0,,,,,,,2.0,True,0
202_7,2.0,,,,,,,2.0,True,0
202_8,2.0,,,,,,,2.0,True,0
202_9,2.0,,,,,,,0.0,True,0
202_10,2.0,,,,,,,2.0,True,0
202_11,2.0,,,,,,,0.0,True,0
202_12,2.0,,,,,,,2.0,True,0
202_13,2.0,,,,,,,2.0,True,0
202_14,2.0,,,,,,,2.0,True,0
202_15,2.0,,,,,,,2.0,True,0
202_16,2.0,,,,,,,2.0,True,0
202_17,2.0,,,,,,,2.0,True,0
202_18,2.0,,,,,,,2.0,True,0
202_19,0.0,,,,,,,2.0,True,0
330_0,2.0,,,2.0,,,,,True,0
330_1,0.0,,,0.0,,,,,True,0
330_2,2.0,,,0.0,,,,,True,0
330_3,2.0,,,2.0,,,,,True,0
330_4,2.0,,,2.0,,,,,True,0
330_5,2.0,,,2.0,,,,,True,0
330_6,2.0,,,2.0,,,,,True,0
330_7,0.0,,,0.0,,,,,True,0
330_8,2.0,,,2.0,,,,,True,0
330_9,2.0,,,0.0,,,,,True,0
330_10,2.0,,,2.0,,,,,True,0
330_11,2.0,,,2.0,,,,,True,0
330_12,2.0,,,0.0,,,,,True,0
330_14,2.0,,,2.0,,,,,True,0
330_15,2.0,,,2.0,,,,,True,0
330_16,2.0,,,0.0,,,,,True,0
330_17,2.0,,,2.0,,,,,True,0
330_18,0.0,,,0.0,,,,,True,0
330_19,2.0,,,2.0,,,,,True,0
330_20,2.0,,,2.0,,,,,True,0
330_21,2.0,,,0.0,,,,,True,0
330_22,2.0,,,2.0,,,,,True,0
330_23,2.0,,,2.0,,,,,True,0
330_24,2.0,,,2.0,,,,,True,0
330_25,2.0,,,2.0,,,,,True,0
330_26,2.0,,,2.0,,,,,True,0
330_27,2.0,,,2.0,,,,,True,0
330_28,2.0,,,2.0,,,,,True,0
330_29,2.0,,,2.0,,,,,True,0
330_30,2.0,,,2.0,,,,,True,0
330_31,2.0,,,2.0,,,,,True,0
330_32,2.0,,,2.0,,,,,True,0
330_33,2.0,,,2.0,,,,,True,0
330_34,0.0,,,0.0,,,,,True,0
203_0,0.0,,,,,,,2.0,True,0
203_1,2.0,,,,,,,2.0,True,0
203_2,0.0,,,,,,,0.0,True,0
203_3,0.0,,,,,,,0.0,True,0
203_4,0.0,,,,,,,0.0,True,0
203_5,0.0,,,,,,,0.0,True,0
203_6,2.0,,,,,,,2.0,True,0
203_7,2.0,,,,,,,2.0,True,0
203_8,2.0,,,,,,,2.0,True,0
203_9,2.0,,,,,,,2.0,True,0
203_10,2.0,,,,,,,2.0,True,0
203_11,2.0,,,,,,,2.0,True,0
203_12,2.0,,,,,,,2.0,True,0
203_13,2.0,,,,,,,2.0,True,0
203_14,2.0,,,,,,,2.0,True,0
203_15,2.0,,,,,,,2.0,True,0
203_16,2.0,,,,,,,2.0,True,0
203_17,2.0,,,,,,,2.0,True,0
203_18,2.0,,,,,,,2.0,True,0
203_19,2.0,,,,,,,2.0,True,0
204_0,2.0,,,,,,,2.0,True,0
204_1,2.0,,,,,,,2.0,True,0
204_2,2.0,,,,,,,0.0,True,0
204_3,2.0,,,,,,,0.0,True,0
204_4,2.0,,,,,,,2.0,True,0
204_5,0.0,,,,,,,2.0,True,0
204_6,2.0,,,,,,,0.0,True,0
204_7,2.0,,,,,,,2.0,True,0
204_8,2.0,,,,,,,2.0,True,0
204_9,2.0,,,,,,,2.0,True,0
204_10,2.0,,,,,,,2.0,True,0
204_11,2.0,,,,,,,2.0,True,0
204_12,2.0,,,,,,,0.0,True,0
204_13,2.0,,,,,,,2.0,True,0
204_14,2.0,,,,,,,2.0,True,0
204_15,2.0,,,,,,,0.0,True,0
204_16,2.0,,,,,,,2.0,True,0
204_17,2.0,,,,,,,0.0,True,0
204_18,2.0,,,,,,,2.0,True,0
204_19,2.0,,,,,,,2.0,True,0
205_0,2.0,,,,,,,2.0,True,0
205_1,2.0,,,,,,,2.0,True,0
205_2,2.0,,,,,,,2.0,True,0
205_3,2.0,,,,,,,2.0,True,0
205_4,2.0,,,,,,,2.0,True,0
205_5,2.0,,,,,,,2.0,True,0
205_6,2.0,,,,,,,2.0,True,0
205_7,2.0,,,,,,,2.0,True,0
205_8,2.0,,,,,,,2.0,True,0
205_9,2.0,,,,,,,2.0,True,0
205_10,2.0,,,,,,,2.0,True,0
205_11,0.0,,,,,,,2.0,True,0
205_12,2.0,,,,,,,2.0,True,0
205_13,2.0,,,,,,,2.0,True,0
205_14,0.0,,,,,,,2.0,True,0
205_16,0.0,,,,,,,0.0,True,0
205_17,2.0,,,,,,,2.0,True,0
205_18,0.0,,,,,,,2.0,True,0
205_19,2.0,,,,,,,2.0,True,0
205_20,2.0,,,,,,,2.0,True,0
205_21,2.0,,,,,,,2.0,True,0
205_22,0.0,,,,,,,0.0,True,0
205_23,2.0,,,,,,,2.0,True,0
205_24,0.0,,,,,,,2.0,True,0
205_25,2.0,,,,,,,2.0,True,0
205_26,2.0,,,,,,,2.0,True,0
205_27,2.0,,,,,,,2.0,True,0
205_28,2.0,,,,,,,2.0,True,0
205_29,2.0,,,,,,,2.0,True,0
205_30,0.0,,,,,,,2.0,True,0
205_31,2.0,,,,,,,2.0,True,0
205_32,2.0,,,,,,,2.0,True,0
205_33,2.0,,,,,,,2.0,True,0
205_34,2.0,,,,,,,2.0,True,0
205_35,2.0,,,,,,,2.0,True,0
205_36,2.0,,,,,,,2.0,True,0
205_37,2.0,,,,,,,2.0,True,0
205_38,2.0,,,,,,,2.0,True,0
205_39,0.0,,,,,,,2.0,True,0
205_40,2.0,,,,,,,2.0,True,0
205_41,2.0,,,,,,,2.0,True,0
205_42,2.0,,,,,,,2.0,True,0
205_43,0.0,,,,,,,2.0,True,0
205_44,2.0,,,,,,,2.0,True,0
206_0,2.0,,,,,,,2.0,True,0
206_1,2.0,,,,,,,2.0,True,0
206_2,2.0,,,,,,,2.0,True,0
206_3,2.0,,,,,,,2.0,True,0
206_4,2.0,,,,,,,2.0,True,0
206_5,2.0,,,,,,,2.0,True,0
206_6,2.0,,,,,,,2.0,True,0
206_7,2.0,,,,,,,2.0,True,0
206_8,2.0,,,,,,,2.0,True,0
206_9,2.0,,,,,,,2.0,True,0
206_10,2.0,,,,,,,2.0,True,0
206_11,2.0,,,,,,,2.0,True,0
206_12,2.0,,,,,,,2.0,True,0
206_13,2.0,,,,,,,2.0,True,0
206_14,2.0,,,,,,,2.0,True,0
206_15,2.0,,,,,,,2.0,True,0
206_16,2.0,,,,,,,2.0,True,0
206_17,2.0,,,,,,,2.0,True,0
206_18,2.0,,,,,,,2.0,True,0
206_19,2.0,,,,,,,2.0,True,0
207_0,2.0,,,,,,,0.0,True,0
207_1,2.0,,,,,,,2.0,True,0
207_2,0.0,,,,,,,2.0,True,0
207_3,2.0,,,,,,,2.0,True,0
207_4,2.0,,,,,,,2.0,True,0
207_5,2.0,,,,,,,2.0,True,0
207_6,2.0,,,,,,,2.0,True,0
207_7,2.0,,,,,,,0.0,True,0
207_8,2.0,,,,,,,2.0,True,0
207_9,2.0,,,,,,,2.0,True,0
207_10,2.0,,,,,,,2.0,True,0
207_11,2.0,,,,,,,2.0,True,0
207_12,2.0,,,,,,,2.0,True,0
207_13,2.0,,,,,,,2.0,True,0
207_14,2.0,,,,,,,2.0,True,0
207_15,2.0,,,,,,,2.0,True,0
207_16,0.0,,,,,,,2.0,True,0
207_17,2.0,,,,,,,2.0,True,0
207_18,2.0,,,,,,,2.0,True,0
207_19,2.0,,,,,,,2.0,True,0
208_0,2.0,,,,,,,0.0,True,0
208_1,2.0,,,,,,,2.0,True,0
208_2,2.0,,,,,,,2.0,True,0
208_3,2.0,,,,,,,2.0,True,0
208_4,2.0,,,,,,,0.0,True,0
208_5,0.0,,,,,,,2.0,True,0
208_6,2.0,,,,,,,2.0,True,0
208_7,2.0,,,,,,,2.0,True,0
208_8,2.0,,,,,,,2.0,True,0
208_9,2.0,,,,,,,0.0,True,0
208_10,2.0,,,,,,,2.0,True,0
208_11,2.0,,,,,,,2.0,True,0
208_12,2.0,,,,,,,2.0,True,0
208_13,2.0,,,,,,,2.0,True,0
208_14,2.0,,,,,,,2.0,True,0
208_15,2.0,,,,,,,2.0,True,0
208_16,2.0,,,,,,,2.0,True,0
208_17,2.0,,,,,,,2.0,True,0
208_18,0.0,,,,,,,2.0,True,0
208_19,2.0,,,,,,,2.0,True,0
209_0,2.0,,,,,,,2.0,True,0
209_1,2.0,,,,,,,2.0,True,0
209_2,2.0,,,,,,,0.0,True,0
209_3,2.0,,,,,,,2.0,True,0
209_4,0.0,,,,,,,0.0,True,0
209_5,0.0,,,,,,,0.0,True,0
209_6,2.0,,,,,,,2.0,True,0
209_7,2.0,,,,,,,2.0,True,0
209_8,2.0,,,,,,,2.0,True,0
209_9,0.0,,,,,,,0.0,True,0
209_10,2.0,,,,,,,2.0,True,0
209_11,0.0,,,,,,,2.0,True,0
209_12,2.0,,,,,,,2.0,True,0
209_13,2.0,,,,,,,2.0,True,0
209_14,2.0,,,,,,,2.0,True,0
209_15,0.0,,,,,,,0.0,True,0
209_16,2.0,,,,,,,2.0,True,0
209_17,2.0,,,,,,,2.0,True,0
209_18,2.0,,,,,,,2.0,True,0
209_19,2.0,,,,,,,2.0,True,0
346_0,2.0,,,2.0,,,,,True,0
346_1,2.0,,,2.0,,,,,True,0
346_2,2.0,,,2.0,,,,,True,0
346_3,2.0,,,0.0,,,,,True,0
346_4,2.0,,,2.0,,,,,True,0
346_5,2.0,,,2.0,,,,,True,0
346_6,0.0,,,0.0,,,,,True,0
346_7,2.0,,,2.0,,,,,True,0
346_8,2.0,,,2.0,,,,,True,0
346_9,2.0,,,2.0,,,,,True,0
346_10,2.0,,,2.0,,,,,True,0
346_11,2.0,,,2.0,,,,,True,0
346_12,2.0,,,2.0,,,,,True,0
346_13,2.0,,,2.0,,,,,True,0
346_14,2.0,,,2.0,,,,,True,0
346_15,2.0,,,0.0,,,,,True,0
346_16,0.0,,,0.0,,,,,True,0
346_17,2.0,,,2.0,,,,,True,0
346_18,2.0,,,2.0,,,,,True,0
346_19,2.0,,,2.0,,,,,True,0
347_0,2.0,,,2.0,,,,,True,0
347_1,0.0,,,0.0,,,,,True,0
347_2,2.0,,,2.0,,,,,True,0
347_3,2.0,,,2.0,,,,,True,0
347_4,2.0,,,2.0,,,,,True,0
347_5,2.0,,,2.0,,,,,True,0
347_6,2.0,,,2.0,,,,,True,0
347_7,2.0,,,2.0,,,,,True,0
347_8,2.0,,,2.0,,,,,True,0
347_9,2.0,,,2.0,,,,,True,0
347_10,2.0,,,2.0,,,,,True,0
347_11,2.0,,,2.0,,,,,True,0
347_12,2.0,,,2.0,,,,,True,0
347_13,2.0,,,2.0,,,,,True,0
347_14,2.0,,,2.0,,,,,True,0
347_15,2.0,,,2.0,,,,,True,0
347_16,2.0,,,2.0,,,,,True,0
347_17,2.0,,,2.0,,,,,True,0
347_18,2.0,,,2.0,,,,,True,0
347_19,2.0,,,2.0,,,,,True,0
348_0,2.0,,,2.0,,,,,True,0
348_1,2.0,,,2.0,,,,,True,0
348_2,2.0,,,0.0,,,,,True,0
348_3,2.0,,,0.0,,,,,True,0
348_4,2.0,,,2.0,,,,,True,0
348_5,2.0,,,0.0,,,,,True,0
348_6,2.0,,,2.0,,,,,True,0
348_7,2.0,,,2.0,,,,,True,0
348_8,0.0,,,0.0,,,,,True,0
348_9,2.0,,,2.0,,,,,True,0
348_10,2.0,,,2.0,,,,,True,0
348_11,2.0,,,2.0,,,,,True,0
348_12,0.0,,,0.0,,,,,True,0
348_13,0.0,,,0.0,,,,,True,0
348_14,2.0,,,2.0,,,,,True,0
348_15,2.0,,,0.0,,,,,True,0
348_16,2.0,,,2.0,,,,,True,0
348_17,2.0,,,2.0,,,,,True,0
348_18,2.0,,,2.0,,,,,True,0
348_19,2.0,,,0.0,,,,,True,0
349_0,2.0,,,2.0,,,,,True,0
349_1,2.0,,,0.0,,,,,True,0
349_2,2.0,,,0.0,,,,,True,0
349_3,0.0,,,0.0,,,,,True,0
349_4,2.0,,,2.0,,,,,True,0
350_0,2.0,,,2.0,,,,,True,0
350_1,2.0,,,0.0,,,,,True,0
350_2,2.0,,,0.0,,,,,True,0
350_3,2.0,,,0.0,,,,,True,0
350_4,2.0,,,0.0,,,,,True,0
350_5,2.0,,,0.0,,,,,True,0
350_6,2.0,,,0.0,,,,,True,0
350_7,2.0,,,0.0,,,,,True,0
350_8,2.0,,,0.0,,,,,True,0
350_9,2.0,,,0.0,,,,,True,0
357_0,2.0,,,,,,,2.0,True,0
357_1,2.0,,,,,,,2.0,True,0
357_2,0.0,,,,,,,2.0,True,0
357_3,2.0,,,,,,,2.0,True,0
357_4,2.0,,,,,,,0.0,True,0
357_5,2.0,,,,,,,2.0,True,0
357_6,2.0,,,,,,,2.0,True,0
357_7,2.0,,,,,,,2.0,True,0
357_8,2.0,,,,,,,0.0,True,0
357_9,2.0,,,,,,,2.0,True,0
357_10,2.0,,,,,,,2.0,True,0
357_11,2.0,,,,,,,2.0,True,0
357_12,2.0,,,,,,,2.0,True,0
357_13,2.0,,,,,,,0.0,True,0
357_14,2.0,,,,,,,2.0,True,0
357_15,2.0,,,,,,,2.0,True,0
357_16,2.0,,,,,,,0.0,True,0
357_17,2.0,,,,,,,0.0,True,0
357_18,2.0,,,,,,,0.0,True,0
357_19,2.0,,,,,,,2.0,True,0
351_0,0.0,,,2.0,,,,,True,0
351_1,2.0,,,2.0,,,,,True,0
351_2,2.0,,,0.0,,,,,True,0
351_3,2.0,,,2.0,,,,,True,0
351_5,2.0,,,0.0,,,,,True,0
351_6,2.0,,,0.0,,,,,True,0
351_7,2.0,,,2.0,,,,,True,0
351_8,2.0,,,2.0,,,,,True,0
351_9,2.0,,,0.0,,,,,True,0
351_10,2.0,,,0.0,,,,,True,0
351_11,2.0,,,2.0,,,,,True,0
351_12,2.0,,,0.0,,,,,True,0
351_13,2.0,,,2.0,,,,,True,0
351_14,2.0,,,2.0,,,,,True,0
351_15,2.0,,,2.0,,,,,True,0
351_16,2.0,,,2.0,,,,,True,0
351_17,2.0,,,0.0,,,,,True,0
351_18,2.0,,,2.0,,,,,True,0
351_19,2.0,,,2.0,,,,,True,0
352_0,2.0,,,2.0,,,,,True,0
352_1,2.0,,,2.0,,,,,True,0
352_2,2.0,,,0.0,,,,,True,0
352_3,2.0,,,2.0,,,,,True,0
352_4,2.0,,,0.0,,,,,True,0
352_5,0.0,,,2.0,,,,,True,0
352_6,2.0,,,0.0,,,,,True,0
352_7,0.0,,,2.0,,,,,True,0
352_8,2.0,,,0.0,,,,,True,0
352_9,2.0,,,2.0,,,,,True,0
352_10,2.0,,,2.0,,,,,True,0
352_11,2.0,,,0.0,,,,,True,0
352_12,2.0,,,0.0,,,,,True,0
352_13,2.0,,,0.0,,,,,True,0
352_14,2.0,,,0.0,,,,,True,0
352_15,2.0,,,2.0,,,,,True,0
352_16,2.0,,,2.0,,,,,True,0
352_17,2.0,,,0.0,,,,,True,0
352_18,2.0,,,0.0,,,,,True,0
352_19,2.0,,,2.0,,,,,True,0
353_0,2.0,,,2.0,,,,,True,0
353_1,2.0,,,2.0,,,,,True,0
353_2,2.0,,,2.0,,,,,True,0
353_3,2.0,,,2.0,,,,,True,0
353_4,2.0,,,2.0,,,,,True,0
353_5,2.0,,,2.0,,,,,True,0
353_6,2.0,,,2.0,,,,,True,0
353_7,2.0,,,2.0,,,,,True,0
353_8,2.0,,,2.0,,,,,True,0
353_9,2.0,,,2.0,,,,,True,0
354_0,2.0,,,0.0,,,,,True,0
354_1,0.0,,,0.0,,,,,True,0
354_2,2.0,,,2.0,,,,,True,0
354_3,2.0,,,0.0,,,,,True,0
354_4,2.0,,,2.0,,,,,True,0
354_5,2.0,,,0.0,,,,,True,0
354_6,2.0,,,2.0,,,,,True,0
354_7,2.0,,,0.0,,,,,True,0
354_8,2.0,,,0.0,,,,,True,0
354_9,2.0,,,2.0,,,,,True,0
354_10,2.0,,,2.0,,,,,True,0
354_11,2.0,,,0.0,,,,,True,0
354_12,2.0,,,0.0,,,,,True,0
354_13,2.0,,,2.0,,,,,True,0
354_14,2.0,,,0.0,,,,,True,0
354_15,2.0,,,2.0,,,,,True,0
354_16,2.0,,,0.0,,,,,True,0
354_17,2.0,,,0.0,,,,,True,0
354_18,2.0,,,0.0,,,,,True,0
355_0,2.0,,2.0,,,,,,True,0
355_1,2.0,,2.0,,,,,,True,0
355_2,2.0,,2.0,,,,,,True,0
355_3,2.0,,2.0,,,,,,True,0
355_4,2.0,,2.0,,,,,,True,0
356_0,2.0,,2.0,,,,,,True,0
356_1,2.0,,2.0,,,,,,True,0
356_2,2.0,,2.0,,,,,,True,0
356_3,2.0,,2.0,,,,,,True,0
356_4,2.0,,2.0,,,,,,True,0
356_5,2.0,,2.0,,,,,,True,0
356_6,2.0,,2.0,,,,,,True,0
356_7,0.0,,2.0,,,,,,True,0
356_8,2.0,,2.0,,,,,,True,0
356_9,2.0,,2.0,,,,,,True,0
356_10,2.0,,2.0,,,,,,True,0
356_11,2.0,,2.0,,,,,,True,0
356_12,2.0,,2.0,,,,,,True,0
356_13,2.0,,2.0,,,,,,True,0
356_14,2.0,,2.0,,,,,,True,0
356_15,2.0,,2.0,,,,,,True,0
356_16,2.0,,2.0,,,,,,True,0
356_17,2.0,,2.0,,,,,,True,0
356_18,2.0,,2.0,,,,,,True,0
356_19,2.0,,2.0,,,,,,True,0
378_0,2.0,,,,,,,0.0,True,0
378_1,0.0,,,,,,,2.0,True,0
378_2,2.0,,,,,,,2.0,True,0
378_3,2.0,,,,,,,0.0,True,0
378_4,2.0,,,,,,,2.0,True,0
378_5,2.0,,,,,,,2.0,True,0
378_6,2.0,,,,,,,0.0,True,0
378_7,2.0,,,,,,,0.0,True,0
378_8,2.0,,,,,,,2.0,True,0
378_9,2.0,,,,,,,0.0,True,0
378_10,2.0,,,,,,,2.0,True,0
378_11,2.0,,,,,,,2.0,True,0
378_12,2.0,,,,,,,2.0,True,0
378_13,2.0,,,,,,,0.0,True,0
378_14,2.0,,,,,,,0.0,True,0
378_15,2.0,,,,,,,0.0,True,0
378_16,2.0,,,,,,,0.0,True,0
378_17,2.0,,,,,,,0.0,True,0
378_18,2.0,,,,,,,0.0,True,0
378_19,2.0,,,,,,,0.0,True,0
379_0,2.0,,,,,,,0.0,True,0
379_1,2.0,,,,,,,0.0,True,0
379_2,2.0,,,,,,,2.0,True,0
379_3,2.0,,,,,,,0.0,True,0
379_4,2.0,,,,,,,2.0,True,0
379_5,2.0,,,,,,,2.0,True,0
379_6,2.0,,,,,,,2.0,True,0
379_7,2.0,,,,,,,0.0,True,0
379_8,2.0,,,,,,,0.0,True,0
379_9,2.0,,,,,,,0.0,True,0
379_10,2.0,,,,,,,0.0,True,0
379_11,2.0,,,,,,,2.0,True,0
379_12,2.0,,,,,,,0.0,True,0
379_13,2.0,,,,,,,0.0,True,0
379_14,2.0,,,,,,,0.0,True,0
379_15,2.0,,,,,,,2.0,True,0
379_16,2.0,,,,,,,0.0,True,0
379_17,2.0,,,,,,,2.0,True,0
379_18,2.0,,,,,,,0.0,True,0
379_19,2.0,,,,,,,0.0,True,0
379_20,2.0,,,,,,,0.0,True,0
379_21,2.0,,,,,,,0.0,True,0
379_22,2.0,,,,,,,2.0,True,0
379_23,2.0,,,,,,,0.0,True,0
379_24,2.0,,,,,,,2.0,True,0
379_25,0.0,,,,,,,0.0,True,0
379_26,0.0,,,,,,,0.0,True,0
379_27,2.0,,,,,,,2.0,True,0
379_28,2.0,,,,,,,0.0,True,0
379_29,2.0,,,,,,,0.0,True,0
380_0,0.0,,,,,,,0.0,True,0
380_1,2.0,,,,,,,2.0,True,0
380_2,2.0,,,,,,,2.0,True,0
380_3,0.0,,,,,,,0.0,True,0
380_4,0.0,,,,,,,0.0,True,0
380_5,2.0,,,,,,,2.0,True,0
358_0,2.0,,,,,,,2.0,True,0
358_1,2.0,,,,,,,2.0,True,0
358_2,2.0,,,,,,,2.0,True,0
358_3,2.0,,,,,,,2.0,True,0
358_4,2.0,,,,,,,2.0,True,0
358_5,2.0,,,,,,,2.0,True,0
358_6,2.0,,,,,,,2.0,True,0
358_7,2.0,,,,,,,2.0,True,0
358_8,2.0,,,,,,,2.0,True,0
358_9,0.0,,,,,,,2.0,True,0
358_10,0.0,,,,,,,2.0,True,0
358_11,2.0,,,,,,,2.0,True,0
358_12,2.0,,,,,,,2.0,True,0
358_13,2.0,,,,,,,2.0,True,0
358_14,2.0,,,,,,,0.0,True,0
358_15,2.0,,,,,,,2.0,True,0
358_16,2.0,,,,,,,2.0,True,0
358_17,2.0,,,,,,,0.0,True,0
358_18,2.0,,,,,,,2.0,True,0
358_19,2.0,,,,,,,2.0,True,0
358_20,2.0,,,,,,,2.0,True,0
358_21,2.0,,,,,,,0.0,True,0
358_22,2.0,,,,,,,0.0,True,0
358_23,0.0,,,,,,,2.0,True,0
358_24,2.0,,,,,,,0.0,True,0
358_25,2.0,,,,,,,2.0,True,0
358_26,2.0,,,,,,,2.0,True,0
358_27,2.0,,,,,,,2.0,True,0
358_28,2.0,,,,,,,0.0,True,0
358_29,2.0,,,,,,,2.0,True,0
381_0,2.0,,,,,,,2.0,True,0
381_1,2.0,,,,,,,2.0,True,0
381_2,2.0,,,,,,,2.0,True,0
381_3,2.0,,,,,,,2.0,True,0
381_4,2.0,,,,,,,2.0,True,0
381_5,2.0,,,,,,,2.0,True,0
381_6,2.0,,,,,,,2.0,True,0
381_7,2.0,,,,,,,2.0,True,0
381_8,2.0,,,,,,,2.0,True,0
381_9,2.0,,,,,,,2.0,True,0
381_10,2.0,,,,,,,2.0,True,0
381_11,0.0,,,,,,,0.0,True,0
381_12,2.0,,,,,,,2.0,True,0
381_13,2.0,,,,,,,2.0,True,0
381_15,2.0,,,,,,,2.0,True,0
381_16,2.0,,,,,,,2.0,True,0
381_17,2.0,,,,,,,2.0,True,0
381_18,2.0,,,,,,,2.0,True,0
381_19,2.0,,,,,,,0.0,True,0
359_0,0.0,,,,,,,0.0,True,0
359_1,2.0,,,,,,,2.0,True,0
359_2,2.0,,,,,,,2.0,True,0
359_3,2.0,,,,,,,2.0,True,0
359_4,2.0,,,,,,,2.0,True,0
359_5,2.0,,,,,,,2.0,True,0
359_6,2.0,,,,,,,2.0,True,0
359_7,2.0,,,,,,,2.0,True,0
359_8,0.0,,,,,,,0.0,True,0
359_9,2.0,,,,,,,2.0,True,0
359_10,2.0,,,,,,,2.0,True,0
359_11,2.0,,,,,,,0.0,True,0
359_12,2.0,,,,,,,2.0,True,0
359_13,2.0,,,,,,,0.0,True,0
359_14,0.0,,,,,,,0.0,True,0
359_15,2.0,,,,,,,0.0,True,0
359_16,2.0,,,,,,,2.0,True,0
359_17,2.0,,,,,,,2.0,True,0
359_18,2.0,,,,,,,2.0,True,0
359_19,2.0,,,,,,,2.0,True,0
382_0,2.0,,,,,,,2.0,True,0
382_1,2.0,,,,,,,0.0,True,0
382_2,2.0,,,,,,,2.0,True,0
382_3,2.0,,,,,,,2.0,True,0
382_4,2.0,,,,,,,2.0,True,0
382_5,2.0,,,,,,,2.0,True,0
382_6,2.0,,,,,,,2.0,True,0
382_7,2.0,,,,,,,2.0,True,0
382_8,2.0,,,,,,,2.0,True,0
382_9,2.0,,,,,,,0.0,True,0
382_10,2.0,,,,,,,2.0,True,0
382_11,2.0,,,,,,,0.0,True,0
382_12,2.0,,,,,,,2.0,True,0
382_13,2.0,,,,,,,2.0,True,0
382_14,0.0,,,,,,,0.0,True,0
382_15,2.0,,,,,,,2.0,True,0
382_16,2.0,,,,,,,2.0,True,0
382_17,2.0,,,,,,,2.0,True,0
382_18,2.0,,,,,,,2.0,True,0
382_19,2.0,,,,,,,2.0,True,0
382_20,2.0,,,,,,,2.0,True,0
382_21,0.0,,,,,,,0.0,True,0
382_22,0.0,,,,,,,0.0,True,0
382_23,2.0,,,,,,,2.0,True,0
382_24,2.0,,,,,,,2.0,True,0
382_25,2.0,,,,,,,2.0,True,0
382_26,2.0,,,,,,,2.0,True,0
382_27,2.0,,,,,,,2.0,True,0
382_28,2.0,,,,,,,2.0,True,0
382_29,2.0,,,,,,,2.0,True,0
360_0,2.0,,,,,,,0.0,True,0
360_1,2.0,,,,,,,2.0,True,0
360_2,2.0,,,,,,,0.0,True,0
360_3,2.0,,,,,,,2.0,True,0
360_4,2.0,,,,,,,2.0,True,0
360_5,0.0,,,,,,,2.0,True,0
360_6,2.0,,,,,,,2.0,True,0
360_7,2.0,,,,,,,2.0,True,0
360_8,2.0,,,,,,,2.0,True,0
360_9,2.0,,,,,,,2.0,True,0
360_10,0.0,,,,,,,2.0,True,0
360_11,2.0,,,,,,,2.0,True,0
360_12,2.0,,,,,,,2.0,True,0
360_13,2.0,,,,,,,2.0,True,0
360_14,2.0,,,,,,,2.0,True,0
360_15,2.0,,,,,,,2.0,True,0
360_16,2.0,,,,,,,2.0,True,0
360_17,2.0,,,,,,,2.0,True,0
360_18,2.0,,,,,,,2.0,True,0
360_19,2.0,,,,,,,2.0,True,0
388_0,2.0,,,,0.0,,,,True,0
388_1,0.0,,,,2.0,,,,True,0
388_2,2.0,,,,2.0,,,,True,0
388_3,2.0,,,,0.0,,,,True,0
388_5,2.0,,,,2.0,,,,True,0
388_6,2.0,,,,2.0,,,,True,0
388_7,2.0,,,,2.0,,,,True,0
388_8,2.0,,,,2.0,,,,True,0
388_9,2.0,,,,2.0,,,,True,0
388_10,0.0,,,,0.0,,,,True,0
388_11,2.0,,,,2.0,,,,True,0
