,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
107_10,2,restaurant,163,1,107,10,True,The room i booked was uncomfortable so they have upgraded me to a suit Very profisional and quick action Breakfast is good,2016-03-01,0.08647286891937256,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,
107_11,1,restaurant,163,1,107,11,False,Great breakfast but staff were rude and accused us of lying,2016-03-04,0.06778055429458618,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,True
107_13,2,restaurant,163,1,107,13,True,Breakfast is the normal Middle East buffet lots of every thing you could wish for,2016-10-13,0.1125556230545044,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,
107_14,2,restaurant,163,1,107,14,True,Room clearance breakfast variaty,2016-12-02,0.1552777886390686,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,
107_16,2,restaurant,163,1,107,16,True,There is everything you would need at breakfast my only comment was there were so called Russian models staying in the hotel and one of these so called ladies thought it was ok to turn up for breakfast in a bathrobe and slippers,2018-01-22,0.15226095914840698,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,
107_18,2,restaurant,163,1,107,18,True,It was the best meal I had in a long time,2018-06-19,0.11467379331588745,"[0, 55, 495, 656]",0.1949159391462377,"['2015-06-10', '2018-10-11']",107_1,a,6,
107_24,2,restaurant,163,2,107,24,True,Thank you for great serviceyes they have happy hoursThe breakfast buffet and the restaurants in the hotel wo nt let you down with a superb variety i gained some weight,2019-03-04,0.4930276274681091,"[0, 55, 495, 656]",0.12270253048971905,"['2018-10-19', '2019-12-20']",107_2,d,4,
107_27,2,restaurant,163,2,107,27,True,The food served in the internal restaurant buffet is plenty and tasty offering a wide variety of dishes,2019-06-17,0.4762103557586671,"[0, 55, 495, 656]",0.12270253048971905,"['2018-10-19', '2019-12-20']",107_2,d,4,
107_28,2,restaurant,163,2,107,28,True,Service and dining is excellent,2019-06-23,0.4924854636192322,"[0, 55, 495, 656]",0.12270253048971905,"['2018-10-19', '2019-12-20']",107_2,d,4,
107_29,2,restaurant,163,2,107,29,True,Excellent service and high quality food at the JWs Steakhouse,2019-08-26,0.4972488284111023,"[0, 55, 495, 656]",0.12270253048971905,"['2018-10-19', '2019-12-20']",107_2,d,4,True
108_0,2,room,163,0,108,0,True,After back and forth the desk clerk agrees to move me to a room on the concierge level,2015-01-16,-0.4820801019668579,"[0, 95, 550, 755, 760]",-0.11421548630933315,"['2015-01-01', '2015-10-21']",108_0,a,5,
108_2,2,room,163,0,108,2,True,Very very bad old rooms with bad odour the staff was excellent but very bad rooms,2015-03-10,-0.3237992823123932,"[0, 95, 550, 755, 760]",-0.11421548630933315,"['2015-01-01', '2015-10-21']",108_0,a,5,
108_4,2,room,163,0,108,4,True,head of reception mr ahmed try to compensate give me 50 ofvery rude uncooperative lady in the reception an the worst room i see in my life very un clean room the beach was unclean with no staff the pool is closed the view is disaster i think you have to rate the hotel as 3 stars,2015-04-12,-0.4877094030380249,"[0, 95, 550, 755, 760]",-0.11421548630933315,"['2015-01-01', '2015-10-21']",108_0,a,5,
108_5,2,room,163,0,108,5,True,There have been several times that there was no hot water in the bathrooms,2015-04-18,-0.4962683618068695,"[0, 95, 550, 755, 760]",-0.11421548630933315,"['2015-01-01', '2015-10-21']",108_0,a,5,True
108_7,2,room,163,0,108,7,True,Hotel in general need renovation but especially rooms are in very poor shape,2015-05-17,-0.4610275328159332,"[0, 95, 550, 755, 760]",-0.11421548630933315,"['2015-01-01', '2015-10-21']",108_0,a,5,
108_10,2,room,163,1,108,10,True,The room was good but the internet was AWFUL,2015-12-31,0.002523958683013916,"[0, 95, 550, 755, 760]",0.06184872270339669,"['2015-10-22', '2018-10-11']",108_1,a,5,
108_12,2,room,163,1,108,12,True,The rooms are decent though the bath area is mediocre at best,2016-03-19,-0.053809702396392815,"[0, 95, 550, 755, 760]",0.06184872270339669,"['2015-10-22', '2018-10-11']",108_1,a,5,
108_14,2,room,163,1,108,14,True,To be fair though the rooms are a good size,2017-07-19,-0.0614553689956665,"[0, 95, 550, 755, 760]",0.06184872270339669,"['2015-10-22', '2018-10-11']",108_1,a,5,True
108_17,1,room,163,1,108,17,False,Old fashion rooms,2018-08-12,-0.004250437021255493,"[0, 95, 550, 755, 760]",0.06184872270339669,"['2015-10-22', '2018-10-11']",108_1,a,5,
108_18,2,room,163,1,108,18,True,She tried to accommodate our request for beach view room,2018-09-19,0.03039127588272095,"[0, 95, 550, 755, 760]",0.06184872270339669,"['2015-10-22', '2018-10-11']",108_1,a,5,
108_20,2,room,163,2,108,20,True,Beds are comfortable but rooms furniture is a little dated,2018-11-01,0.03258371353149414,"[0, 95, 550, 755, 760]",-0.030509069010332675,"['2018-10-14', '2019-09-15']",108_2,d,2,
108_23,2,room,163,2,108,23,True,The room is spacious albeit a bit outdated,2019-06-02,0.03834325075149536,"[0, 95, 550, 755, 760]",-0.030509069010332675,"['2018-10-14', '2019-09-15']",108_2,d,2,True
109_1,2,facility,456,0,109,1,True,I was extremely satisfied with the room amenities and staff,2015-06-09,0.3480929732322693,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_2,2,facility,456,0,109,2,True,Very nice large gym,2015-06-25,0.4963715076446533,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_3,2,facility,456,0,109,3,True,In short this hotel had great staff nice facilities and a convenient location to downtown restaurants Starbucks parking the University etc,2015-08-14,0.4995323419570923,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,True
109_4,1,facility,456,0,109,4,False,The rooms are spacious I stayed in one of the suites with a lot of kitchen amenities refrigerator microwave,2015-08-21,0.4907091856002808,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_5,2,facility,456,0,109,5,True,Great location and facilites,2016-01-04,0.4974009990692138,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_7,2,facility,456,0,109,7,True,Extremely excited to return to this hotel and enjoy there amenities and close distant to everything,2016-10-12,0.4975347518920898,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_8,2,facility,456,0,109,8,True,Staff is courteous facility is clean and beds are comfortable,2016-10-27,0.4982461929321289,"[0, 120, 157]",0.1679485729457731,"['2015-01-21', '2018-05-10']",109_0,b,7,
109_11,2,facility,456,1,109,11,True,When I stayed in the hotel in the spring there was a sign in the gym that said due to this weeks storm the treadmills and elliptical do not work,2018-09-11,-0.4426893889904022,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,
109_12,2,facility,456,1,109,12,True,The fitness room is a small room next to the breakfast area with old and minimal equipment,2018-11-06,-0.4936646521091461,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,
109_13,2,facility,456,1,109,13,True,Poor breakfast facility,2019-02-04,-0.4946608245372772,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,
109_14,2,facility,456,1,109,14,True,The price point and the amenities are out of sync,2019-02-05,-0.2173766791820526,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,
109_16,2,facility,456,1,109,16,True,Reminds me of a dirty college gym from 1980 ’s instead of a hotel,2019-07-13,-0.4964345693588257,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,True
109_17,2,facility,456,1,109,17,True,We stayed on the second floor where the elevators open directly into a makeshift dining area with public bathroom on one side and rooms on the other,2019-07-13,-0.24167802929878235,"[0, 120, 157]",-0.11418117260610736,"['2018-05-16', '2020-03-19']",109_1,d,6,
110_14,1,restaurant,456,1,110,14,False,Free breakfast is included,2018-07-01,0.3986024856567383,"[0, 320, 380, 509]",0.4120856005251408,"['2017-11-20', '2018-07-20']",110_1,a,1,True
110_16,1,restaurant,456,2,110,16,False,The room service was incredible breakfast buffet vast and the hotel employees were respectful and courteous,2018-08-01,0.4998749494552612,"[0, 320, 380, 509]",0.20866557457753032,"['2018-07-25', '2020-03-19']",110_2,d,4,True
110_17,2,restaurant,456,2,110,17,True,Clean room good WiFi adequate breakfast,2018-08-11,0.4985169768333435,"[0, 320, 380, 509]",0.20866557457753032,"['2018-07-25', '2020-03-19']",110_2,d,4,
110_22,2,restaurant,456,2,110,22,True,Free breakfast included Greek Yogurt smoothies with fresh pressed juice,2019-07-01,0.480815589427948,"[0, 320, 380, 509]",0.20866557457753032,"['2018-07-25', '2020-03-19']",110_2,d,4,
110_23,2,restaurant,456,2,110,23,True,Good breakfast with fresh pressed juices waffles eggs sausage etc,2019-07-13,0.4931245446205139,"[0, 320, 380, 509]",0.20866557457753032,"['2018-07-25', '2020-03-19']",110_2,d,4,
111_0,2,room,456,0,111,0,True,The rooms are clean and nicely equipped,2015-04-12,0.4928402900695801,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_1,2,room,456,0,111,1,True,The room was clean and nicely appointed couch bed soft mattress view of the town,2016-03-03,0.4957965612411499,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_3,2,room,456,0,111,3,True,Our room was lovely and spacious,2016-03-16,0.48945552110671997,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_4,2,room,456,0,111,4,True,Nice comfortable room with great beds,2016-05-26,0.4993382096290589,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,True
111_5,2,room,456,0,111,5,True,Enjoyed the comfort of room,2016-05-31,0.4867367148399353,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_6,2,room,456,0,111,6,True,The quality of rooms was quite good,2017-02-01,0.4644080996513367,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_7,2,room,456,0,111,7,True,The room was light and well furnished and clean,2017-06-26,0.499269425868988,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_8,2,room,456,0,111,8,True,Great room very clean and modern,2018-02-01,0.49913543462753296,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_9,2,room,456,0,111,9,True,Rooms as nice as any Hampton,2018-04-01,0.3113783597946167,"[0, 350, 461]",0.1757968106431177,"['2015-01-03', '2018-09-08']",111_0,b,9,
111_12,2,room,456,1,111,12,True,We had a great timeAn exhaust fan in the bathroom would have been nice,2019-01-22,-0.2503592371940613,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_13,2,room,456,1,111,13,True,AC unit was loud but other than that loved it so convenient to restaurants and the airport,2019-03-13,-0.4573802351951599,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_14,2,room,456,1,111,14,True,The staff member that checked us in told us that they could not accommodate the request because the room that she assigned was not big enough for rolaway bed she would not change the room do not know why,2019-04-13,-0.4832477569580078,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_15,2,room,456,1,111,15,True,Showers need updated new porcelain doors and hand held shower,2019-05-12,-0.4960769712924957,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_16,2,room,456,1,111,16,True,Dirty and basic polyester furniture,2019-07-13,-0.4849482774734497,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_17,2,room,456,1,111,17,True,Air conditioning unit is very loud,2019-11-03,-0.498274952173233,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,True
111_18,2,room,456,1,111,18,True,the hotel promises valet parking is 20 per night and the rooms are n’t very nice or quiet,2020-01-10,-0.4966357946395874,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
111_19,2,room,456,1,111,19,True,The bathroom sink was clogged almost completely,2020-02-08,-0.4961618781089783,"[0, 350, 461]",0.011943055792255805,"['2018-09-11', '2020-03-19']",111_1,d,8,
113_1,2,pool,259,0,113,1,True,Lobby had mini nooks with private TVs Great pool with weekday BQ,2016-10-10,0.498846173286438,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_3,2,pool,259,0,113,3,True,Very nice pool outdoor lounge BQ grill area,2017-03-02,0.4995444416999817,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,True
113_4,2,pool,259,0,113,4,True,Basketball court outside and pool,2017-04-02,0.3934542536735535,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_5,1,pool,259,0,113,5,False,The hotel was pretty good to stay in though it did nt have too many tv channels and a lot of the furniture was outdated the room service was great yhe beds were nice and the hotel offers free breakfast in their lobby and also offer a pool a basketball court and a small workout room included with your stay,2017-06-07,0.4837145209312439,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_6,2,pool,259,0,113,6,True,The beds are comfortable the pool is outdoors of course but nice,2017-06-19,0.4944827556610107,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_7,2,pool,259,0,113,7,True,Outdoor pool clean and fitness area set up with multiple choices big enough for more than 2 people to use at the same time,2017-07-07,0.4833605289459229,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_8,2,pool,259,0,113,8,True,Food is very tasteful n fully cooked the grounds are kepted mowed n trimmed the pool is clean,2017-07-07,0.4995348453521729,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_9,2,pool,259,0,113,9,True,And my children loved the pool,2017-08-07,0.4837893843650818,"[0, 20, 30]",0.14513877630233765,"['2015-07-16', '2017-09-04']",113_0,b,8,
113_11,2,pool,259,1,113,11,True,pool is much smaller than pictures show will not recommend,2018-08-21,-0.458314061164856,"[0, 20, 30]",-0.19812225699424746,"['2017-09-07', '2019-09-06']",113_1,d,3,
113_13,2,pool,259,1,113,13,True,Pool was closed when we wanted to use it,2019-07-14,-0.493433028459549,"[0, 20, 30]",-0.19812225699424746,"['2017-09-07', '2019-09-06']",113_1,d,3,True
113_14,2,pool,259,1,113,14,True,My only issue was the pool did not look inviting,2019-07-28,-0.4836864173412323,"[0, 20, 30]",-0.19812225699424746,"['2017-09-07', '2019-09-06']",113_1,d,3,
114_1,2,room,259,0,114,1,True,As long as you pick 40 of 50 or better or 80 or higher user recommendations and ask for a quiet room if that is your thing then you are virtually guaranteed a wonderful stay here,2016-06-10,-0.489310622215271,"[0, 125, 371]",0.005345422755962328,"['2015-01-01', '2016-12-20']",114_0,a,5,
114_2,2,room,259,0,114,2,True,Our room had a queen size bed and then a pull out couch also,2016-07-05,-0.4673305153846741,"[0, 125, 371]",0.005345422755962328,"['2015-01-01', '2016-12-20']",114_0,a,5,
114_3,2,room,259,0,114,3,True,New updated bathroom was very pretty,2016-08-23,-0.2202652394771576,"[0, 125, 371]",0.005345422755962328,"['2015-01-01', '2016-12-20']",114_0,a,5,
114_5,1,room,259,0,114,5,False,The smell in the hallway to the rooms,2016-09-21,-0.4985294044017792,"[0, 125, 371]",0.005345422755962328,"['2015-01-01', '2016-12-20']",114_0,a,5,True
114_7,1,room,259,0,114,7,False,They did like that a door separated the bedroom from living room,2016-11-27,-0.4773944318294525,"[0, 125, 371]",0.005345422755962328,"['2015-01-01', '2016-12-20']",114_0,a,5,
114_10,1,room,259,1,114,10,False,it is nice the rooms are big,2017-04-12,0.4987685084342957,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_11,2,room,259,1,114,11,True,The staff have been very helpful and friendly and the rooms are clean and comfortable even though showing some wear,2017-04-30,0.4966543912887573,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_12,2,room,259,1,114,12,True,The room size was great,2017-05-10,0.4774686098098755,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_13,2,room,259,1,114,13,True,Nice large room,2017-06-13,0.4988692402839661,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_14,1,room,259,1,114,14,False,I was impressed with room size 2 bdrm suite 2 bathroom for our family,2017-09-28,0.4982855916023254,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_15,2,room,259,1,114,15,True,Nicely appointed but the 250 hold was outrageous for the 1030 Room,2017-10-07,0.3166783452033997,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_16,2,room,259,1,114,16,True,The breakfast was great the room was more than what we anticipated,2018-01-21,0.4989469647407532,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
114_18,2,room,259,1,114,18,True,The rooms are spacious accommodating and very clean I would recommend Residence Inn to everyone thank you,2018-06-20,0.4993508458137512,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,True
114_19,2,room,259,1,114,19,True,Very Good place liked a lot big big rooms,2019-03-08,0.4960869550704956,"[0, 125, 371]",0.0150904916401903,"['2016-12-21', '2020-03-20']",114_1,d,9,
115_0,2,facility,250,0,115,0,True,But they provide a top class ski concierge right by the mountain where you can leave your equipment to be heated and stored during the night,2015-01-09,-0.4384377598762512,"[0, 45, 338]",0.13784487418554445,"['2015-01-08', '2015-08-22']",115_0,a,3,
115_1,2,facility,250,0,115,1,True,Short walk to lifts,2015-02-25,-0.4931840896606445,"[0, 45, 338]",0.13784487418554445,"['2015-01-08', '2015-08-22']",115_0,a,3,True
115_8,2,facility,250,0,115,8,True,I do nt believe I would stay anywhere else in Vail ever again this place had it all great location superior service and excellent amenities,2015-08-13,0.08577275276184082,"[0, 45, 338]",0.13784487418554445,"['2015-01-08', '2015-08-22']",115_0,a,3,
115_10,2,facility,250,1,115,10,True,The pool area is amazing too you can swin even on snowy days The bar on the lobby has been modernized and now counts with a huge entertainment area,2016-03-21,0.4916154742240906,"[0, 45, 338]",0.29361371579701856,"['2015-08-23', '2020-02-22']",115_1,d,5,
115_11,2,facility,250,1,115,11,True,There was a dedicated Four Seasons locker room and ski storage next to the lift and the experience and staff was seamless and pleasant,2016-04-03,0.4993152618408203,"[0, 45, 338]",0.29361371579701856,"['2015-08-23', '2020-02-22']",115_1,d,5,True
115_13,2,facility,250,1,115,13,True,The facilities are immaculate across the board,2016-10-16,0.4941005110740662,"[0, 45, 338]",0.29361371579701856,"['2015-08-23', '2020-02-22']",115_1,d,5,
115_15,2,facility,250,1,115,15,True,Friendly and attentive staff with excellent facilities,2017-12-21,0.4987820982933045,"[0, 45, 338]",0.29361371579701856,"['2015-08-23', '2020-02-22']",115_1,d,5,
115_18,2,facility,250,1,115,18,True,Loved the Nespreso in my room and all amenities,2019-05-02,0.4900901317596436,"[0, 45, 338]",0.29361371579701856,"['2015-08-23', '2020-02-22']",115_1,d,5,
116_3,1,restaurant,250,0,116,3,False,The only little downside was the breakfast,2015-11-28,-0.4958723485469818,"[0, 235, 511]",0.14259554973373498,"['2015-01-09', '2017-03-22']",116_0,a,5,True
116_5,1,restaurant,250,0,116,5,False,Limited choice and fast food quality of dishes,2016-08-24,-0.20190611481666565,"[0, 235, 511]",0.14259554973373498,"['2015-01-09', '2017-03-22']",116_0,a,5,
116_7,1,restaurant,250,0,116,7,False,My only complaint is the loud rock music they play in the evening in the Flame restaurant,2016-10-01,-0.4954651594161987,"[0, 235, 511]",0.14259554973373498,"['2015-01-09', '2017-03-22']",116_0,a,5,
116_8,1,restaurant,250,0,116,8,False,Dining at Flame was an enjoyable experience,2017-03-15,0.11385160684585573,"[0, 235, 511]",0.14259554973373498,"['2015-01-09', '2017-03-22']",116_0,a,5,
116_9,1,restaurant,250,0,116,9,False,Without saying too much we got lost a few times in that room and it was quite an experience to watch the reactions of staff as two 20 year olds flashed that room number on our cheques from the bar and restaurant which by the way Remedy is just amazing and is certainly not just for drinks food is divine,2017-03-18,-0.4385668635368347,"[0, 235, 511]",0.14259554973373498,"['2015-01-09', '2017-03-22']",116_0,a,5,
116_10,2,restaurant,250,1,116,10,True,The concierge staff made us feel at home the moment we stepped out of our vehicle room was phenomenal restaurant was exquisite bar lounge was classy and friendly,2017-07-17,0.499873399734497,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,True
116_11,2,restaurant,250,1,116,11,True,And as always dinner at Flame was top notch,2017-07-27,0.4962373971939087,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
116_12,2,restaurant,250,1,116,12,True,Very beautiful hotel with an extensive list of accolades from many major hotel reviewers this hotel has a very nice restaurant and it serves up some amazing brunch and dinner options I although I have only had dinner at the restaurant,2017-08-03,0.4991645812988281,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
116_13,2,restaurant,250,1,116,13,True,The biggest berries I ve ever seen with breakfast and home made green smoothie with just a little ginseng,2017-10-03,0.4962995648384094,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
116_15,2,restaurant,250,1,116,15,True,Front desk doorman restaurant and ski valet all provided a great experience,2018-03-24,0.4975570440292358,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
116_16,2,restaurant,250,1,116,16,True,Prices in the bar and restaurant were quite reasonable,2018-09-29,0.3588107824325561,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
116_17,2,restaurant,250,1,116,17,True,The Remedy bar was lively and the food was wonderful,2019-02-06,0.4888128638267517,"[0, 235, 511]",0.2245560963172573,"['2017-03-23', '2020-03-10']",116_1,d,7,
117_0,2,room,250,0,117,0,True,What I will say is that the hotels own website descriptions are accurate room spa bar restaurant etc and apart from the hotel being about 50 metres further away from the shops than the other 2 hotels above there is no disadvantage in terms of location,2015-01-14,-0.4895450472831726,"[0, 170, 510, 639]",0.2237494879793889,"['2015-01-04', '2016-04-22']",117_0,a,5,
117_1,1,room,250,0,117,1,False,I would say that its time to change the swimming pool cushions a bit tired and the bedskirts and curtains in guest rooms,2015-03-28,-0.4972167909145355,"[0, 170, 510, 639]",0.2237494879793889,"['2015-01-04', '2016-04-22']",117_0,a,5,True
117_2,2,room,250,0,117,2,True,We like everything in the hotel the rooms the facilities no question about that at alBut the responsiveness of the security front desk management is a joke,2015-06-25,-0.426326185464859,"[0, 170, 510, 639]",0.2237494879793889,"['2015-01-04', '2016-04-22']",117_0,a,5,
117_3,2,room,250,0,117,3,True,They put us in a nice standard room when they said our room would not be ready until between 5 and 6 because the family that was in it opted for a special that allowed them to check out at 40,2015-07-05,-0.4477315545082092,"[0, 170, 510, 639]",0.2237494879793889,"['2015-01-04', '2016-04-22']",117_0,a,5,
117_6,2,room,250,0,117,6,True,Balconies fireplaces and a deep deep iron tub for my wife,2015-09-28,0.20166850090026853,"[0, 170, 510, 639]",0.2237494879793889,"['2015-01-04', '2016-04-22']",117_0,a,5,
117_11,2,room,250,1,117,11,True,Also they have Nespreso machines in each room and keep them stocked and we used them daily,2016-12-01,0.2347889542579651,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_12,2,room,250,1,117,12,True,The suites give you a lot more room to spread out and relax,2017-04-13,0.24888187646865845,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_13,2,room,250,1,117,13,True,When my son and I entered our room we were stunned,2017-07-25,0.28169119358062744,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_14,1,room,250,1,117,14,False,Second typically when traveling with our two young children the Four Seasons would provide two childrens robes and slippers in the room as well as a treat for the kids,2017-07-27,0.2347201704978943,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,True
117_15,1,room,250,1,117,15,False,By the way this was the second room we were given,2017-08-10,0.2595311403274536,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_16,2,room,250,1,117,16,True,Our view was city which was fine and more private than the mountain view,2018-02-26,0.31050944328308105,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_17,2,room,250,1,117,17,True,I will say the Designer rooms are more modern than the typical rooms and SO worth the upgrade,2018-02-26,0.2825751900672913,"[0, 170, 510, 639]",0.3117682337967506,"['2016-04-25', '2018-11-05']",117_1,a,7,
117_20,2,room,250,2,117,20,True,Its a good resort rooms are tends to purfect nd service is awosem,2019-01-21,0.4689633250236511,"[0, 170, 510, 639]",0.2001801778849305,"['2018-11-06', '2020-03-10']",117_2,d,5,
117_21,2,room,250,2,117,21,True,The closet was roomy for two full sized luggage on luggage racks and two separate rods so we each had plenty of room to hang ski and no ski clothing,2019-02-08,0.4953984618186951,"[0, 170, 510, 639]",0.2001801778849305,"['2018-11-06', '2020-03-10']",117_2,d,5,
117_23,2,room,250,2,117,23,True,Location within Village is great All Food was fantastic room was very nice with all the amenities even a DVR and separate Tub Shower,2019-04-08,0.4993118047714234,"[0, 170, 510, 639]",0.2001801778849305,"['2018-11-06', '2020-03-10']",117_2,d,5,
117_24,2,room,250,2,117,24,True,Room was very nice with 2 double beds nice bathroom etc,2019-05-06,0.4988754391670227,"[0, 170, 510, 639]",0.2001801778849305,"['2018-11-06', '2020-03-10']",117_2,d,5,
117_28,2,room,250,2,117,28,True,This is the 4th Four Seasons Hotel we stayed at this year after Egypt Milan and Paris as always the rooms are beautiful and very comfortable,2019-12-11,0.4996516704559326,"[0, 170, 510, 639]",0.2001801778849305,"['2018-11-06', '2020-03-10']",117_2,d,5,True
118_1,2,reception,150,0,118,1,True,The staff is amazing the grounds are stunning and the beach and the views are beautiful,2016-03-09,0.4997150301933289,"[0, 550, 935, 1034]",0.3648111396112713,"['2015-01-01', '2017-07-22']",118_0,c,3,
118_5,2,reception,150,0,118,5,True,Added to that the Staff of the Hotel is very attentive and always striving to do the best as to make you feel at Home,2016-10-27,0.4993096590042114,"[0, 550, 935, 1034]",0.3648111396112713,"['2015-01-01', '2017-07-22']",118_0,c,3,
118_7,2,reception,150,0,118,7,True,Glorious What a wonderful property the staff is excellent the area is beautiful the food is excellent and the rooms are incredible,2017-03-07,0.49973064661026,"[0, 550, 935, 1034]",0.3648111396112713,"['2015-01-01', '2017-07-22']",118_0,c,3,True
118_13,2,reception,150,1,118,13,True,Everything was perfect from the staff to the room to the grounds,2017-11-07,0.3627154827117921,"[0, 550, 935, 1034]",0.3476748455206515,"['2017-07-24', '2019-07-11']",118_1,c,1,True
118_16,2,reception,150,2,118,16,True,I could go on about all the great things about this property and their staff but I will leave it simply at that if you want to have a top notch stay at a resort in Mexico you should come to Four Seasons Punta MitaI would like to mention two drawbacks as well,2019-08-23,-0.4677049815654754,"[0, 550, 935, 1034]",0.42076738212641895,"['2019-07-13', '2020-04-13']",118_2,d,3,
