,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,sentiment,cpt_id,cpt_label,ts_len
107_4,2,restaurant,163,0,107,4,True,-0.4900672137737274,107_0,c,5
107_5,2,restaurant,163,0,107,5,True,-0.4369636178016663,107_0,c,5
107_6,2,restaurant,163,0,107,6,True,-0.020568132400512692,107_0,c,5
107_9,2,restaurant,163,0,107,9,True,-0.4860787987709045,107_0,c,5
107_10,2,restaurant,163,1,107,10,True,0.08647286891937256,107_1,a,5
107_13,2,restaurant,163,1,107,13,True,0.1125556230545044,107_1,a,5
107_14,2,restaurant,163,1,107,14,True,0.1552777886390686,107_1,a,5
107_16,2,restaurant,163,1,107,16,True,0.15226095914840698,107_1,a,5
107_18,2,restaurant,163,1,107,18,True,0.11467379331588745,107_1,a,5
107_24,2,restaurant,163,2,107,24,True,0.4930276274681091,107_2,,4
107_27,2,restaurant,163,2,107,27,True,0.4762103557586671,107_2,,4
107_28,2,restaurant,163,2,107,28,True,0.4924854636192322,107_2,,4
107_29,2,restaurant,163,2,107,29,True,0.4972488284111023,107_2,,4
108_0,2,room,163,0,108,0,True,-0.4820801019668579,108_0,a,5
108_2,2,room,163,0,108,2,True,-0.3237992823123932,108_0,a,5
108_4,2,room,163,0,108,4,True,-0.4877094030380249,108_0,a,5
108_5,2,room,163,0,108,5,True,-0.4962683618068695,108_0,a,5
108_7,2,room,163,0,108,7,True,-0.4610275328159332,108_0,a,5
108_10,2,room,163,1,108,10,True,0.002523958683013916,108_1,a,4
108_12,2,room,163,1,108,12,True,-0.053809702396392815,108_1,a,4
108_14,2,room,163,1,108,14,True,-0.0614553689956665,108_1,a,4
108_18,2,room,163,1,108,18,True,0.03039127588272095,108_1,a,4
109_1,2,facility,456,0,109,1,True,0.3480929732322693,109_0,b,6
109_2,2,facility,456,0,109,2,True,0.4963715076446533,109_0,b,6
109_3,2,facility,456,0,109,3,True,0.4995323419570923,109_0,b,6
109_5,2,facility,456,0,109,5,True,0.4974009990692138,109_0,b,6
109_7,2,facility,456,0,109,7,True,0.4975347518920898,109_0,b,6
109_8,2,facility,456,0,109,8,True,0.4982461929321289,109_0,b,6
109_11,2,facility,456,1,109,11,True,-0.4426893889904022,109_1,,6
109_12,2,facility,456,1,109,12,True,-0.4936646521091461,109_1,,6
109_13,2,facility,456,1,109,13,True,-0.4946608245372772,109_1,,6
109_14,2,facility,456,1,109,14,True,-0.2173766791820526,109_1,,6
109_16,2,facility,456,1,109,16,True,-0.4964345693588257,109_1,,6
109_17,2,facility,456,1,109,17,True,-0.24167802929878235,109_1,,6
111_0,2,room,456,0,111,0,True,0.4928402900695801,111_0,b,9
111_1,2,room,456,0,111,1,True,0.4957965612411499,111_0,b,9
111_3,2,room,456,0,111,3,True,0.48945552110672,111_0,b,9
111_4,2,room,456,0,111,4,True,0.4993382096290589,111_0,b,9
111_5,2,room,456,0,111,5,True,0.4867367148399353,111_0,b,9
111_6,2,room,456,0,111,6,True,0.4644080996513367,111_0,b,9
111_7,2,room,456,0,111,7,True,0.499269425868988,111_0,b,9
111_8,2,room,456,0,111,8,True,0.499135434627533,111_0,b,9
111_9,2,room,456,0,111,9,True,0.3113783597946167,111_0,b,9
111_12,2,room,456,1,111,12,True,-0.2503592371940613,111_1,,8
111_13,2,room,456,1,111,13,True,-0.4573802351951599,111_1,,8
111_14,2,room,456,1,111,14,True,-0.4832477569580078,111_1,,8
111_15,2,room,456,1,111,15,True,-0.4960769712924957,111_1,,8
111_16,2,room,456,1,111,16,True,-0.4849482774734497,111_1,,8
111_17,2,room,456,1,111,17,True,-0.498274952173233,111_1,,8
111_18,2,room,456,1,111,18,True,-0.4966357946395874,111_1,,8
111_19,2,room,456,1,111,19,True,-0.4961618781089783,111_1,,8
113_1,2,pool,259,0,113,1,True,0.498846173286438,113_0,b,7
113_3,2,pool,259,0,113,3,True,0.4995444416999817,113_0,b,7
113_4,2,pool,259,0,113,4,True,0.3934542536735535,113_0,b,7
113_6,2,pool,259,0,113,6,True,0.4944827556610107,113_0,b,7
113_7,2,pool,259,0,113,7,True,0.4833605289459229,113_0,b,7
113_8,2,pool,259,0,113,8,True,0.4995348453521729,113_0,b,7
113_9,2,pool,259,0,113,9,True,0.4837893843650818,113_0,b,7
113_11,2,pool,259,1,113,11,True,-0.458314061164856,113_1,,3
113_13,2,pool,259,1,113,13,True,-0.493433028459549,113_1,,3
113_14,2,pool,259,1,113,14,True,-0.4836864173412323,113_1,,3
114_1,2,room,259,0,114,1,True,-0.489310622215271,114_0,a,3
114_2,2,room,259,0,114,2,True,-0.4673305153846741,114_0,a,3
114_3,2,room,259,0,114,3,True,-0.2202652394771576,114_0,a,3
114_11,2,room,259,1,114,11,True,0.4966543912887573,114_1,,7
114_12,2,room,259,1,114,12,True,0.4774686098098755,114_1,,7
114_13,2,room,259,1,114,13,True,0.4988692402839661,114_1,,7
114_15,2,room,259,1,114,15,True,0.3166783452033997,114_1,,7
114_16,2,room,259,1,114,16,True,0.4989469647407532,114_1,,7
114_18,2,room,259,1,114,18,True,0.4993508458137512,114_1,,7
114_19,2,room,259,1,114,19,True,0.4960869550704956,114_1,,7
115_0,2,facility,250,0,115,0,True,-0.4384377598762512,115_0,a,3
115_1,2,facility,250,0,115,1,True,-0.4931840896606445,115_0,a,3
115_8,2,facility,250,0,115,8,True,0.08577275276184082,115_0,a,3
115_10,2,facility,250,1,115,10,True,0.4916154742240906,115_1,,5
115_11,2,facility,250,1,115,11,True,0.4993152618408203,115_1,,5
115_13,2,facility,250,1,115,13,True,0.4941005110740662,115_1,,5
115_15,2,facility,250,1,115,15,True,0.4987820982933045,115_1,,5
115_18,2,facility,250,1,115,18,True,0.4900901317596436,115_1,,5
117_0,2,room,250,0,117,0,True,-0.4895450472831726,117_0,a,4
117_2,2,room,250,0,117,2,True,-0.426326185464859,117_0,a,4
117_3,2,room,250,0,117,3,True,-0.4477315545082092,117_0,a,4
117_6,2,room,250,0,117,6,True,0.20166850090026853,117_0,a,4
117_11,2,room,250,1,117,11,True,0.2347889542579651,117_1,a,5
117_12,2,room,250,1,117,12,True,0.24888187646865845,117_1,a,5
117_13,2,room,250,1,117,13,True,0.28169119358062744,117_1,a,5
117_16,2,room,250,1,117,16,True,0.31050944328308105,117_1,a,5
117_17,2,room,250,1,117,17,True,0.2825751900672913,117_1,a,5
117_20,2,room,250,2,117,20,True,0.4689633250236511,117_2,,5
117_21,2,room,250,2,117,21,True,0.4953984618186951,117_2,,5
117_23,2,room,250,2,117,23,True,0.4993118047714234,117_2,,5
117_24,2,room,250,2,117,24,True,0.4988754391670227,117_2,,5
117_28,2,room,250,2,117,28,True,0.4996516704559326,117_2,,5
118_1,2,reception,150,0,118,1,True,0.4997150301933289,118_0,c,3
118_5,2,reception,150,0,118,5,True,0.4993096590042114,118_0,c,3
118_7,2,reception,150,0,118,7,True,0.49973064661026,118_0,c,3
118_16,2,reception,150,2,118,16,True,-0.4677049815654754,118_2,,3
118_20,2,reception,150,2,118,20,True,-0.4912760853767395,118_2,,3
118_21,2,reception,150,2,118,21,True,0.3508935570716858,118_2,,3
119_1,2,pool,150,0,119,1,True,-0.486942857503891,119_0,a,3
119_3,2,pool,150,0,119,3,True,-0.4910898506641388,119_0,a,3
119_4,2,pool,150,0,119,4,True,-0.4940084218978882,119_0,a,3
119_10,2,pool,150,1,119,10,True,0.4992110729217529,119_1,,7
119_12,2,pool,150,1,119,12,True,0.4956945180892944,119_1,,7
119_13,2,pool,150,1,119,13,True,0.4852547645568848,119_1,,7
119_14,2,pool,150,1,119,14,True,0.4960556030273438,119_1,,7
119_17,2,pool,150,1,119,17,True,0.4986708164215088,119_1,,7
119_18,2,pool,150,1,119,18,True,0.4902335405349731,119_1,,7
119_19,2,pool,150,1,119,19,True,0.4986469149589538,119_1,,7
120_0,2,renovation_room,150,0,120,0,True,-0.4361894726753235,120_0,a,4
120_1,2,renovation_room,150,0,120,1,True,-0.4743706285953522,120_0,a,4
120_2,2,renovation_room,150,0,120,2,True,-0.4303980469703674,120_0,a,4
120_9,2,renovation_room,150,0,120,9,True,-0.4636079370975494,120_0,a,4
120_10,2,renovation_room,150,1,120,10,True,0.4995900988578797,120_1,,6
120_11,2,renovation_room,150,1,120,11,True,0.4998916387557984,120_1,,6
120_12,2,renovation_room,150,1,120,12,True,0.4967868328094482,120_1,,6
120_13,2,renovation_room,150,1,120,13,True,0.4951417446136474,120_1,,6
120_14,2,renovation_room,150,1,120,14,True,0.4971373081207275,120_1,,6
120_15,2,renovation_room,150,1,120,15,True,0.4975479245185852,120_1,,6
121_1,2,reception,131,0,121,1,True,0.4995644688606262,121_0,b,4
121_2,2,reception,131,0,121,2,True,0.4976441264152527,121_0,b,4
121_4,2,reception,131,0,121,4,True,0.4994220733642578,121_0,b,4
121_9,2,reception,131,0,121,9,True,0.4996672868728638,121_0,b,4
122_1,2,restaurant,131,0,122,1,True,0.4994286894798279,122_0,b,5
122_3,2,restaurant,131,0,122,3,True,0.4994292855262756,122_0,b,5
122_5,2,restaurant,131,0,122,5,True,0.4954938888549805,122_0,b,5
122_6,2,restaurant,131,0,122,6,True,0.499923825263977,122_0,b,5
122_7,2,restaurant,131,0,122,7,True,0.4972777962684631,122_0,b,5
122_10,2,restaurant,131,1,122,10,True,-0.4402173459529877,122_1,,5
122_11,2,restaurant,131,1,122,11,True,-0.4943402409553528,122_1,,5
122_12,2,restaurant,131,1,122,12,True,-0.4832913875579834,122_1,,5
122_15,2,restaurant,131,1,122,15,True,-0.4366841018199921,122_1,,5
122_18,2,restaurant,131,1,122,18,True,-0.4940079748630524,122_1,,5
123_0,2,room,131,0,123,0,True,0.4984571933746338,123_0,b,8
123_1,2,room,131,0,123,1,True,0.4997615218162537,123_0,b,8
123_2,2,room,131,0,123,2,True,0.4606737494468689,123_0,b,8
123_4,2,room,131,0,123,4,True,0.25518113374710083,123_0,b,8
123_5,2,room,131,0,123,5,True,0.49770241975784296,123_0,b,8
123_7,2,room,131,0,123,7,True,0.2626963257789612,123_0,b,8
123_8,2,room,131,0,123,8,True,0.4974257349967957,123_0,b,8
123_9,2,room,131,0,123,9,True,0.4971970319747925,123_0,b,8
123_10,2,room,131,1,123,10,True,-0.4845074117183685,123_1,,3
123_15,2,room,131,1,123,15,True,-0.4904499351978302,123_1,,3
123_17,2,room,131,1,123,17,True,-0.4966825544834137,123_1,,3
124_0,2,facility,471,0,124,0,True,0.4858883023262024,124_0,b,5
124_1,2,facility,471,0,124,1,True,0.497913658618927,124_0,b,5
124_4,2,facility,471,0,124,4,True,0.4250866174697876,124_0,b,5
124_5,2,facility,471,0,124,5,True,0.4280706644058228,124_0,b,5
124_6,2,facility,471,0,124,6,True,0.4987855553627014,124_0,b,5
125_1,2,pool,471,0,125,1,True,0.43501639366149897,125_0,b,8
125_2,2,pool,471,0,125,2,True,0.3187316060066223,125_0,b,8
125_3,2,pool,471,0,125,3,True,0.4955785870552063,125_0,b,8
125_4,2,pool,471,0,125,4,True,0.4996805191040039,125_0,b,8
125_5,2,pool,471,0,125,5,True,0.4932823181152344,125_0,b,8
125_7,2,pool,471,0,125,7,True,0.4939635396003723,125_0,b,8
125_8,2,pool,471,0,125,8,True,0.4980734586715698,125_0,b,8
125_9,2,pool,471,0,125,9,True,0.4947853684425354,125_0,b,8
125_15,2,pool,471,1,125,15,True,-0.4938380420207977,125_1,,3
125_17,2,pool,471,1,125,17,True,-0.4968743622303009,125_1,,3
125_18,2,pool,471,1,125,18,True,-0.35262295603752136,125_1,,3
126_0,2,room,471,0,126,0,True,0.4998953342437744,126_0,c,7
126_1,2,room,471,0,126,1,True,0.4944709539413452,126_0,c,7
126_2,2,room,471,0,126,2,True,0.4983453750610352,126_0,c,7
126_3,2,room,471,0,126,3,True,0.4948034882545471,126_0,c,7
126_4,2,room,471,0,126,4,True,0.4822738766670227,126_0,c,7
126_7,2,room,471,0,126,7,True,0.4988428354263306,126_0,c,7
126_8,2,room,471,0,126,8,True,0.4270708560943604,126_0,c,7
126_10,2,room,471,1,126,10,True,0.2157737612724304,126_1,c,5
126_12,2,room,471,1,126,12,True,0.15173953771591187,126_1,c,5
126_13,2,room,471,1,126,13,True,0.22449666261672974,126_1,c,5
126_14,2,room,471,1,126,14,True,0.04483228921890259,126_1,c,5
126_19,2,room,471,1,126,19,True,0.2106847167015076,126_1,c,5
126_22,2,room,471,2,126,22,True,0.0683097243309021,126_2,b,5
126_24,2,room,471,2,126,24,True,0.051672279834747314,126_2,b,5
126_26,2,room,471,2,126,26,True,0.03862601518630981,126_2,b,5
126_27,2,room,471,2,126,27,True,0.06990069150924683,126_2,b,5
126_29,2,room,471,2,126,29,True,0.047575294971466064,126_2,b,5
127_0,2,facility,56,0,127,0,True,0.4996907711029053,127_0,b,9
127_2,2,facility,56,0,127,2,True,0.4987309575080872,127_0,b,9
127_3,2,facility,56,0,127,3,True,0.38760852813720703,127_0,b,9
127_4,2,facility,56,0,127,4,True,0.4970194697380066,127_0,b,9
127_5,2,facility,56,0,127,5,True,0.3507504463195801,127_0,b,9
127_6,2,facility,56,0,127,6,True,0.4889982342720032,127_0,b,9
127_7,2,facility,56,0,127,7,True,0.06272381544113159,127_0,b,9
127_8,2,facility,56,0,127,8,True,0.4993495345115662,127_0,b,9
127_9,2,facility,56,0,127,9,True,0.4995488524436951,127_0,b,9
128_0,2,pool,56,0,128,0,True,0.4963149428367615,128_0,b,8
128_1,2,pool,56,0,128,1,True,0.4992615580558777,128_0,b,8
128_2,2,pool,56,0,128,2,True,0.4961856007575989,128_0,b,8
128_3,2,pool,56,0,128,3,True,0.4987622499465942,128_0,b,8
128_4,2,pool,56,0,128,4,True,0.4995688796043396,128_0,b,8
128_6,2,pool,56,0,128,6,True,0.4987412095069885,128_0,b,8
128_7,2,pool,56,0,128,7,True,0.4978087544441223,128_0,b,8
128_8,2,pool,56,0,128,8,True,0.4961856007575989,128_0,b,8
129_1,2,room,56,0,129,1,True,0.4996312856674194,129_0,b,6
129_2,2,room,56,0,129,2,True,0.21543753147125244,129_0,b,6
129_3,2,room,56,0,129,3,True,0.4996964931488037,129_0,b,6
129_4,2,room,56,0,129,4,True,0.4984557628631592,129_0,b,6
129_5,2,room,56,0,129,5,True,0.4969112277030945,129_0,b,6
129_8,2,room,56,0,129,8,True,0.4989665746688843,129_0,b,6
129_12,2,room,56,1,129,12,True,0.059068918228149414,129_1,b,3
129_14,2,room,56,1,129,14,True,0.06465423107147218,129_1,b,3
129_16,2,room,56,1,129,16,True,0.0885280966758728,129_1,b,3
130_0,2,renovation_room,205,0,130,0,True,-0.33199208974838257,130_0,a,4
130_2,2,renovation_room,205,0,130,2,True,-0.4951786994934082,130_0,a,4
130_4,2,renovation_room,205,0,130,4,True,-0.481305867433548,130_0,a,4
130_7,2,renovation_room,205,0,130,7,True,-0.4866012334823608,130_0,a,4
130_10,2,renovation_room,205,1,130,10,True,0.4681467413902282,130_1,,3
130_12,2,renovation_room,205,1,130,12,True,0.4986566305160522,130_1,,3
130_13,2,renovation_room,205,1,130,13,True,0.4990559220314026,130_1,,3
131_0,2,restaurant,205,0,131,0,True,0.4996625185012818,131_0,b,10
131_1,2,restaurant,205,0,131,1,True,0.2419147491455078,131_0,b,10
131_2,2,restaurant,205,0,131,2,True,0.4992572665214538,131_0,b,10
131_3,2,restaurant,205,0,131,3,True,0.4916988611221314,131_0,b,10
131_4,2,restaurant,205,0,131,4,True,0.462433397769928,131_0,b,10
131_5,2,restaurant,205,0,131,5,True,0.4973922967910767,131_0,b,10
131_6,2,restaurant,205,0,131,6,True,0.4931029081344605,131_0,b,10
131_7,2,restaurant,205,0,131,7,True,0.3644980788230896,131_0,b,10
131_8,2,restaurant,205,0,131,8,True,0.4989737272262573,131_0,b,10
131_9,2,restaurant,205,0,131,9,True,0.4903552532196045,131_0,b,10
132_0,2,room,205,0,132,0,True,0.4985282421112061,132_0,b,10
132_1,2,room,205,0,132,1,True,0.4977548718452454,132_0,b,10
132_2,2,room,205,0,132,2,True,0.4990764856338501,132_0,b,10
132_3,2,room,205,0,132,3,True,0.4993935823440552,132_0,b,10
132_4,2,room,205,0,132,4,True,0.4996391534805298,132_0,b,10
132_5,2,room,205,0,132,5,True,0.493351936340332,132_0,b,10
132_6,2,room,205,0,132,6,True,0.4690458178520202,132_0,b,10
132_7,2,room,205,0,132,7,True,0.4963794350624085,132_0,b,10
132_8,2,room,205,0,132,8,True,0.4985111355781555,132_0,b,10
132_9,2,room,205,0,132,9,True,0.4995550513267517,132_0,b,10
134_0,2,restaurant,156,0,134,0,True,0.30018556118011475,134_0,b,8
134_2,2,restaurant,156,0,134,2,True,0.4982731342315674,134_0,b,8
134_3,2,restaurant,156,0,134,3,True,0.4997873902320862,134_0,b,8
134_4,2,restaurant,156,0,134,4,True,0.4991100430488586,134_0,b,8
134_6,2,restaurant,156,0,134,6,True,0.4993578791618347,134_0,b,8
134_7,2,restaurant,156,0,134,7,True,0.4948518872261048,134_0,b,8
134_8,2,restaurant,156,0,134,8,True,0.4993494153022766,134_0,b,8
134_9,2,restaurant,156,0,134,9,True,0.4986476302146912,134_0,b,8
134_11,2,restaurant,156,1,134,11,True,-0.3777722716331482,134_1,,4
134_17,2,restaurant,156,1,134,17,True,-0.4926835000514984,134_1,,4
134_18,2,restaurant,156,1,134,18,True,-0.4943299293518066,134_1,,4
134_19,2,restaurant,156,1,134,19,True,-0.4943801462650299,134_1,,4
135_1,2,room,156,0,135,1,True,0.4992508292198181,135_0,b,3
135_2,2,room,156,0,135,2,True,0.4991100430488586,135_0,b,3
135_6,2,room,156,0,135,6,True,0.3400336503982544,135_0,b,3
135_14,2,room,156,1,135,14,True,-0.4832130670547485,135_1,,3
135_15,2,room,156,1,135,15,True,-0.4959369003772736,135_1,,3
135_17,2,room,156,1,135,17,True,-0.4961307942867279,135_1,,3
136_0,2,pool,479,0,136,0,True,0.4995216131210327,136_0,b,10
136_1,2,pool,479,0,136,1,True,0.4981100559234619,136_0,b,10
136_2,2,pool,479,0,136,2,True,0.4989720582962036,136_0,b,10
136_3,2,pool,479,0,136,3,True,0.4964106678962708,136_0,b,10
136_4,2,pool,479,0,136,4,True,0.4993124008178711,136_0,b,10
136_5,2,pool,479,0,136,5,True,0.498437225818634,136_0,b,10
136_6,2,pool,479,0,136,6,True,0.4990874528884888,136_0,b,10
136_7,2,pool,479,0,136,7,True,0.4991568326950073,136_0,b,10
136_8,2,pool,479,0,136,8,True,0.4990165233612061,136_0,b,10
136_9,2,pool,479,0,136,9,True,0.4997449517250061,136_0,b,10
136_10,2,pool,479,1,136,10,True,0.1745268702507019,136_1,b,4
136_12,2,pool,479,1,136,12,True,0.15500473976135254,136_1,b,4
136_13,2,pool,479,1,136,13,True,0.2801684737205505,136_1,b,4
136_15,2,pool,479,1,136,15,True,0.2946123480796814,136_1,b,4
138_11,2,room,479,1,138,11,True,0.12162679433822632,138_1,a,4
138_12,2,room,479,1,138,12,True,0.14513224363327026,138_1,a,4
138_15,2,room,479,1,138,15,True,0.15002381801605225,138_1,a,4
138_16,2,room,479,1,138,16,True,0.11538398265838624,138_1,a,4
138_20,2,room,479,2,138,20,True,0.2400907278060913,138_2,,3
138_21,2,room,479,2,138,21,True,0.2185227870941162,138_2,,3
138_24,2,room,479,2,138,24,True,-0.34659770131111145,138_2,,3
139_0,2,facility,257,0,139,0,True,0.4997608065605164,139_0,b,6
139_1,2,facility,257,0,139,1,True,0.4874134063720703,139_0,b,6
139_3,2,facility,257,0,139,3,True,0.499250590801239,139_0,b,6
139_6,2,facility,257,0,139,6,True,0.4509105086326599,139_0,b,6
139_8,2,facility,257,0,139,8,True,0.4972781538963318,139_0,b,6
139_9,2,facility,257,0,139,9,True,0.4989868998527527,139_0,b,6
139_12,2,facility,257,1,139,12,True,-0.425316333770752,139_1,,3
139_14,2,facility,257,1,139,14,True,-0.40894579887390137,139_1,,3
139_16,2,facility,257,1,139,16,True,-0.4275490939617157,139_1,,3
140_0,2,pool,257,0,140,0,True,0.4980908036231994,140_0,b,9
140_1,2,pool,257,0,140,1,True,0.496110737323761,140_0,b,9
140_2,2,pool,257,0,140,2,True,0.4990702271461487,140_0,b,9
140_3,2,pool,257,0,140,3,True,0.4900916814804077,140_0,b,9
140_4,2,pool,257,0,140,4,True,0.4991705417633057,140_0,b,9
140_5,2,pool,257,0,140,5,True,0.488853931427002,140_0,b,9
140_6,2,pool,257,0,140,6,True,0.4976547956466675,140_0,b,9
140_7,2,pool,257,0,140,7,True,0.4942544102668762,140_0,b,9
140_8,2,pool,257,0,140,8,True,0.18714207410812367,140_0,b,9
141_0,2,room,257,0,141,0,True,0.4376533627510071,141_0,b,9
141_1,2,room,257,0,141,1,True,0.4953906536102295,141_0,b,9
141_2,2,room,257,0,141,2,True,0.4864271283149719,141_0,b,9
141_3,2,room,257,0,141,3,True,0.4783123731613159,141_0,b,9
141_4,2,room,257,0,141,4,True,0.4994148015975952,141_0,b,9
141_5,2,room,257,0,141,5,True,0.4979702830314636,141_0,b,9
141_6,2,room,257,0,141,6,True,0.4843020439147949,141_0,b,9
141_7,2,room,257,0,141,7,True,0.4992961883544922,141_0,b,9
141_8,2,room,257,0,141,8,True,0.4987447261810303,141_0,b,9
141_10,2,room,257,1,141,10,True,0.21280211210250846,141_1,b,4
141_11,2,room,257,1,141,11,True,0.09607398509979248,141_1,b,4
141_12,2,room,257,1,141,12,True,0.14293253421783447,141_1,b,4
141_13,2,room,257,1,141,13,True,0.0900316834449768,141_1,b,4
142_0,2,pool,393,0,142,0,True,0.436907172203064,142_0,b,10
142_1,2,pool,393,0,142,1,True,0.4803928732872009,142_0,b,10
142_2,2,pool,393,0,142,2,True,0.4699916243553162,142_0,b,10
142_3,2,pool,393,0,142,3,True,0.4996844530105591,142_0,b,10
142_4,2,pool,393,0,142,4,True,0.4969443678855896,142_0,b,10
142_5,2,pool,393,0,142,5,True,0.40379053354263306,142_0,b,10
142_6,2,pool,393,0,142,6,True,0.4412484765052795,142_0,b,10
142_7,2,pool,393,0,142,7,True,0.3499782681465149,142_0,b,10
142_8,2,pool,393,0,142,8,True,0.499203622341156,142_0,b,10
142_9,2,pool,393,0,142,9,True,0.4819516539573669,142_0,b,10
145_2,2,reception,91,0,145,2,True,0.4996393918991089,145_0,b,8
145_3,2,reception,91,0,145,3,True,0.4985224604606629,145_0,b,8
145_4,2,reception,91,0,145,4,True,0.4994712471961975,145_0,b,8
145_5,2,reception,91,0,145,5,True,0.4946622252464294,145_0,b,8
145_6,2,reception,91,0,145,6,True,0.4994221925735474,145_0,b,8
145_7,2,reception,91,0,145,7,True,0.4802901148796082,145_0,b,8
145_8,2,reception,91,0,145,8,True,0.3879220485687256,145_0,b,8
145_9,2,reception,91,0,145,9,True,0.4996432065963745,145_0,b,8
150_11,2,room,373,1,150,11,True,0.02003824710845948,150_1,b,4
150_12,2,room,373,1,150,12,True,0.07308048009872438,150_1,b,4
150_13,2,room,373,1,150,13,True,-0.005324393510818482,150_1,b,4
150_18,2,room,373,1,150,18,True,0.0858038067817688,150_1,b,4
153_0,2,renovation_room,128,0,153,0,True,0.4914753437042236,153_0,b,10
153_1,2,renovation_room,128,0,153,1,True,0.4784355163574219,153_0,b,10
153_2,2,renovation_room,128,0,153,2,True,0.4330182075500488,153_0,b,10
153_3,2,renovation_room,128,0,153,3,True,0.4992706179618835,153_0,b,10
153_4,2,renovation_room,128,0,153,4,True,0.4978603720664978,153_0,b,10
153_5,2,renovation_room,128,0,153,5,True,0.4811627864837647,153_0,b,10
153_6,2,renovation_room,128,0,153,6,True,0.4999157190322876,153_0,b,10
153_7,2,renovation_room,128,0,153,7,True,0.4828254580497742,153_0,b,10
153_8,2,renovation_room,128,0,153,8,True,0.4990028738975525,153_0,b,10
153_9,2,renovation_room,128,0,153,9,True,0.4983722567558289,153_0,b,10
154_0,2,reception,144,0,154,0,True,0.4992623925209045,154_0,c,9
154_1,2,reception,144,0,154,1,True,0.4957125186920166,154_0,c,9
154_2,2,reception,144,0,154,2,True,0.4929053783416748,154_0,c,9
154_3,2,reception,144,0,154,3,True,0.47490048408508295,154_0,c,9
154_4,2,reception,144,0,154,4,True,0.4991511106491089,154_0,c,9
154_5,2,reception,144,0,154,5,True,0.4981104135513306,154_0,c,9
154_6,2,reception,144,0,154,6,True,0.4983590245246887,154_0,c,9
154_8,2,reception,144,0,154,8,True,0.4987176656723023,154_0,c,9
154_9,2,reception,144,0,154,9,True,0.4867901206016541,154_0,c,9
154_10,2,reception,144,1,154,10,True,0.2833479642868042,154_1,b,7
154_11,2,reception,144,1,154,11,True,0.2560845613479614,154_1,b,7
154_12,2,reception,144,1,154,12,True,0.28027915954589844,154_1,b,7
154_13,2,reception,144,1,154,13,True,0.3055059313774109,154_1,b,7
154_16,2,reception,144,1,154,16,True,0.2808547019958496,154_1,b,7
154_17,2,reception,144,1,154,17,True,0.30113929510116577,154_1,b,7
154_19,2,reception,144,1,154,19,True,0.3023561835289001,154_1,b,7
154_22,2,reception,144,2,154,22,True,-0.4394550323486328,154_2,,4
154_26,2,reception,144,2,154,26,True,-0.3363184630870819,154_2,,4
154_27,2,reception,144,2,154,27,True,-0.3679721355438232,154_2,,4
154_28,2,reception,144,2,154,28,True,-0.4873419404029846,154_2,,4
156_0,2,room,144,0,156,0,True,0.4973849654197693,156_0,b,9
156_1,2,room,144,0,156,1,True,0.4902472496032715,156_0,b,9
156_2,2,room,144,0,156,2,True,0.4943063855171204,156_0,b,9
156_3,2,room,144,0,156,3,True,0.4985188841819763,156_0,b,9
156_4,2,room,144,0,156,4,True,0.09007567167282103,156_0,b,9
156_5,2,room,144,0,156,5,True,0.3055059313774109,156_0,b,9
156_6,2,room,144,0,156,6,True,0.21711599826812744,156_0,b,9
156_7,2,room,144,0,156,7,True,0.4998788833618164,156_0,b,9
156_8,2,room,144,0,156,8,True,0.30113929510116577,156_0,b,9
156_10,2,room,144,1,156,10,True,0.0011717677116394045,156_1,b,4
156_13,2,room,144,1,156,13,True,0.019484937191009518,156_1,b,4
156_17,2,room,144,1,156,17,True,-0.01526513695716858,156_1,b,4
156_18,2,room,144,1,156,18,True,-0.019916296005249023,156_1,b,4
157_0,2,reception,25,0,157,0,True,0.4996916055679321,157_0,b,9
157_1,2,reception,25,0,157,1,True,0.4991077780723572,157_0,b,9
157_2,2,reception,25,0,157,2,True,0.4992759823799133,157_0,b,9
157_3,2,reception,25,0,157,3,True,0.4990664124488831,157_0,b,9
157_4,2,reception,25,0,157,4,True,0.4876872897148132,157_0,b,9
157_5,2,reception,25,0,157,5,True,0.4991820454597473,157_0,b,9
157_6,2,reception,25,0,157,6,True,0.4989551305770874,157_0,b,9
157_7,2,reception,25,0,157,7,True,0.4971510767936706,157_0,b,9
157_9,2,reception,25,0,157,9,True,0.4894394278526306,157_0,b,9
157_13,2,reception,25,1,157,13,True,-0.11000654101371764,157_1,,4
157_16,2,reception,25,1,157,16,True,0.3697770237922669,157_1,,4
157_17,2,reception,25,1,157,17,True,0.38327038288116455,157_1,,4
157_19,2,reception,25,1,157,19,True,-0.19904547929763794,157_1,,4
158_0,2,restaurant,25,0,158,0,True,0.4610938429832458,158_0,b,9
158_1,2,restaurant,25,0,158,1,True,0.4831383228302002,158_0,b,9
158_2,2,restaurant,25,0,158,2,True,0.4298176169395447,158_0,b,9
158_3,2,restaurant,25,0,158,3,True,0.4981427192687988,158_0,b,9
158_4,2,restaurant,25,0,158,4,True,0.499380350112915,158_0,b,9
158_6,2,restaurant,25,0,158,6,True,0.4881162643432617,158_0,b,9
158_7,2,restaurant,25,0,158,7,True,0.3047685623168945,158_0,b,9
158_8,2,restaurant,25,0,158,8,True,0.4967072606086731,158_0,b,9
