,Edita,Alina,Andrei,Liviu,Oana,Silviu,Mada,Meli,least2,gold
351_1,1.0,,,1.0,,,,,True,1
351_2,3.0,,,3.0,,,,,True,1
351_3,3.0,,,3.0,,,,,True,1
351_5,1.0,,,1.0,,,,,True,1
351_6,3.0,,,3.0,,,,,True,1
351_7,3.0,,,3.0,,,,,True,1
351_8,3.0,,,3.0,,,,,True,1
351_9,3.0,,,3.0,,,,,True,1
351_10,3.0,,,3.0,,,,,True,1
351_11,3.0,,,3.0,,,,,True,1
351_12,1.0,,,1.0,,,,,True,1
351_13,3.0,,,3.0,,,,,True,1
351_14,3.0,,,3.0,,,,,True,1
351_15,3.0,,,3.0,,,,,True,1
351_16,3.0,,,3.0,,,,,True,1
351_17,3.0,,,1.0,,,,,True,1
351_18,3.0,,,3.0,,,,,True,1
351_19,3.0,,,3.0,,,,,True,1
352_0,1.0,,,1.0,,,,,True,1
352_1,3.0,,,3.0,,,,,True,1
352_2,3.0,,,3.0,,,,,True,1
352_3,1.0,,,1.0,,,,,True,1
352_4,3.0,,,3.0,,,,,True,1
352_5,1.0,,,1.0,,,,,True,1
352_6,3.0,,,1.0,,,,,True,1
352_7,3.0,,,3.0,,,,,True,1
352_8,1.0,,,1.0,,,,,True,1
352_9,3.0,,,3.0,,,,,True,1
352_10,3.0,,,3.0,,,,,True,1
352_11,3.0,,,3.0,,,,,True,1
352_12,3.0,,,3.0,,,,,True,1
352_13,3.0,,,1.0,,,,,True,1
352_14,3.0,,,3.0,,,,,True,1
352_15,3.0,,,3.0,,,,,True,1
352_16,3.0,,,3.0,,,,,True,1
352_17,3.0,,,3.0,,,,,True,1
352_18,3.0,,,3.0,,,,,True,1
352_19,3.0,,,3.0,,,,,True,1
353_0,3.0,,,3.0,,,,,True,1
353_1,3.0,,,3.0,,,,,True,1
353_2,3.0,,,3.0,,,,,True,1
353_3,3.0,,,3.0,,,,,True,1
353_4,3.0,,,3.0,,,,,True,1
353_5,3.0,,,3.0,,,,,True,1
353_6,1.0,,,3.0,,,,,True,1
353_7,3.0,,,3.0,,,,,True,1
353_8,3.0,,,3.0,,,,,True,1
353_9,3.0,,,3.0,,,,,True,1
354_0,3.0,,,3.0,,,,,True,1
354_1,3.0,,,3.0,,,,,True,1
354_2,3.0,,,3.0,,,,,True,1
354_3,3.0,,,3.0,,,,,True,1
354_4,3.0,,,1.0,,,,,True,1
354_5,3.0,,,3.0,,,,,True,1
354_6,3.0,,,3.0,,,,,True,1
354_7,1.0,,,1.0,,,,,True,1
354_8,1.0,,,1.0,,,,,True,1
354_9,3.0,,,3.0,,,,,True,1
354_10,3.0,,,3.0,,,,,True,1
354_11,3.0,,,3.0,,,,,True,1
354_12,3.0,,,3.0,,,,,True,1
354_13,3.0,,,3.0,,,,,True,1
354_14,3.0,,,3.0,,,,,True,1
354_15,3.0,,,3.0,,,,,True,1
354_16,3.0,,,1.0,,,,,True,1
354_17,3.0,,,3.0,,,,,True,1
354_18,3.0,,,3.0,,,,,True,1
355_0,3.0,,3.0,,,,,,True,1
355_1,3.0,,3.0,,,,,,True,1
355_2,3.0,,3.0,,,,,,True,1
355_3,3.0,,3.0,,,,,,True,1
355_4,3.0,,3.0,,,,,,True,1
356_0,3.0,,3.0,,,,,,True,1
356_1,3.0,,3.0,,,,,,True,1
356_2,3.0,,3.0,,,,,,True,1
356_3,3.0,,3.0,,,,,,True,1
356_4,3.0,,3.0,,,,,,True,1
356_5,3.0,,3.0,,,,,,True,1
356_6,3.0,,3.0,,,,,,True,1
356_7,3.0,,3.0,,,,,,True,1
356_8,3.0,,3.0,,,,,,True,1
356_9,3.0,,3.0,,,,,,True,1
356_10,3.0,,3.0,,,,,,True,1
356_11,3.0,,3.0,,,,,,True,1
356_12,3.0,,3.0,,,,,,True,1
356_13,3.0,,3.0,,,,,,True,1
356_14,3.0,,3.0,,,,,,True,1
356_15,3.0,,3.0,,,,,,True,1
356_16,3.0,,3.0,,,,,,True,1
356_17,3.0,,3.0,,,,,,True,1
356_18,3.0,,3.0,,,,,,True,1
356_19,3.0,,3.0,,,,,,True,1
378_0,3.0,,,,,,,3.0,True,1
378_1,3.0,,,,,,,3.0,True,1
378_2,3.0,,,,,,,3.0,True,1
378_3,3.0,,,,,,,3.0,True,1
378_4,3.0,,,,,,,3.0,True,1
378_5,3.0,,,,,,,3.0,True,1
378_6,3.0,,,,,,,3.0,True,1
378_7,3.0,,,,,,,3.0,True,1
378_8,3.0,,,,,,,3.0,True,1
378_9,1.0,,,,,,,3.0,True,1
378_10,3.0,,,,,,,3.0,True,1
378_11,3.0,,,,,,,3.0,True,1
378_12,3.0,,,,,,,3.0,True,1
378_13,3.0,,,,,,,3.0,True,1
378_14,3.0,,,,,,,3.0,True,1
378_15,3.0,,,,,,,3.0,True,1
378_16,3.0,,,,,,,3.0,True,1
378_17,3.0,,,,,,,3.0,True,1
378_18,3.0,,,,,,,3.0,True,1
378_19,3.0,,,,,,,3.0,True,1
379_0,3.0,,,,,,,3.0,True,1
379_1,3.0,,,,,,,3.0,True,1
379_2,3.0,,,,,,,3.0,True,1
379_3,3.0,,,,,,,3.0,True,1
379_4,3.0,,,,,,,3.0,True,1
379_5,3.0,,,,,,,3.0,True,1
379_6,3.0,,,,,,,3.0,True,1
379_7,3.0,,,,,,,3.0,True,1
379_8,3.0,,,,,,,3.0,True,1
379_9,3.0,,,,,,,3.0,True,1
379_10,3.0,,,,,,,3.0,True,1
379_11,1.0,,,,,,,3.0,True,1
379_12,3.0,,,,,,,3.0,True,1
379_13,1.0,,,,,,,3.0,True,1
379_14,1.0,,,,,,,3.0,True,1
379_15,3.0,,,,,,,3.0,True,1
379_16,1.0,,,,,,,3.0,True,1
379_17,3.0,,,,,,,1.0,True,1
379_18,1.0,,,,,,,3.0,True,1
379_19,3.0,,,,,,,3.0,True,1
379_20,3.0,,,,,,,3.0,True,1
379_21,1.0,,,,,,,3.0,True,1
379_22,3.0,,,,,,,3.0,True,1
379_23,3.0,,,,,,,3.0,True,1
379_24,3.0,,,,,,,3.0,True,1
379_25,1.0,,,,,,,3.0,True,1
379_26,3.0,,,,,,,3.0,True,1
379_27,3.0,,,,,,,3.0,True,1
379_28,3.0,,,,,,,3.0,True,1
379_29,3.0,,,,,,,3.0,True,1
380_0,3.0,,,,,,,3.0,True,1
380_1,3.0,,,,,,,3.0,True,1
380_2,3.0,,,,,,,3.0,True,1
380_3,3.0,,,,,,,3.0,True,1
380_4,3.0,,,,,,,3.0,True,1
380_5,3.0,,,,,,,3.0,True,1
358_0,3.0,,,,,,,3.0,True,1
358_1,3.0,,,,,,,3.0,True,1
358_2,3.0,,,,,,,3.0,True,1
358_3,3.0,,,,,,,3.0,True,1
358_4,3.0,,,,,,,3.0,True,1
358_5,1.0,,,,,,,3.0,True,1
358_6,3.0,,,,,,,3.0,True,1
358_7,3.0,,,,,,,1.0,True,1
358_8,3.0,,,,,,,3.0,True,1
358_9,1.0,,,,,,,1.0,True,1
358_10,1.0,,,,,,,1.0,True,1
358_11,1.0,,,,,,,1.0,True,1
358_12,3.0,,,,,,,3.0,True,1
358_13,1.0,,,,,,,3.0,True,1
358_14,3.0,,,,,,,3.0,True,1
358_15,3.0,,,,,,,3.0,True,1
358_16,1.0,,,,,,,1.0,True,1
358_17,3.0,,,,,,,3.0,True,1
358_18,3.0,,,,,,,3.0,True,1
358_19,3.0,,,,,,,3.0,True,1
358_20,3.0,,,,,,,3.0,True,1
358_21,3.0,,,,,,,3.0,True,1
358_22,3.0,,,,,,,3.0,True,1
358_23,1.0,,,,,,,1.0,True,1
358_24,3.0,,,,,,,3.0,True,1
358_25,3.0,,,,,,,3.0,True,1
358_26,3.0,,,,,,,3.0,True,1
358_27,1.0,,,,,,,1.0,True,1
358_28,3.0,,,,,,,3.0,True,1
358_29,1.0,,,,,,,1.0,True,1
381_0,3.0,,,,,,,3.0,True,1
381_1,3.0,,,,,,,3.0,True,1
381_2,3.0,,,,,,,3.0,True,1
381_3,3.0,,,,,,,3.0,True,1
381_4,3.0,,,,,,,3.0,True,1
381_5,3.0,,,,,,,3.0,True,1
381_6,3.0,,,,,,,3.0,True,1
381_7,3.0,,,,,,,3.0,True,1
381_8,3.0,,,,,,,3.0,True,1
381_9,3.0,,,,,,,3.0,True,1
381_10,3.0,,,,,,,3.0,True,1
381_11,3.0,,,,,,,3.0,True,1
381_12,3.0,,,,,,,3.0,True,1
381_13,3.0,,,,,,,3.0,True,1
381_15,3.0,,,,,,,3.0,True,1
381_16,3.0,,,,,,,1.0,True,1
381_17,3.0,,,,,,,3.0,True,1
381_18,3.0,,,,,,,3.0,True,1
381_19,3.0,,,,,,,3.0,True,1
359_0,3.0,,,,,,,3.0,True,1
359_1,1.0,,,,,,,3.0,True,1
359_2,3.0,,,,,,,3.0,True,1
359_3,1.0,,,,,,,3.0,True,1
359_4,1.0,,,,,,,1.0,True,1
359_5,1.0,,,,,,,1.0,True,1
359_6,3.0,,,,,,,1.0,True,1
359_7,3.0,,,,,,,3.0,True,1
359_8,3.0,,,,,,,3.0,True,1
359_9,1.0,,,,,,,3.0,True,1
359_10,3.0,,,,,,,3.0,True,1
359_11,3.0,,,,,,,3.0,True,1
359_12,3.0,,,,,,,3.0,True,1
359_13,3.0,,,,,,,3.0,True,1
359_14,3.0,,,,,,,3.0,True,1
359_15,3.0,,,,,,,3.0,True,1
359_16,3.0,,,,,,,3.0,True,1
359_17,3.0,,,,,,,3.0,True,1
359_18,3.0,,,,,,,3.0,True,1
359_19,3.0,,,,,,,3.0,True,1
382_0,3.0,,,,,,,3.0,True,1
382_1,3.0,,,,,,,3.0,True,1
382_2,3.0,,,,,,,3.0,True,1
382_3,3.0,,,,,,,3.0,True,1
382_4,3.0,,,,,,,3.0,True,1
382_5,3.0,,,,,,,3.0,True,1
382_6,3.0,,,,,,,3.0,True,1
382_7,3.0,,,,,,,3.0,True,1
382_8,3.0,,,,,,,3.0,True,1
382_9,1.0,,,,,,,3.0,True,1
382_10,3.0,,,,,,,3.0,True,1
382_11,1.0,,,,,,,3.0,True,1
382_12,3.0,,,,,,,1.0,True,1
382_13,3.0,,,,,,,1.0,True,1
382_14,1.0,,,,,,,3.0,True,1
382_15,3.0,,,,,,,1.0,True,1
382_16,3.0,,,,,,,1.0,True,1
382_17,1.0,,,,,,,3.0,True,1
382_18,3.0,,,,,,,1.0,True,1
382_19,1.0,,,,,,,3.0,True,1
382_20,3.0,,,,,,,3.0,True,1
382_21,1.0,,,,,,,3.0,True,1
382_22,3.0,,,,,,,3.0,True,1
382_23,3.0,,,,,,,3.0,True,1
382_24,1.0,,,,,,,1.0,True,1
382_25,3.0,,,,,,,3.0,True,1
382_26,1.0,,,,,,,1.0,True,1
382_27,1.0,,,,,,,1.0,True,1
382_28,3.0,,,,,,,3.0,True,1
382_29,3.0,,,,,,,3.0,True,1
360_0,1.0,,,,,,,3.0,True,1
360_1,3.0,,,,,,,3.0,True,1
360_2,3.0,,,,,,,3.0,True,1
360_3,3.0,,,,,,,3.0,True,1
360_4,3.0,,,,,,,1.0,True,1
360_5,3.0,,,,,,,1.0,True,1
360_6,3.0,,,,,,,3.0,True,1
360_7,3.0,,,,,,,1.0,True,1
360_8,3.0,,,,,,,1.0,True,1
360_9,1.0,,,,,,,3.0,True,1
360_10,3.0,,,,,,,1.0,True,1
360_11,3.0,,,,,,,3.0,True,1
360_12,3.0,,,,,,,3.0,True,1
360_13,3.0,,,,,,,3.0,True,1
360_14,3.0,,,,,,,3.0,True,1
360_15,3.0,,,,,,,3.0,True,1
360_16,3.0,,,,,,,3.0,True,1
360_17,3.0,,,,,,,3.0,True,1
360_18,3.0,,,,,,,3.0,True,1
360_19,3.0,,,,,,,3.0,True,1
388_0,1.0,,,,1.0,,,,True,1
388_1,3.0,,,,3.0,,,,True,1
388_2,1.0,,,,3.0,,,,True,1
388_3,1.0,,,,1.0,,,,True,1
388_5,1.0,,,,3.0,,,,True,1
388_6,3.0,,,,3.0,,,,True,1
388_7,3.0,,,,3.0,,,,True,1
388_8,3.0,,,,3.0,,,,True,1
388_9,3.0,,,,3.0,,,,True,1
388_10,1.0,,,,1.0,,,,True,1
388_11,3.0,,,,3.0,,,,True,1
388_12,3.0,,,,3.0,,,,True,1
388_13,3.0,,,,1.0,,,,True,1
388_14,3.0,,,,3.0,,,,True,1
388_15,3.0,,,,1.0,,,,True,1
388_16,3.0,,,,1.0,,,,True,1
388_17,3.0,,,,3.0,,,,True,1
388_18,3.0,,,,3.0,,,,True,1
388_19,3.0,,,,1.0,,,,True,1
383_0,3.0,,,,,,,3.0,True,1
383_1,3.0,,,,,,,3.0,True,1
383_2,3.0,,,,,,,3.0,True,1
383_3,3.0,,,,,,,3.0,True,1
383_4,1.0,,,,,,,3.0,True,1
383_6,3.0,,,,,,,3.0,True,1
383_7,3.0,,,,,,,3.0,True,1
383_8,3.0,,,,,,,3.0,True,1
383_9,3.0,,,,,,,3.0,True,1
383_10,3.0,,,,,,,3.0,True,1
383_11,1.0,,,,,,,1.0,True,1
383_12,3.0,,,,,,,3.0,True,1
383_13,1.0,,,,,,,3.0,True,1
383_14,3.0,,,,,,,3.0,True,1
383_15,3.0,,,,,,,3.0,True,1
383_16,3.0,,,,,,,3.0,True,1
383_17,1.0,,,,,,,3.0,True,1
383_18,1.0,,,,,,,1.0,True,1
383_19,3.0,,,,,,,3.0,True,1
383_20,3.0,,,,,,,3.0,True,1
383_21,3.0,,,,,,,3.0,True,1
383_22,3.0,,,,,,,3.0,True,1
383_23,3.0,,,,,,,1.0,True,1
383_24,1.0,,,,,,,1.0,True,1
383_25,3.0,,,,,,,3.0,True,1
383_26,1.0,,,,,,,1.0,True,1
383_27,3.0,,,,,,,3.0,True,1
383_28,3.0,,,,,,,3.0,True,1
383_29,3.0,,,,,,,3.0,True,1
389_0,1.0,,,,1.0,,,,True,1
389_1,3.0,,,,1.0,,,,True,1
389_2,3.0,,,,1.0,,,,True,1
389_3,3.0,,,,3.0,,,,True,1
389_4,3.0,,,,3.0,,,,True,1
389_5,1.0,,,,1.0,,,,True,1
389_6,3.0,,,,1.0,,,,True,1
389_7,3.0,,,,3.0,,,,True,1
389_8,1.0,,,,1.0,,,,True,1
389_9,3.0,,,,1.0,,,,True,1
389_10,3.0,,,,1.0,,,,True,1
389_11,3.0,,,,1.0,,,,True,1
389_12,3.0,,,,1.0,,,,True,1
389_13,3.0,,,,1.0,,,,True,1
389_14,3.0,,,,1.0,,,,True,1
389_15,3.0,,,,1.0,,,,True,1
389_16,3.0,,,,3.0,,,,True,1
389_17,3.0,,,,3.0,,,,True,1
389_18,3.0,,,,3.0,,,,True,1
389_19,3.0,,,,3.0,,,,True,1
361_0,3.0,,,,,,,3.0,True,1
361_1,3.0,,,,,,,3.0,True,1
361_2,1.0,,,,,,,3.0,True,1
361_4,3.0,,,,,,,3.0,True,1
361_5,1.0,,,,,,,1.0,True,1
361_6,3.0,,,,,,,3.0,True,1
361_7,1.0,,,,,,,1.0,True,1
361_8,3.0,,,,,,,3.0,True,1
361_9,3.0,,,,,,,3.0,True,1
361_10,1.0,,,,,,,1.0,True,1
361_11,3.0,,,,,,,3.0,True,1
361_12,3.0,,,,,,,3.0,True,1
361_13,3.0,,,,,,,3.0,True,1
361_14,3.0,,,,,,,3.0,True,1
361_15,3.0,,,,,,,3.0,True,1
361_16,3.0,,,,,,,3.0,True,1
361_17,3.0,,,,,,,3.0,True,1
361_18,3.0,,,,,,,3.0,True,1
361_19,3.0,,,,,,,3.0,True,1
361_20,3.0,,,,,,,3.0,True,1
361_21,3.0,,,,,,,3.0,True,1
361_22,3.0,,,,,,,3.0,True,1
361_23,3.0,,,,,,,3.0,True,1
390_0,3.0,,,,3.0,,,,True,1
390_1,3.0,,,,3.0,,,,True,1
390_2,3.0,,,,3.0,,,,True,1
390_3,3.0,,,,3.0,,,,True,1
390_4,3.0,,,,3.0,,,,True,1
390_5,1.0,,,,1.0,,,,True,1
390_6,1.0,,,,1.0,,,,True,1
390_7,3.0,,,,3.0,,,,True,1
390_8,3.0,,,,3.0,,,,True,1
390_9,3.0,,,,1.0,,,,True,1
390_10,3.0,,,,1.0,,,,True,1
390_11,3.0,,,,3.0,,,,True,1
390_12,3.0,,,,1.0,,,,True,1
390_13,3.0,,,,1.0,,,,True,1
390_14,3.0,,,,3.0,,,,True,1
390_15,3.0,,,,3.0,,,,True,1
390_16,3.0,,,,3.0,,,,True,1
390_17,3.0,,,,3.0,,,,True,1
390_18,1.0,,,,1.0,,,,True,1
390_19,3.0,,,,3.0,,,,True,1
390_20,1.0,,,,1.0,,,,True,1
390_21,3.0,,,,3.0,,,,True,1
390_22,3.0,,,,3.0,,,,True,1
390_23,3.0,,,,3.0,,,,True,1
390_24,3.0,,,,3.0,,,,True,1
390_25,3.0,,,,1.0,,,,True,1
390_26,1.0,,,,1.0,,,,True,1
384_0,3.0,,,,,,,3.0,True,1
384_1,3.0,,,,,,,1.0,True,1
384_2,3.0,,,,,,,3.0,True,1
384_3,3.0,,,,,,,3.0,True,1
384_4,1.0,,,,,,,3.0,True,1
384_5,1.0,,,,,,,3.0,True,1
384_6,3.0,,,,,,,1.0,True,1
384_7,1.0,,,,,,,3.0,True,1
384_8,1.0,,,,,,,3.0,True,1
384_9,3.0,,,,,,,1.0,True,1
384_10,1.0,,,,,,,3.0,True,1
384_11,1.0,,,,,,,3.0,True,1
384_12,1.0,,,,,,,3.0,True,1
384_13,1.0,,,,,,,3.0,True,1
384_14,1.0,,,,,,,3.0,True,1
384_15,1.0,,,,,,,3.0,True,1
384_16,1.0,,,,,,,3.0,True,1
384_17,1.0,,,,,,,3.0,True,1
384_18,1.0,,,,,,,3.0,True,1
384_19,1.0,,,,,,,3.0,True,1
362_0,3.0,,,,,,,3.0,True,1
362_1,3.0,,,,,,,3.0,True,1
362_2,3.0,,,,,,,3.0,True,1
362_3,1.0,,,,,,,3.0,True,1
362_4,3.0,,,,,,,3.0,True,1
362_5,3.0,,,,,,,3.0,True,1
362_6,1.0,,,,,,,3.0,True,1
362_7,1.0,,,,,,,3.0,True,1
362_8,3.0,,,,,,,3.0,True,1
362_9,3.0,,,,,,,3.0,True,1
362_10,3.0,,,,,,,3.0,True,1
362_11,3.0,,,,,,,3.0,True,1
362_12,3.0,,,,,,,3.0,True,1
362_13,3.0,,,,,,,3.0,True,1
362_14,3.0,,,,,,,3.0,True,1
362_15,3.0,,,,,,,3.0,True,1
362_16,3.0,,,,,,,3.0,True,1
362_17,3.0,,,,,,,3.0,True,1
362_18,3.0,,,,,,,3.0,True,1
362_19,3.0,,,,,,,3.0,True,1
391_0,3.0,,,,3.0,,,,True,1
391_1,3.0,,,,3.0,,,,True,1
391_2,1.0,,,,3.0,,,,True,1
391_3,1.0,,,,3.0,,,,True,1
391_4,3.0,,,,3.0,,,,True,1
391_5,3.0,,,,3.0,,,,True,1
391_6,3.0,,,,3.0,,,,True,1
391_7,3.0,,,,1.0,,,,True,1
391_8,3.0,,,,3.0,,,,True,1
391_9,3.0,,,,3.0,,,,True,1
391_10,3.0,,,,3.0,,,,True,1
391_11,3.0,,,,3.0,,,,True,1
391_12,3.0,,,,3.0,,,,True,1
391_13,3.0,,,,3.0,,,,True,1
391_14,3.0,,,,3.0,,,,True,1
391_15,3.0,,,,3.0,,,,True,1
391_16,3.0,,,,3.0,,,,True,1
391_17,3.0,,,,3.0,,,,True,1
391_18,3.0,,,,1.0,,,,True,1
391_19,1.0,,,,3.0,,,,True,1
385_0,3.0,,,,,,,3.0,True,1
385_1,3.0,,,,,,,3.0,True,1
385_2,1.0,,,,,,,3.0,True,1
385_3,1.0,,,,,,,3.0,True,1
385_4,1.0,,,,,,,3.0,True,1
385_5,3.0,,,,,,,3.0,True,1
385_6,3.0,,,,,,,3.0,True,1
385_7,3.0,,,,,,,3.0,True,1
385_8,1.0,,,,,,,3.0,True,1
385_9,3.0,,,,,,,3.0,True,1
385_10,3.0,,,,,,,3.0,True,1
385_11,3.0,,,,,,,3.0,True,1
385_12,3.0,,,,,,,3.0,True,1
385_13,3.0,,,,,,,3.0,True,1
385_14,3.0,,,,,,,3.0,True,1
385_15,3.0,,,,,,,3.0,True,1
385_16,3.0,,,,,,,3.0,True,1
385_17,3.0,,,,,,,3.0,True,1
385_18,3.0,,,,,,,3.0,True,1
385_19,3.0,,,,,,,3.0,True,1
363_0,3.0,,,,,,,3.0,True,1
363_1,3.0,,,,,,,3.0,True,1
363_2,3.0,,,,,,,1.0,True,1
363_3,3.0,,,,,,,3.0,True,1
363_4,3.0,,,,,,,3.0,True,1
363_5,3.0,,,,,,,3.0,True,1
363_6,3.0,,,,,,,3.0,True,1
363_7,3.0,,,,,,,3.0,True,1
363_8,3.0,,,,,,,3.0,True,1
363_9,3.0,,,,,,,3.0,True,1
363_10,3.0,,,,,,,3.0,True,1
363_11,3.0,,,,,,,3.0,True,1
363_12,3.0,,,,,,,3.0,True,1
363_13,3.0,,,,,,,3.0,True,1
363_14,3.0,,,,,,,3.0,True,1
363_15,3.0,,,,,,,3.0,True,1
363_16,3.0,,,,,,,3.0,True,1
363_17,3.0,,,,,,,3.0,True,1
363_18,3.0,,,,,,,3.0,True,1
363_19,1.0,,,,,,,3.0,True,1
392_0,1.0,,,,1.0,,,,True,1
392_1,1.0,,,,1.0,,,,True,1
392_2,3.0,,,,1.0,,,,True,1
392_3,3.0,,,,1.0,,,,True,1
392_4,3.0,,,,1.0,,,,True,1
392_5,3.0,,,,1.0,,,,True,1
392_6,3.0,,,,1.0,,,,True,1
392_7,1.0,,,,1.0,,,,True,1
392_8,3.0,,,,1.0,,,,True,1
392_9,3.0,,,,1.0,,,,True,1
392_10,3.0,,,,1.0,,,,True,1
392_11,3.0,,,,1.0,,,,True,1
392_12,3.0,,,,1.0,,,,True,1
392_13,3.0,,,,1.0,,,,True,1
392_14,3.0,,,,1.0,,,,True,1
392_15,3.0,,,,1.0,,,,True,1
392_16,1.0,,,,1.0,,,,True,1
392_17,3.0,,,,1.0,,,,True,1
392_18,3.0,,,,1.0,,,,True,1
392_19,3.0,,,,1.0,,,,True,1
393_0,3.0,,,,3.0,,,,True,1
393_1,3.0,,,,3.0,,,,True,1
393_2,3.0,,,,3.0,,,,True,1
393_3,3.0,,,,3.0,,,,True,1
393_4,3.0,,,,3.0,,,,True,1
393_5,3.0,,,,3.0,,,,True,1
393_6,3.0,,,,3.0,,,,True,1
393_7,3.0,,,,3.0,,,,True,1
393_8,3.0,,,,3.0,,,,True,1
393_9,3.0,,,,3.0,,,,True,1
393_10,1.0,,,,3.0,,,,True,1
393_11,3.0,,,,1.0,,,,True,1
393_12,3.0,,,,1.0,,,,True,1
393_13,1.0,,,,1.0,,,,True,1
393_14,1.0,,,,1.0,,,,True,1
393_15,3.0,,,,3.0,,,,True,1
393_16,3.0,,,,1.0,,,,True,1
393_17,3.0,,,,3.0,,,,True,1
393_18,3.0,,,,1.0,,,,True,1
393_19,3.0,,,,3.0,,,,True,1
393_20,3.0,,,,1.0,,,,True,1
393_21,3.0,,,,1.0,,,,True,1
393_22,1.0,,,,1.0,,,,True,1
393_23,3.0,,,,3.0,,,,True,1
394_0,1.0,,,,1.0,,,,True,1
394_1,3.0,,,,3.0,,,,True,1
394_2,3.0,,,,3.0,,,,True,1
394_3,3.0,,,,1.0,,,,True,1
394_4,3.0,,,,3.0,,,,True,1
394_5,3.0,,,,3.0,,,,True,1
394_6,3.0,,,,3.0,,,,True,1
394_7,3.0,,,,1.0,,,,True,1
394_8,3.0,,,,3.0,,,,True,1
394_9,3.0,,,,1.0,,,,True,1
394_10,3.0,,,,3.0,,,,True,1
394_11,1.0,,,,1.0,,,,True,1
394_12,3.0,,,,1.0,,,,True,1
394_13,3.0,,,,1.0,,,,True,1
394_14,3.0,,,,3.0,,,,True,1
394_15,3.0,,,,1.0,,,,True,1
394_16,1.0,,,,1.0,,,,True,1
394_17,3.0,,,,1.0,,,,True,1
394_18,3.0,,,,3.0,,,,True,1
394_19,3.0,,,,3.0,,,,True,1
394_20,1.0,,,,3.0,,,,True,1
394_21,1.0,,,,1.0,,,,True,1
394_22,1.0,,,,1.0,,,,True,1
394_23,3.0,,,,3.0,,,,True,1
394_24,3.0,,,,3.0,,,,True,1
394_25,3.0,,,,3.0,,,,True,1
395_0,3.0,,,,3.0,,,,True,1
395_1,1.0,,,,1.0,,,,True,1
395_2,3.0,,,,3.0,,,,True,1
395_3,3.0,,,,3.0,,,,True,1
395_4,3.0,,,,3.0,,,,True,1
395_5,3.0,,,,3.0,,,,True,1
395_6,3.0,,,,3.0,,,,True,1
395_7,3.0,,,,3.0,,,,True,1
395_8,3.0,,,,3.0,,,,True,1
395_9,3.0,,,,3.0,,,,True,1
395_10,3.0,,,,3.0,,,,True,1
395_11,1.0,,,,1.0,,,,True,1
395_12,3.0,,,,3.0,,,,True,1
395_13,1.0,,,,1.0,,,,True,1
395_14,1.0,,,,1.0,,,,True,1
395_15,3.0,,,,3.0,,,,True,1
395_16,1.0,,,,1.0,,,,True,1
395_17,3.0,,,,3.0,,,,True,1
395_18,3.0,,,,3.0,,,,True,1
395_19,3.0,,,,3.0,,,,True,1
395_20,3.0,,,,3.0,,,,True,1
395_21,3.0,,,,3.0,,,,True,1
395_22,3.0,,,,3.0,,,,True,1
395_23,3.0,,,,3.0,,,,True,1
395_24,3.0,,,,1.0,,,,True,1
395_25,3.0,,,,3.0,,,,True,1
395_26,3.0,,,,3.0,,,,True,1
395_27,3.0,,,,3.0,,,,True,1
395_28,3.0,,,,3.0,,,,True,1
395_29,3.0,,,,3.0,,,,True,1
386_0,3.0,,,,,,,3.0,True,1
386_1,3.0,,,,,,,3.0,True,1
386_2,3.0,,,,,,,3.0,True,1
386_3,3.0,,,,,,,3.0,True,1
386_4,3.0,,,,,,,3.0,True,1
386_5,3.0,,,,,,,3.0,True,1
386_6,1.0,,,,,,,3.0,True,1
386_7,3.0,,,,,,,3.0,True,1
386_8,3.0,,,,,,,3.0,True,1
386_9,3.0,,,,,,,3.0,True,1
386_10,3.0,,,,,,,3.0,True,1
386_11,3.0,,,,,,,3.0,True,1
386_12,3.0,,,,,,,3.0,True,1
386_13,3.0,,,,,,,3.0,True,1
386_14,3.0,,,,,,,3.0,True,1
386_15,3.0,,,,,,,3.0,True,1
386_16,1.0,,,,,,,3.0,True,1
386_17,3.0,,,,,,,3.0,True,1
386_18,3.0,,,,,,,3.0,True,1
386_19,3.0,,,,,,,3.0,True,1
396_0,3.0,,,,3.0,,,,True,1
396_1,3.0,,,,1.0,,,,True,1
396_2,1.0,,,,3.0,,,,True,1
396_3,3.0,,,,3.0,,,,True,1
396_4,1.0,,,,3.0,,,,True,1
396_5,3.0,,,,3.0,,,,True,1
396_6,3.0,,,,3.0,,,,True,1
396_7,3.0,,,,1.0,,,,True,1
396_8,3.0,,,,3.0,,,,True,1
396_9,3.0,,,,3.0,,,,True,1
396_10,1.0,,,,1.0,,,,True,1
396_11,3.0,,,,3.0,,,,True,1
396_12,1.0,,,,1.0,,,,True,1
396_13,3.0,,,,3.0,,,,True,1
396_14,1.0,,,,1.0,,,,True,1
396_15,3.0,,,,3.0,,,,True,1
396_16,3.0,,,,3.0,,,,True,1
396_17,1.0,,,,1.0,,,,True,1
396_18,3.0,,,,3.0,,,,True,1
396_19,3.0,,,,1.0,,,,True,1
396_20,3.0,,,,1.0,,,,True,1
396_21,1.0,,,,3.0,,,,True,1
396_22,1.0,,,,1.0,,,,True,1
396_23,3.0,,,,1.0,,,,True,1
396_24,1.0,,,,3.0,,,,True,1
396_25,3.0,,,,1.0,,,,True,1
396_26,3.0,,,,1.0,,,,True,1
396_27,1.0,,,,3.0,,,,True,1
396_28,1.0,,,,1.0,,,,True,1
