,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId,gold-aspect,gold-sentiment,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
122_6,2,2,0,0,restaurant,131,0,4,122,6,True,True,Very nicely appointed rooms clean good location and friendly staff what else can you ask forAn example of the friendly staff was this morning when I had my complimentary breakfast and the food was very fresh with lots of variety,2017-03-17,0.499923825263977,"[0, 205, 323]",0.2843784307440122,"['2015-01-17', '2018-09-20']",122_0,b,5,True
122_7,2,2,0,0,restaurant,131,0,4,122,7,True,True,The breakfast was nice fitness room was good,2017-10-17,0.4972777962684631,"[0, 205, 323]",0.2843784307440122,"['2015-01-17', '2018-09-20']",122_0,b,5,
122_10,2,2,0,0,restaurant,131,1,4,122,10,True,True,We had a breakfast package for 20 euro per person but the content was a Joke,2019-04-02,-0.4402173459529877,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
122_11,2,2,0,0,restaurant,131,1,4,122,11,True,True,The service at breakfast is not friendly and the food quality is average,2019-06-20,-0.4943402409553528,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
122_12,2,2,0,0,restaurant,131,1,4,122,12,True,True,Breakfast does not offer as wide a choice as other Blu in other countries,2019-06-20,-0.4832913875579834,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
122_15,2,2,0,0,restaurant,131,1,4,122,15,True,True,Everything is grossly overpriced from bar to restauraunt,2019-08-04,-0.4366841018199921,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
122_16,0,2,2,0,restaurant,131,1,4,122,16,True,False,As any Radison this one is a pretty good one renovated with required technology and with a decent restaurant,2019-08-13,0.033965885639190674,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
122_17,0,2,2,0,restaurant,131,1,4,122,17,True,False,The reception area is currently undergoing renovation so access to the reception area is via the hotel restaurant entrance but it works well,2019-08-18,-0.4961999356746674,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,True
122_18,2,2,0,0,restaurant,131,1,4,122,18,True,True,The breakfast was a little disappointing tables extremely close together and Sometimes hard to get a cup of coffee,2019-11-01,-0.4940079748630524,"[0, 205, 323]",0.11701390238462242,"['2018-09-25', '2020-03-10']",122_1,d,7,
123_0,2,2,0,0,room,131,0,4,123,0,True,True,Hotel was spotless and the rooms very comfortable,2015-10-31,0.4984571933746338,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_1,2,2,0,0,room,131,0,4,123,1,True,True,My home in Ukarine after several trips to Kiev the last four years this hotel gives me all I need central located great ro9oms good food and services and most important fantastic staff it is good value for your money,2016-03-16,0.4997615218162537,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,True
123_2,2,2,0,0,room,131,0,4,123,2,True,True,I got an excellent offer business class room at 100 eur,2016-10-05,0.4606737494468689,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_4,2,2,0,0,room,131,0,4,123,4,True,True,Hotel gave us the largest junior suite and they had placed the extra bed so that we could still use the sofa and chairs,2017-01-30,0.25518113374710083,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_5,2,2,0,0,room,131,0,4,123,5,True,True,Wonderful staff great rooms everything is on top level,2017-06-09,0.49770241975784296,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_7,2,2,0,0,room,131,0,4,123,7,True,True,Rooms are not too big but nice and clean,2017-07-25,0.2626963257789612,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_8,2,2,0,0,room,131,0,4,123,8,True,True,They lived up too their promise as the room with all it Victorian look was splendid clean relaxing Very quiet and the Ukrainians people was very helpful and warm,2018-02-04,0.4974257349967957,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_9,2,2,0,0,room,131,0,4,123,9,True,True,high quality food is another hallmark of Kyiv and very comfortable room,2018-06-19,0.4971970319747925,"[0, 190, 340]",0.19022393986283984,"['2015-01-17', '2018-08-20']",123_0,b,8,
123_10,2,2,0,0,room,131,1,4,123,10,True,True,I stayed with my family after being let down by a flat I booked The offer rooms cheaper to bokingcom than someone walking in this make no sense When trying to book via bokingcom it did n’t work which is not the hotel ’s fault The woman booking us in was so arrogant she never smiled once With an attitude that made us feel unwelcome The rest of the stay was ok The room was very small Small beds But clean and in a good location They did wave the early check in fee since the room was empty and there was no question for the hotel what sense did it make to charge us even more but it was the arrogance of the concierge that prompted this low rating,2018-09-02,-0.4845074117183685,"[0, 190, 340]",0.09732646437663409,"['2018-08-25', '2020-03-15']",123_1,d,5,
123_14,0,2,2,0,room,131,1,4,123,14,True,False,Our sixth floor room was quiet with minimal traffic noise despite bring on the street side,2019-08-12,-0.3079625368118286,"[0, 190, 340]",0.09732646437663409,"['2018-08-25', '2020-03-15']",123_1,d,5,
123_15,2,2,0,0,room,131,1,4,123,15,True,True,In the morning when I went to shower there was hot water but now only hot water,2019-09-16,-0.4904499351978302,"[0, 190, 340]",0.09732646437663409,"['2018-08-25', '2020-03-15']",123_1,d,5,
123_16,0,2,2,0,room,131,1,4,123,16,True,False,In the room has a reading corner,2019-12-02,-0.37356436252594,"[0, 190, 340]",0.09732646437663409,"['2018-08-25', '2020-03-15']",123_1,d,5,
123_17,2,2,0,0,room,131,1,4,123,17,True,True,The bathrooms interior is a bit old the bathtub sink and glass had minor defects,2020-01-13,-0.4966825544834137,"[0, 190, 340]",0.09732646437663409,"['2018-08-25', '2020-03-15']",123_1,d,5,True
124_0,2,2,0,0,facility,471,0,4,124,0,True,True,We have stayed in this hotel in the past and the quality of the service and facilities are consistently high,2015-02-27,0.4858883023262024,"[0, 680, 3024]",0.23994517095081302,"['2015-01-01', '2018-01-04 07:35:23']",124_0,b,5,
124_1,2,2,0,0,facility,471,0,4,124,1,True,True,I have bokd a standard room and got an upgrade to the nicer wing of the HotelGreat rooms facility frendly staff great pool area great for a family visit too,2015-03-20,0.497913658618927,"[0, 680, 3024]",0.23994517095081302,"['2015-01-01', '2018-01-04 07:35:23']",124_0,b,5,
124_4,2,2,0,0,facility,471,0,4,124,4,True,True,We had a great time and enjoyed their facilities vey much,2016-02-24,0.4250866174697876,"[0, 680, 3024]",0.23994517095081302,"['2015-01-01', '2018-01-04 07:35:23']",124_0,b,5,
124_5,2,2,0,0,facility,471,0,4,124,5,True,True,Extensive facilities A quality experience,2016-03-09,0.4280706644058228,"[0, 680, 3024]",0.23994517095081302,"['2015-01-01', '2018-01-04 07:35:23']",124_0,b,5,
124_6,2,2,0,0,facility,471,0,4,124,6,True,True,The room is spacious and beautiful in room dining service food and presentation was amazingAlso went to the Health club where there is a gym jacuzi steam room and sauna room,2016-05-19,0.4987855553627014,"[0, 680, 3024]",0.23994517095081302,"['2015-01-01', '2018-01-04 07:35:23']",124_0,b,5,True
124_11,2,2,0,0,facility,471,1,4,124,11,True,True,Rooms looked slightly tired definitely clean but interior a bit dated and amenities not what you had expect in a 5 star hotel no USB ports wooden furniture looked worn etc,2018-11-08 00:00:00,-0.4857048690319061,"[0, 680, 3024]",0.16664219561247479,"['2018-01-04 08:48:17', '2020-04-18 02:49:26']",124_1,d,2,True
124_13,1,2,1,0,facility,471,1,4,124,13,True,False,The hotel is just outstanding or like a taxi driver told 6StarFrom service and helpfulness to all the facilities which I only could partly enjoy second day afternoon pool seemed closed due to thunderstorm by regulation in that short time,2019-01-18 00:00:00,0.008461236953735352,"[0, 680, 3024]",0.16664219561247479,"['2018-01-04 08:48:17', '2020-04-18 02:49:26']",124_1,d,2,
125_1,2,2,0,0,pool,471,0,4,125,1,True,True,The pool and polside service were five star all the way,2015-07-08,0.43501639366149897,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_2,2,2,0,0,pool,471,0,4,125,2,True,True,Gym is good pool better no they have built a pool bar but not 5 star hotel servicehtpwtripadvisorcomsg ShowUserReviews g294265d781864r28130746TheLine Singaporehtml,2015-07-15,0.3187316060066223,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_3,2,2,0,0,pool,471,0,4,125,3,True,True,The pool area is really nice kind of an oasis in this bustling city,2015-08-16,0.4955785870552063,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_4,2,2,0,0,pool,471,0,4,125,4,True,True,I also enjoyed the spa hot tube and sauna there tried the gym too the pool was big and wonderful,2015-11-06,0.4996805191040039,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,True
125_5,2,2,0,0,pool,471,0,4,125,5,True,True,A wonderful hotel if you are looking for somewhere to stay in Singapore with a pool,2015-12-30,0.4932823181152344,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_7,2,2,0,0,pool,471,0,4,125,7,True,True,Swimming pool Ambience Staff,2016-03-10,0.4939635396003723,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_8,2,2,0,0,pool,471,0,4,125,8,True,True,Great pool for the kids,2016-05-25,0.4980734586715698,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_9,2,2,0,0,pool,471,0,4,125,9,True,True,The Valley Wing is fantastic and the large grounds gardens and pool make this a perfect place to relax in Singapore to do business or to explore and not be amongst the hustle and bustle,2016-07-09,0.4947853684425354,"[0, 470, 2227]",0.31403905470939514,"['2015-01-01', '2016-11-25']",125_0,b,8,
125_14,0,2,2,0,pool,471,1,4,125,14,True,False,We found that at 5 pm it was always easy to find a lounger with pool towels being provided by the hotel,2019-04-29 00:00:00,-0.22418424487113955,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,
125_15,2,2,0,0,pool,471,1,4,125,15,True,True,The pool should have been shut down immediately shocked and then treated,2019-05-27 00:00:00,-0.4938380420207977,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,
125_16,0,2,2,0,pool,471,1,4,125,16,True,False,I had a great time I had a joke with the boys looking after the pool and with the boys preparing my sushi upstairs most of the staff that I spoke to about being there 40 years ago could not believe that I remembered so much about the Hotel,2019-06-11 08:50:26,-0.4374417662620544,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,
125_17,2,2,0,0,pool,471,1,4,125,17,True,True,Stressed out international travelers will love it Also the inside whir pool is way too hot,2019-12-10 00:00:00,-0.4968743622303009,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,True
125_18,2,2,0,0,pool,471,1,4,125,18,True,True,outdoor playground unfortunately was under reconstruction swimming pool was enough big and clean I would like to focus your attention our eldest son was running around the pool area and suddenly fall down due to wet floor I would like to thank your staff for the immediate help but if the floor was changed for anti slip coating it would make the swimming zone more safe garden very calm place but sometimes mosquitoes bit us,2020-01-24 22:39:39,-0.35262295603752136,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,
125_19,1,2,1,0,pool,471,1,4,125,19,True,False,it is a self help pool with lot of staff standing around and lot of potential orders left on the table due to no one asking for them,2020-02-25 08:17:17,-0.4789054989814758,"[0, 470, 2227]",0.20906056632778902,"['2016-11-28', '2020-04-04 00:00:00']",125_1,d,6,
126_0,2,2,0,0,room,471,0,4,126,0,True,True,Spacious room spacious bathroom beautiful green scenery service quality tip top,2016-04-28,0.4998953342437744,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,True
126_1,2,2,0,0,room,471,0,4,126,1,True,True,Rooms Are modern and clean and in our case a beautiful private land scraped garden was attached,2016-06-19,0.4944709539413452,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_2,2,2,0,0,room,471,0,4,126,2,True,True,Ok size comfortable bed and okay bathroom,2016-06-27,0.4983453750610352,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_3,2,2,0,0,room,471,0,4,126,3,True,True,The room was very good in size with a large bath room,2016-07-20,0.4948034882545471,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_4,2,2,0,0,room,471,0,4,126,4,True,True,Check in was smooth and I was given a nice large room,2016-08-24,0.4822738766670227,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_7,2,2,0,0,room,471,0,4,126,7,True,True,We stayed in the newly refurbished Tower Wing the night before which was lovely and after breakfast checked out and transferred to our Valley Wing room,2017-07-17,0.4988428354263306,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_8,2,2,0,0,room,471,0,4,126,8,True,True,I stayed in one of the Valley Wing suites,2017-10-12 00:00:00,0.4270708560943604,"[0, 885, 2895, 4890, 5051]",0.2366751692965438,"['2015-01-01', '2018-01-03 00:00:00']",126_0,c,7,
126_10,2,2,0,0,room,471,1,4,126,10,True,True,We were greeted with 2 cute squirrels as we entered the room,2018-02-15 00:00:00,0.2157737612724304,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,
126_12,2,2,0,0,room,471,1,4,126,12,True,True,We were gladly surprised by the extra bed in our room for our daughter,2018-03-12 10:49:45,0.15173953771591187,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,
126_13,2,2,0,0,room,471,1,4,126,13,True,True,We had a few issues with our room with things breaking but this was swiftly attended to and a voucher given which was a really lovely touch We will definitely be back and loved the whole experience just work on your environmental policies please,2018-04-24 00:00:00,0.22449666261672974,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,True
126_14,2,2,0,0,room,471,1,4,126,14,True,True,Setting aside the nice rooms facilities etc I loved Valley wing because of it is personalized experience that I had last time,2018-06-12 04:05:03,0.04483228921890259,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,
126_16,1,2,1,0,room,471,1,4,126,16,True,False,Would stay again but room only,2018-09-06 00:00:00,0.07761597633361816,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,
126_19,2,2,0,0,room,471,1,4,126,19,True,True,Room was lovely and seemed newly renovated but small,2019-01-04 00:00:00,0.2106847167015076,"[0, 885, 2895, 4890, 5051]",0.02834749078551491,"['2018-01-03 08:49:57', '2019-01-23 01:14:28']",126_1,c,6,
126_22,2,2,0,0,room,471,2,4,126,22,True,True,We had a very late flight and were able to keep our room for a fair payment and were given an extra hour as well,2019-05-09 16:54:58,0.0683097243309021,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,
126_24,2,2,0,0,room,471,2,4,126,24,True,True,These rooms are located on a floor with access to a pantry area which has a two washing machines and dryers which you are to use,2019-05-16 00:00:00,0.051672279834747314,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,
126_25,0,2,2,0,room,471,2,4,126,25,True,False,The stay and service staff was excellent but the air cond was faulty and service at the ball room was not so efficient,2019-05-27 15:31:19,0.048233330249786384,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,
126_26,2,2,0,0,room,471,2,4,126,26,True,True,Everything was great in suite but only thing that surprised me was that the prayer direction for Muslims Qibla was placed incorrectly,2019-05-31 00:00:00,0.03862601518630981,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,
126_27,2,2,0,0,room,471,2,4,126,27,True,True,I like it that there were apples in the room,2019-06-03 15:24:12,0.06990069150924683,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,True
126_29,2,2,0,0,room,471,2,4,126,29,True,True,I start by saying my stay in The Valley Wing was an upgrade as I had planned to book a Garden Wing Suite but they did n’t have availability and upgraded me,2019-10-05 00:00:00,0.047575294971466064,"[0, 885, 2895, 4890, 5051]",0.07177195029270231,"['2019-01-23 07:57:03', '2020-02-09 14:00:17']",126_2,b,6,
126_33,1,2,1,0,room,471,3,4,126,33,True,False,The air con was left on for our arrival in the room and it was so cold and the room smelt dank,2020-03-03 00:00:00,-0.4964801371097565,"[0, 885, 2895, 4890, 5051]",0.20233199586532627,"['2020-02-09 16:10:23', '2020-04-13 00:00:00']",126_3,d,3,True
126_35,1,2,1,0,room,471,3,4,126,35,True,False,2no explanation manual of room switch,2020-03-09 00:00:00,-0.4897057712078095,"[0, 885, 2895, 4890, 5051]",0.20233199586532627,"['2020-02-09 16:10:23', '2020-04-13 00:00:00']",126_3,d,3,
126_36,1,2,1,0,room,471,3,4,126,36,True,False,I had a room in the garden wing which I would highly recommend because I had a lovely terrace,2020-03-29 00:00:00,-0.3679226636886597,"[0, 885, 2895, 4890, 5051]",0.20233199586532627,"['2020-02-09 16:10:23', '2020-04-13 00:00:00']",126_3,d,3,
127_0,2,2,0,0,facility,56,0,4,127,0,True,True,The view from the lobby is amazing and the room was comfortable the bed was great,2015-02-05,0.4996907711029053,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,True
127_1,0,2,2,0,facility,56,0,4,127,1,True,False,The fact that it did not have the simple necessities such as mini refrigerator and accessible outlets near the bed was unbelievable,2015-03-02,0.4942745566368103,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_2,2,2,0,0,facility,56,0,4,127,2,True,True,The views from the main lobby are breathtaking,2015-05-20,0.4987309575080872,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_3,2,2,0,0,facility,56,0,4,127,3,True,True,The lobby is pretty stunning although we had to carry our drinks from the Green bar which is more of a sports bar quite dark to sit enjoy the views,2015-09-03,0.38760852813720703,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_4,2,2,0,0,facility,56,0,4,127,4,True,True,The lobby is on the 12th floor with incredible views of the Mississippi River and the Quarter,2016-05-03,0.4970194697380066,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_5,2,2,0,0,facility,56,0,4,127,5,True,True,river viewcarpet in the lobby,2016-06-30,0.3507504463195801,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_6,2,2,0,0,facility,56,0,4,127,6,True,True,Location and friendliness of staff along with amenities,2016-08-02,0.4889982342720032,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_7,2,2,0,0,facility,56,0,4,127,7,True,True,Jason at the bar and Chinky at the breakfast at the lobby restaurant,2016-09-06,0.06272381544113159,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_8,2,2,0,0,facility,56,0,4,127,8,True,True,Nice lobby and incredibly friendly service,2016-12-22,0.4993495345115662,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_9,2,2,0,0,facility,56,0,4,127,9,True,True,Lovely lobby bar area with lots of wonderful cool air conditioning much needed in hot humid New Orleans,2016-12-29,0.4995488524436951,"[0, 400, 977]",0.03534161893712978,"['2015-01-01', '2017-01-02']",127_0,b,10,
127_10,1,2,1,0,facility,56,1,4,127,10,True,False,Breakfast at hotel was extremely pricey for a breakfast no coffee in lobby,2017-02-25,-0.4955555498600006,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
127_11,1,2,1,0,facility,56,1,4,127,11,True,False,Dirty laundry and room service items left in the hallway both nights,2017-03-17,-0.4981936812400818,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,True
127_14,1,2,1,0,facility,56,1,4,127,14,True,False,Did n’t like that the lobby was on the 11th floor you had to take several different elevators to get to your floor,2018-07-25,-0.4958750903606415,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
127_15,1,2,1,0,facility,56,1,4,127,15,True,False,Desk clerk was not very friendly with details as to having to use your key pass in the elevators to get to your room,2018-07-29,-0.4980556964874268,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
127_16,1,2,1,0,facility,56,1,4,127,16,True,False,Pay staff to sweep the exterior of cigarette butts and get rid of the carpet in the rooms and elevators which will reduce some of the odor,2018-09-05,-0.4974212944507599,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
127_18,1,2,1,0,facility,56,1,4,127,18,True,False,As a traveler I like the option of 24hr gyms,2019-10-02,-0.21630924940109253,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
127_19,1,2,1,0,facility,56,1,4,127,19,True,False,The room amenities were adequate however had a few lights and switches that did nt work correctly,2019-11-24,-0.4786151945590973,"[0, 400, 977]",-0.07190060831974501,"['2017-01-03', '2020-04-04']",127_1,d,7,
128_0,2,2,0,0,pool,56,0,4,128,0,True,True,The roof top pool is a nice place to relax and cool off,2015-05-17,0.4963149428367615,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_1,2,2,0,0,pool,56,0,4,128,1,True,True,The gym was excellent and the pool at the top floor provided a spectacular view of the City particularly at night,2015-07-17,0.4992615580558777,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_2,2,2,0,0,pool,56,0,4,128,2,True,True,The rooftop pool was great,2015-08-18,0.4961856007575989,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_3,2,2,0,0,pool,56,0,4,128,3,True,True,The hotel was beautiful and the rooftop pool offered AMAZING views,2015-09-01,0.4987622499465942,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_4,2,2,0,0,pool,56,0,4,128,4,True,True,The rooms were the perfect size and the pool was amazing,2015-09-02,0.4995688796043396,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,True
128_6,2,2,0,0,pool,56,0,4,128,6,True,True,Amazing views rooftop pool,2016-07-23,0.4987412095069885,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_7,2,2,0,0,pool,56,0,4,128,7,True,True,Perfect location right next to harahs casino roof top pool and connected to the mall,2016-08-07,0.4978087544441223,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_8,2,2,0,0,pool,56,0,4,128,8,True,True,The rooftop pool was GREAT,2016-08-19,0.4961856007575989,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_9,0,2,2,0,pool,56,0,4,128,9,True,False,Great choice but pool lacks enough lounge chairs,2016-09-15,0.3811376690864563,"[0, 210, 380]",-0.004854174743569082,"['2015-01-08', '2016-12-31']",128_0,b,9,
128_11,1,2,1,0,pool,56,1,4,128,11,True,False,Ashame the pool is closed,2017-05-19,-0.426626205444336,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_12,1,2,1,0,pool,56,1,4,128,12,True,False,Bathrooms were dirty no pool beds were not queen size like advertised,2017-07-24,-0.4759322702884674,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_13,1,2,1,0,pool,56,1,4,128,13,True,False,Not friendly staff do not have pool,2017-08-24,-0.4634245336055756,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_14,1,2,1,0,pool,56,1,4,128,14,True,False,The lady at the computer next to us interrupted and said the pool had been closed since November of last year,2017-09-18,-0.4834414720535278,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_15,1,2,1,0,pool,56,1,4,128,15,True,False,I proceeded to take out my cell phone and call up the hotel ’s website and show her the picture of the pool,2017-09-18,-0.3700026273727417,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_16,1,2,1,0,pool,56,1,4,128,16,True,False,When we check in and ask about the pool hours we are told the pool is permanently closed,2017-10-16,-0.4954854249954224,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_17,1,2,1,0,pool,56,1,4,128,17,True,False,we are currently still at the westin but all they can tell us is Sorry no pool,2018-06-16,-0.4651543498039246,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_18,2,2,0,0,pool,56,1,4,128,18,True,True,We were very surprised to learn that there was no swimming pool but other than that our stay was nice,2018-11-01,-0.3891787827014923,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,
128_19,1,2,1,0,pool,56,1,4,128,19,True,False,No rooftop heated pool as described on internet,2019-05-05,-0.4992876648902893,"[0, 210, 380]",-0.3426058747838365,"['2017-01-03', '2020-01-12']",128_1,d,9,True
129_1,2,2,0,0,room,56,0,4,129,1,True,True,Very nice large room comfortable king size bed complementary internet and a great view of the old quarter,2015-06-01,0.4996312856674194,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,
129_2,2,2,0,0,room,56,0,4,129,2,True,True,I am in a nice regular room 27th floor,2015-06-03,0.21543753147125244,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,
129_3,2,2,0,0,room,56,0,4,129,3,True,True,We love the Westin beds and bedding view of the Mississippi River from our king bed is amazing,2015-09-01,0.4996964931488037,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,True
129_4,2,2,0,0,room,56,0,4,129,4,True,True,Very roomy and the bathrooms were roomy too,2016-01-10,0.4984557628631592,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,
129_5,2,2,0,0,room,56,0,4,129,5,True,True,The room itself was spacious clean,2016-02-24,0.4969112277030945,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,
129_8,2,2,0,0,room,56,0,4,129,8,True,True,The view outside the window overlooking the Mississippi River at night was breathtaking,2016-07-19,0.4989665746688843,"[0, 535, 1385, 1552]",0.10187074519868837,"['2015-01-01', '2016-09-18']",129_0,b,6,
