,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId,gold-aspect,gold-sentiment,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label
23_7,2,2,0,0,restaurant,319,0,4,23,7,True,True,That said the bar area was very friendly and the rooms were very comfortable and large,2015-10-29,0.4980183839797974,"[0, 195, 705, 1181]",0.1787575653683293,"['2015-01-01', '2016-01-10']",23_0,c
23_8,1,0,1,2,restaurant,319,0,4,23,8,False,False,Wonderful Hotel beautiful accommodations friendly helpful staff conveniently located to a variety of dining options,2015-11-12,0.4993736147880554,"[0, 195, 705, 1181]",0.1787575653683293,"['2015-01-01', '2016-01-10']",23_0,c
23_9,0,1,2,1,restaurant,319,0,4,23,9,False,False,But since it is so close to Dupont circle great restaurant choices abound,2015-11-22,0.4920904636383057,"[0, 195, 705, 1181]",0.1787575653683293,"['2015-01-01', '2016-01-10']",23_0,c
23_10,2,2,0,0,restaurant,319,1,4,23,10,True,True,Room service was good except for the fact that milk and sugar was not topped up so they gave us a free breakfast worth 48 great,2016-04-07,0.12589925527572632,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_11,0,2,2,0,restaurant,319,1,4,23,11,True,False,Very poor breakfast helpful staff,2016-06-02,0.1242142915725708,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_12,1,0,1,2,restaurant,319,1,4,23,12,False,False,The neighborhood was filled with shops eateries etc,2016-07-07,0.11891061067581175,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_13,1,0,1,2,restaurant,319,1,4,23,13,False,False,There are several wonderful restaurants and coffee shops around it making it perfect for the car less traveler,2016-07-14,0.17350858449935913,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_14,1,0,1,2,restaurant,319,1,4,23,14,False,False,Probably 500 SF with a large den dining table and couch,2016-11-16,0.09358477592468263,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_15,2,2,0,0,restaurant,319,1,4,23,15,True,True,The breakfast filled us for the day,2016-12-20,0.15453988313674927,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_16,1,0,1,2,restaurant,319,1,4,23,16,False,False,The food and service in the Grille,2017-03-07,0.16036635637283325,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_17,1,0,1,2,restaurant,319,1,4,23,17,False,False,You have Starbucks an Indian and Afghan restaurant nearby so that you get different varieties of cuisines,2017-03-22,0.10025966167449953,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_18,1,0,1,2,restaurant,319,1,4,23,18,False,False,For dinner there is a great Pizza place around the corner,2017-05-13,0.1262279748916626,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_19,2,2,0,0,restaurant,319,1,4,23,19,True,True,The bar and restaurant menu is ok,2017-09-23,0.17141979932785034,"[0, 195, 705, 1181]",0.08192107150872482,"['2016-01-13', '2018-01-06']",23_1,c
23_20,1,1,1,1,restaurant,319,2,4,23,20,False,False,Ina nice neighborhood with many restaurants nearby,2018-01-21,0.4884571433067322,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_21,2,1,0,1,restaurant,319,2,4,23,21,False,True,I found the hotel to be clean and had a nice bar for happy hour as well as within walking distance to some good restaurants,2018-02-04,0.4993560910224914,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_22,1,0,1,2,restaurant,319,2,4,23,22,False,False,Great restaurants and the Philips Art Collection is just a block away,2018-03-26,0.4971134662628174,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_23,1,2,1,0,restaurant,319,2,4,23,23,True,False,Bread bagels danish croissant yogurt juice and coffee with disposable silverware was all that was included,2018-04-09,0.4590485692024231,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_24,2,1,0,1,restaurant,319,2,4,23,24,False,True,We found that the selection at The Market for breakfast was perfect for us,2019-01-26,0.4985285997390747,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_25,2,2,0,0,restaurant,319,2,4,23,25,True,True,Q at the front desk was awesome the food was amazing Ricardo the chef cares about the guests and flavors up all the items on be menu,2019-02-13,0.4992377758026123,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_26,2,1,0,1,restaurant,319,2,4,23,26,False,True,The restaurant bar on premises Sallys opens at 5 and it is great the menu is great for ordering a bunch of small plates and sharing,2019-05-13,0.4915560483932495,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_27,1,0,1,2,restaurant,319,2,4,23,27,False,False,There are great restaurants within walking distance if you do not want to travel and Dupont is a hive of activity,2019-06-12,0.4837442040443421,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_28,2,2,0,0,restaurant,319,2,4,23,28,True,True,They also had bottled water VOS juices breakfast sandwiches chips fresh fruit yogurt cups and fruit granola yogurt parfait in ready to go cups,2019-06-20,0.4256079196929932,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
23_29,1,0,1,2,restaurant,319,2,4,23,29,False,False,The Fairfax is located in an amazing and safe location in Dupont Circle two blocks away from the Metro Station and near restaurants and coffee shops,2019-08-15,0.4997981190681458,"[0, 195, 705, 1181]",-0.02201289713547784,"['2018-01-07', '2020-03-17']",23_2,
24_0,2,2,0,0,room,319,0,4,24,0,True,True,The room was very spacious and clean,2015-02-02,0.4996002316474914,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_1,1,2,1,0,room,319,0,4,24,1,True,False,Furnishings and tv were nice coffee maker was standard 2 cup drip with the pods coffee supply had not been restocked so there was only one decaf the 1st morning,2015-03-01,0.33233869075775146,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_2,0,1,2,1,room,319,0,4,24,2,False,False,I came back at 30pm on the dot and the room was ready had been ready for a while but they did not call,2015-05-09,0.1237507462501526,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_3,2,2,0,0,room,319,0,4,24,3,True,True,The bed is very comfortable and the rooms I have had are quiet,2015-07-01,0.4990390539169312,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_4,2,2,0,0,room,319,0,4,24,4,True,True,Great service lovely room and perfect location,2015-08-12,0.4992978572845459,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_5,2,2,0,0,room,319,0,4,24,5,True,True,Professional service in every category and a lovely room and public areas,2015-09-05,0.4717526435852051,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_7,2,2,0,0,room,319,0,4,24,7,True,True,Room small but comfortable,2015-10-21,0.2591507434844971,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_8,2,2,0,0,room,319,0,4,24,8,True,True,The rooms were clean and well maintained for an old hotel,2015-10-23,0.4895921945571899,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_9,2,2,0,0,room,319,0,4,24,9,True,True,Nice room good location close to Metro,2015-11-02,0.4991318583488464,"[0, 255, 1442]",0.12222493231781051,"['2015-01-01', '2016-01-14']",24_0,b
24_10,2,2,0,0,room,319,1,4,24,10,True,True,Okay but tevevision had issues Decor was mediocre Room overlooked a garbage unit,2016-06-28,-0.4263936877250672,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_11,0,2,2,0,room,319,1,4,24,11,True,False,The beds could not have been more comfortable the a c and tv worked great,2016-07-20,0.019940972328186042,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_12,2,2,0,0,room,319,1,4,24,12,True,True,I did not find it comfortable to work in that room,2016-08-08,-0.4013507962226868,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_13,0,2,2,0,room,319,1,4,24,13,True,False,Room was small but very clean and comfortable,2017-01-23,-0.00408819317817688,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_14,1,2,1,0,room,319,1,4,24,14,True,False,I had asked for a room with 2 beds because we were travelling with our kids and I was told they do not have rooms with 2 beds,2017-03-14,-0.4674098491668701,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_15,2,2,0,0,room,319,1,4,24,15,True,True,They do not have microwave in the common dining room even,2018-02-04,-0.41112464666366577,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_16,2,1,0,1,room,319,1,4,24,16,False,True,I had no problem to sleep with the noise but my fellow traveler sharing the room with me could not sleep at all,2018-03-04,-0.4672845005989074,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_17,0,2,2,0,room,319,1,4,24,17,True,False,The room was small but clean and neat,2018-06-28,-0.19066157937049866,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_18,2,2,0,0,room,319,1,4,24,18,True,True,TV channels are few and reception is not very good,2018-11-06,-0.4871143102645874,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
24_19,2,2,0,0,room,319,1,4,24,19,True,True,A room of that quality deserved a better fridge to be honest,2019-01-11,-0.4527843594551086,"[0, 255, 1442]",0.03240041584438629,"['2016-01-15', '2020-03-25']",24_1,
25_0,2,2,0,0,facility,132,0,4,25,0,True,True,I would have complained by I was tired of complaining about elevators and wifi,2015-03-28,-0.4837334156036377,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_1,1,2,1,0,facility,132,0,4,25,1,True,False,Party started at hotel in lobby to hockey rink back to hotel,2015-06-24,-0.4434296488761902,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_2,2,2,0,0,facility,132,0,4,25,2,True,True,The elevators were extremely slow when you have 20 floors and only a couple working elevators,2015-10-28,-0.4981581866741181,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_3,1,1,1,1,facility,132,0,4,25,3,False,False,They did not have draft at the lobby bar so the bartender walked to the sports bar and got a pitcher of Miller Lite for me,2016-01-16,-0.3401733636856079,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_4,1,0,1,2,facility,132,0,4,25,4,False,False,Staff does not greet you in hallways,2016-01-16,-0.4756282269954682,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_5,0,2,2,0,facility,132,0,4,25,5,True,False,Elevators were quick as we were on the 21st floor,2016-01-27,-0.25612956285476685,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_6,1,1,1,1,facility,132,0,4,25,6,False,False,Also the bellman that came to pick up our luggage exited the room hurriedly and was at the elevator before we even got out the door,2016-04-16,-0.4601364731788635,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_7,1,2,1,0,facility,132,0,4,25,7,True,False,As a result the line to get into an elevator would be longer than a Disneyland attraction ride,2016-07-06,-0.4942618608474731,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_8,2,2,0,0,facility,132,0,4,25,8,True,True,Elevators were a joke then everyone was using service elevators which put them on over load mode,2016-07-16,-0.495635598897934,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_9,2,2,0,0,facility,132,0,4,25,9,True,True,Normally I prefer higher floors but after experiencing the painfully slow elevators at the hotel I ended up being grateful to be on the lower floor,2017-03-24,-0.4966301918029785,"[0, 480, 935]",0.05167060488593522,"['2015-01-01', '2017-06-28']",25_0,a
25_10,2,1,0,1,facility,132,1,4,25,10,False,True,I am writing this review very late but In September of 2015 my husband and I had a reception here the night before our wedding cruise,2017-07-17,0.4833540320396423,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_11,2,2,0,0,facility,132,1,4,25,11,True,True,Food and atmosphere in lobby are wonderful,2017-08-13,0.4926316738128662,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_12,2,1,0,1,facility,132,1,4,25,12,False,True,I am currently staying at this hotel and albeit it is a good hotel with wonderful amenities and staff I have been awakened both Saturday and Sunday by 8 am with drilling and hammering in rooms above,2017-12-17,0.21097588539123527,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_13,2,2,0,0,facility,132,1,4,25,13,True,True,I loved the tropical smell of the hotel lobby,2018-03-27,0.4963082671165466,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_14,2,2,0,0,facility,132,1,4,25,14,True,True,Terrific mattress comfortable pillows a Keurig machine in the room and love the spacious shower with the high end toiletries,2018-08-17,0.4998282194137573,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_15,2,2,0,0,facility,132,1,4,25,15,True,True,Conference facilities were nice and staff was super to work with,2018-09-24,0.49868243932724,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_16,2,2,0,0,facility,132,1,4,25,16,True,True,Beautiful lobby great pool bar and very nice room,2018-10-30,0.4996490478515625,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_17,2,2,0,0,facility,132,1,4,25,17,True,True,A very clean hotel with a nice yet small pool decent gym very good service etc,2018-12-28,0.4991401433944702,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_18,2,2,0,0,facility,132,1,4,25,18,True,True,The pool and gym areas are excellent,2019-09-18,0.4970868229866028,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
25_19,2,2,0,0,facility,132,1,4,25,19,True,True,The fitness room is a nice size with decent equipment but it is still a good idea to arrive early in the morning as it gets busy,2020-03-08,0.2893407344818115,"[0, 480, 935]",0.18837035466344046,"['2017-07-02', '2020-03-22']",25_1,
26_0,1,0,1,2,reception,132,0,4,26,0,False,False,It would have been nice to have free Internet service for the price of the room,2015-01-04,-0.4993050992488861,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_1,1,1,1,1,reception,132,0,4,26,1,False,False,However the best part was the phenomenal service in the concierge lounge with Carl Fuller,2015-11-03,0.05433470010757446,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_2,1,0,1,2,reception,132,0,4,26,2,False,False,Rooms are quite out of date and television cable channels limited with so so reception on occasion,2016-01-05,-0.4136663973331451,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_3,1,2,1,0,reception,132,0,4,26,3,True,False,And oh by the way because of this issue room service bell service and even maid service suffered,2016-07-09,0.11227720975875853,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_4,1,1,1,1,reception,132,0,4,26,4,False,False,But I am certain all of these were outside of the control of the staff,2016-07-09,0.17734557390213013,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_5,1,0,1,2,reception,132,0,4,26,5,False,False,They did have an attendant at the elevators making sure it ran as smooth as possible,2016-08-08,-0.4869071841239929,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_6,1,0,1,2,reception,132,0,4,26,6,False,False,Pool was closed at 9 pm sharp attendant was like a hawk and told us he would be closing in 20 minutes,2016-12-04,-0.4964741766452789,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_7,1,2,1,0,reception,132,0,4,26,7,True,False,Some the staff was rude but I guess that is what happens in 6 star hotels,2017-06-08,-0.4825125336647034,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_8,1,2,1,0,reception,132,0,4,26,8,True,False,they are not up to par with the other staff members one stood there and watched as we unloaded our own luggage,2017-11-25,-0.11220139265060423,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_9,1,1,1,1,reception,132,0,4,26,9,False,False,Tip if you have the concierge service ask for Joyce,2018-02-11,-0.4835085868835449,"[0, 915, 1398]",0.23082981453558207,"['2015-01-01', '2018-03-13']",26_0,a
26_10,2,2,0,0,reception,132,1,4,26,10,True,True,Everybody from the valet parking attendant to the bell man to the service staff in the restaurants to the front desk was attentive and personable in fact the valet driver even notified me that my front tire was low when I left which could have been a catastrophic situation had I not taken care of it before I got back on the interstate,2018-06-21,0.4963502883911133,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_11,2,1,0,1,reception,132,1,4,26,11,False,True,Beautiful hotel the staff was impressive,2018-07-01,0.4995459914207458,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_12,2,1,0,1,reception,132,1,4,26,12,False,True,Really nice rooms and great friendly service,2018-07-02,0.4994032382965088,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_13,2,1,0,1,reception,132,1,4,26,13,False,True,What makes this stay one of the best we have had is the staff,2018-07-08,0.49378901720047,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_14,2,1,0,1,reception,132,1,4,26,14,False,True,Miss Joyce in the concierge room was very gracious and helpful,2018-07-09,0.4992772936820984,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_15,2,2,0,0,reception,132,1,4,26,15,True,True,Text feature for valet is brilliant Service at front desk was superb as well,2018-08-25,0.4991631507873535,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_16,0,2,2,0,reception,132,1,4,26,16,True,False,As nice as this hotel is and as nice as MOST of the staff is besides the people who give away your rooms ofcourse at the front desk I presume,2018-10-21,0.4139870405197144,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_17,2,1,0,1,reception,132,1,4,26,17,False,True,Wonderful staf pleasant helpful and attentive,2019-01-09,0.4993009567260742,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_18,2,2,0,0,reception,132,1,4,26,18,True,True,From the warm greeting by the valet and front desk staff to the good byes as we departed we were treated as honored guests,2019-10-28,0.4980791807174682,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
26_19,2,1,0,1,reception,132,1,4,26,19,False,True,The treated our film crew great,2019-12-19,0.4449601769447327,"[0, 915, 1398]",0.2719495536397472,"['2018-03-15', '2020-03-27']",26_1,
27_0,2,2,0,0,pool,132,0,4,27,0,True,True,The pool area is big and the pool is super clean,2015-01-13,0.4998692274093628,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_1,2,2,0,0,pool,132,0,4,27,1,True,True,The bar pool guy made great cocktails too,2015-01-20,0.4546476006507874,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_2,2,2,0,0,pool,132,0,4,27,2,True,True,The is one of the best places to stay in Tampa Beach amazing views great pool close to everything,2015-02-18,0.4981514811515808,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_3,2,2,0,0,pool,132,0,4,27,3,True,True,The gym and pool areas were amazing,2015-03-11,0.4953120946884155,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_4,2,2,0,0,pool,132,0,4,27,4,True,True,I was very impressed with the cleanliness of the pool area,2015-03-25,0.4488876461982727,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_5,2,2,0,0,pool,132,0,4,27,5,True,True,Kudos to Bruce at the pool,2015-04-24,0.4905125498771668,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_6,2,2,0,0,pool,132,0,4,27,6,True,True,I had the opportunity to spend some time by the pool and the staff walked around offering everyone complimentary Popsicles,2015-05-20,0.4689568281173706,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_7,2,2,0,0,pool,132,0,4,27,7,True,True,the location was perfect the pool and the view was out of sightI thought it was costly I think it had much to offer but over 300 was a bit much,2015-05-21,0.3293557167053223,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_8,2,2,0,0,pool,132,0,4,27,8,True,True,The pool area was very large and other amenities at the hotel such as the Champions sports bar were well furnished and able to accommodate the capacity crowd in town for the concert,2015-05-27,0.4989816546440125,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_9,2,2,0,0,pool,132,0,4,27,9,True,True,The pool and fitness center are fantastic and when the concierge club is open it is very good too,2015-10-23,0.4941419959068298,"[0, 90, 145, 632]",0.22192139902416572,"['2015-01-01', '2015-11-26']",27_0,b
27_10,2,2,0,0,pool,132,1,4,27,10,True,True,I specifically booked at this hotel for a wedding weekend to be able to spend Saturday by the pool,2015-12-12,-0.2820830345153809,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_11,2,2,0,0,pool,132,1,4,27,11,True,True,Awesome except pool was under renovation I wish I had been told at booking time,2016-02-27,0.1323082447052002,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_12,1,2,1,0,pool,132,1,4,27,12,True,False,The price was decent because they were doing some construction on the pool but we were not about to swim in February,2016-03-10,-0.1978564560413361,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_13,2,2,0,0,pool,132,1,4,27,13,True,True,Although the property is very nice and right on the River Walk the pool was closed,2016-03-15,-0.2530375123023987,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_14,2,2,0,0,pool,132,1,4,27,14,True,True,Pool and hot tub area under construction,2016-03-19,0.019291520118713386,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_15,0,2,2,0,pool,132,1,4,27,15,True,False,You are allowed to use Embassy Suites pool,2016-03-21,0.15891224145889282,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_16,2,2,0,0,pool,132,1,4,27,16,True,True,While we were staying here the pool was out of service,2016-04-11,-0.2588162422180176,"[0, 90, 145, 632]",-0.3275516070470666,"['2015-12-03', '2016-05-10']",27_1,c
27_17,2,2,0,0,pool,132,2,4,27,17,True,True,I am being picky on this but the pool service food was way over packaged,2017-07-02,-0.458073228597641,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_18,0,2,2,0,pool,132,2,4,27,18,True,False,I am a local that lives on harbor island i took my family to the mariot hotel pool to get out of the house and get some much needed hurricane stress relief,2017-09-14,-0.4667972326278687,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_19,2,2,0,0,pool,132,2,4,27,19,True,True,No food or drink service available at pool,2018-01-13,-0.4986336529254913,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_20,2,2,0,0,pool,132,2,4,27,20,True,True,I called to see if we could get some food and drink service at the pool,2018-02-18,-0.4690685272216797,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_21,2,2,0,0,pool,132,2,4,27,21,True,True,He let me vent about how our day was ruined because we were not made aware that the pool bar was under renovations,2018-02-18,-0.4981997013092041,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_22,1,0,1,2,pool,132,2,4,27,22,False,False,On July 4th the elevators were not operable for a few hours which was a huge inconvenience our teenage girls had to walk up eight flights of steps which was not safe to get back to the room after swimming,2019-07-05,-0.4982997179031372,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_23,0,1,2,1,pool,132,2,4,27,23,False,False,The upside which is way more up than the parking price is down is the gym and the pool area,2019-07-23,-0.4866950809955597,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_24,2,2,0,0,pool,132,2,4,27,24,True,True,No hot Jacuzi in pool area,2019-10-10,-0.4968644082546234,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_25,0,1,2,1,pool,132,2,4,27,25,False,False,He is a hard worker and I noticed that he takes great care of all guests out on the pool deck,2019-10-15,-0.4837228655815125,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
27_26,2,2,0,0,pool,132,2,4,27,26,True,True,Beautiful resort but to get drink at the pool bar you have to wait and line up for an hour,2020-02-17,-0.06527411937713623,"[0, 90, 145, 632]",0.26974694676601824,"['2016-05-11', '2020-03-13']",27_2,
28_0,2,2,0,0,renovation_room,132,0,4,28,0,True,True,The bathroom needed a good scrubbing,2015-01-27,-0.4908299148082733,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_1,1,2,1,0,renovation_room,132,0,4,28,1,True,False,Hotel could use redo on the rooms AC was okay,2015-06-05,-0.4518266916275024,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_2,2,2,0,0,renovation_room,132,0,4,28,2,True,True,Rooms need updating and bathroom was tiny and moldy,2016-02-03,-0.4890197515487671,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_3,2,2,0,0,renovation_room,132,0,4,28,3,True,True,Room carpets were dirty plumbing issues furniture and hardware in rooms were in need of major repair,2016-06-11,-0.4971693456172943,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_4,2,1,0,1,renovation_room,132,0,4,28,4,False,True,Poor maintenance plumbing backed up in bath sink,2017-02-27,-0.4988973736763001,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_5,2,2,0,0,renovation_room,132,0,4,28,5,True,True,Outdated Rooms Tired and In Need of Renovation,2017-03-21,-0.4907830953598023,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_6,2,2,0,0,renovation_room,132,0,4,28,6,True,True,they are currently undergoing a nice renovation which you would not know but should have even nicer newly decorated rooms hallways next year,2017-08-27,-0.4863840043544769,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
28_7,2,2,0,0,renovation_room,132,0,4,28,7,True,True,Presently there is renovation occurring so be sure to ask for rooms located above the 22nd floors if you want to score a renovated room,2017-11-29,-0.49513363838195795,"[0, 105, 224]",-0.2263095343396777,"['2015-01-01', '2018-01-13']",28_0,a
